unique_featureID,gene_ID,chr,start,end,strand,mean_diffsiELAVL1,mean_diffsiSam68,mean_diffsiCFIM25,mean_diff96,mean_diff72,mean_diff48,mean_diff24,mean_diff96hrs_prev,ctrl_siELAVL1,ctrl_siSam68,ctrl_siCFIM25,ctrl_96,ctrl_72,ctrl_48,ctrl_24,ctrl_96hrs_prev,condition_siELAVL1,condition_siSam68,condition_siCFIM25,condition_96,condition_72,condition_48,condition_24,condition_96hrs_prev,V5_siELAVL1,V5_siSam68,V5_siCFIM25,V5_96,V5_72,V5_48,V5_24,V5_96hrs_prev,twostep_gene_padj_siELAVL1,twostep_gene_padj_siSam68,twostep_gene_padj_siCFIM25,twostep_gene_padj_96,twostep_gene_padj_72,twostep_gene_padj_48,twostep_gene_padj_24,twostep_gene_padj_96hrs_prev,twostep_transcript_padj_siELAVL1,twostep_transcript_padj_siSam68,twostep_transcript_padj_siCFIM25,twostep_transcript_padj_96,twostep_transcript_padj_72,twostep_transcript_padj_48,twostep_transcript_padj_24,twostep_transcript_padj_96hrs_prev,lr_siELAVL1,lr_siSam68,lr_siCFIM25,lr_96,lr_72,lr_48,lr_24,lr_96hrs_prev,df_siELAVL1,df_siSam68,df_siCFIM25,df_96,df_72,df_48,df_24,df_96hrs_prev,pvalue_siELAVL1,pvalue_siSam68,pvalue_siCFIM25,pvalue_96,pvalue_72,pvalue_48,pvalue_24,pvalue_96hrs_prev,adj_pvalue_siELAVL1,adj_pvalue_siSam68,adj_pvalue_siCFIM25,adj_pvalue_96,adj_pvalue_72,adj_pvalue_48,adj_pvalue_24,adj_pvalue_96hrs_prev
UBR3_AATAAA_chr2_start_170084104_end_170084105,UBR3_ENSG00000144357.18,chr2,170084104,170084105,+,0.093657225,0.045331253,-0.417922823,0.295248159,0.177091786,0.010170362,0.010224784,NA,0.501269701,0.501980097,0.501236391,0.585813628,0.559846834,0.491846992,0.639504918,NA,0.594926926,0.54731135,0.083313568,0.881061787,0.736938619,0.502017354,0.649729703,NA,18,18,18,59,59,59,59,52,0.533435572,0.839437364,1.35e-10,8.3e-7,0.01071055,0.052675152,0.467509317,1,NA,NA,0,2e-7,0.061786245,NA,NA,NA,1.255028985,0.178262509,44.55924507,27.93723341,4.54925693,0.025519652,0.024459153,NA,1,1,1,1,1,1,1,1,0.262594138,0.672870684,2.47e-11,1.25e-7,0.032933036,0.873079024,0.87572229,1,0.564314666,0.857866708,1.84e-10,7.2e-7,0.06986071,0.92222849,0.929880767,NA
PPP3CB_AATAAA_chr10_start_73436805_end_73436806,PPP3CB_ENSG00000107758.16,chr10,73436805,73436806,-,-0.083607563,-0.274834587,0.116171181,-0.138241361,-0.043178926,-0.049391467,-0.151668292,-0.223494284,0.729508165,0.730231942,0.730419895,0.735780721,0.670981334,0.637755452,0.678176612,0.687729287,0.645900602,0.455397356,0.846591076,0.59753936,0.627802409,0.588363985,0.52650832,0.464235003,87,87,87,95,95,95,95,120,0.535082613,0.009531101,0.132019233,0.078678744,0.57541322,0.516159741,0.204315635,0.043387311,NA,0,NA,NA,NA,NA,NA,0,1.2459306,11.190821,2.785763832,3.774699095,0.500421073,0.71256032,2.703979934,5.536689546,1,1,1,1,1,1,1,1,0.264331136,8.22e-4,0.095105338,0.052033259,0.479315165,0.398595156,0.100098088,0.018621777,0.566112026,0.012175318,0.142314697,0.090269165,0.601382201,0.547838026,0.23159709,0.053158677
PPP3CB_AATAAA_chr10_start_73443789_end_73443790,PPP3CB_ENSG00000107758.16,chr10,73443789,73443790,-,0.083607563,0.274834587,-0.116171181,0.138241361,0.043178926,0.049391467,0.151668292,0.223494284,0.270491835,0.269768058,0.269580105,0.264219279,0.329018666,0.362244548,0.321823388,0.312270713,0.354099398,0.544602644,0.153408924,0.40246064,0.372197591,0.411636015,0.47349168,0.535764997,24,24,24,38,38,38,38,31,0.535082613,0.009531101,0.132019233,0.078678744,0.57541322,0.516159741,0.204315635,0.043387311,NA,0,NA,NA,NA,NA,NA,0,1.2459306,11.190821,2.785763832,3.774699095,0.500421073,0.71256032,2.703979934,5.536689546,1,1,1,1,1,1,1,1,0.264331136,8.22e-4,0.095105338,0.052033259,0.479315165,0.398595156,0.100098088,0.018621777,0.566112026,0.012175318,0.142314697,0.090269165,0.601382201,0.547838026,0.23159709,0.053158677
FLVCR1_AATAAA_chr1_start_212895412_end_212895413,FLVCR1_ENSG00000162769.13,chr1,212895412,212895413,+,-0.112907334,0.064474432,0.24172157,-0.248744502,-0.007673244,-0.061628964,-0.00587782,-0.381521104,0.263938441,0.260170095,0.267656393,0.295005446,0.17687047,0.248109102,0.37686528,0.448328338,0.151031106,0.324644527,0.509377963,0.046260945,0.169197226,0.186480138,0.37098746,0.066807234,24,24,24,80,80,80,80,80,0.535082613,0.640463932,0.026520369,2.79e-6,0.923977448,0.273077464,0.952543187,1.02e-6,NA,NA,0,0,NA,NA,NA,0,1.244342149,0.731330961,5.769552504,24.49694662,0.018613634,1.831233816,0.008665706,28.20052651,1,1,1,1,1,1,1,1,0.264635854,0.392452112,0.016306186,7.44e-7,0.891479943,0.175981883,0.925832242,1.09e-7,0.566391562,0.677863026,0.029704174,3.78e-6,0.928457107,0.302817319,0.958456748,1.45e-6
FLVCR1_AATAAA_chr1_start_212899360_end_212899361,FLVCR1_ENSG00000162769.13,chr1,212899360,212899361,+,0.112907334,-0.064474432,-0.24172157,0.248744502,0.007673244,0.061628964,0.00587782,0.381521104,0.736061559,0.739829905,0.732343607,0.704994554,0.82312953,0.751890898,0.62313472,0.551671662,0.848968894,0.675355473,0.490622037,0.953739055,0.830802774,0.813519862,0.62901254,0.933192766,16,16,16,146,146,146,146,118,0.535082613,0.640463932,0.026520369,2.79e-6,0.923977448,0.273077464,0.952543187,1.02e-6,NA,NA,0,0,NA,NA,NA,0,1.244342149,0.731330961,5.769552504,24.49694662,0.018613634,1.831233816,0.008665706,28.20052651,1,1,1,1,1,1,1,1,0.264635854,0.392452112,0.016306186,7.44e-7,0.891479943,0.175981883,0.925832242,1.09e-7,0.566391562,0.677863026,0.029704174,3.78e-6,0.928457107,0.302817319,0.958456748,1.45e-6
STK39_AATAAA_chr2_start_167954022_end_167954023,STK39_ENSG00000198648.12,chr2,167954022,167954023,-,-0.046114475,-0.015576998,-0.655793611,0.168312518,0.216583215,0.204353672,0.171823026,NA,0.889994532,0.887146676,0.889584754,0.792645698,0.750149754,0.751197743,0.732364335,NA,0.843880056,0.871569678,0.233791144,0.960958216,0.966732969,0.955551415,0.904187361,NA,95,95,95,174,174,174,174,139,0.53676017,0.885947242,3.33e-27,4.22e-4,2.33e-6,2.09e-6,0.004255183,1,NA,NA,0,0,0,0,0,NA,1.233309142,0.097532943,122.5735882,14.18984514,25.33111122,26.16204692,11.05689646,NA,1,1,1,1,1,1,1,1,0.266764453,0.754810529,1.73e-28,1.65e-4,4.83e-7,3.14e-7,8.84e-4,1,0.56838978,0.900035292,4.83e-27,5.49e-4,3.21e-6,2.94e-6,0.005430101,NA
STK39_APA_chr2_start_167955315_end_167955316,STK39_ENSG00000198648.12,chr2,167955315,167955316,-,0.046114475,0.015576998,0.655793611,-0.168312518,-0.216583215,-0.204353672,-0.171823026,NA,0.110005468,0.112853324,0.110415246,0.207354302,0.249850246,0.248802257,0.267635665,NA,0.156119944,0.128430322,0.766208856,0.039041784,0.033267031,0.044448585,0.095812639,NA,37,37,37,45,45,45,45,46,0.53676017,0.885947242,3.33e-27,4.22e-4,2.33e-6,2.09e-6,0.004255183,1,NA,NA,0,0,0,0,0,NA,1.233309142,0.097532943,122.5735882,14.18984514,25.33111122,26.16204692,11.05689646,NA,1,1,1,1,1,1,1,1,0.266764453,0.754810529,1.73e-28,1.65e-4,4.83e-7,3.14e-7,8.84e-4,1,0.56838978,0.900035292,4.83e-27,5.49e-4,3.21e-6,2.94e-6,0.005430101,NA
DST_None_chr6_start_56458881_end_56458882,DST_ENSG00000151914.22,chr6,56458881,56458882,-,0.064480486,-0.117106609,0.374085328,-0.110697958,-0.135680433,-0.080698876,-0.069108215,-0.044713383,0.395634751,0.395492845,0.395610248,0.339562958,0.385418103,0.433323471,0.418901717,0.270360476,0.460115237,0.278386236,0.769695576,0.228865001,0.24973767,0.352624594,0.349793501,0.225647093,110,110,110,185,185,185,185,173,0.717774791,0.146809596,2.68e-19,6.22e-4,0.002492196,0.088139898,0.125532509,0.126717142,NA,NA,4.18e-21,0.003219136,0.001056789,NA,NA,NA,1.223831977,4.733892787,89.71783815,9.536497708,11.89355427,4.996392208,4.727130287,0.752820571,1,1,1,1,1,1,1,1,0.268609934,0.029573878,2.75e-21,0.002014257,5.63e-4,0.025400212,0.029690383,0.385584688,0.569430253,0.153784166,4.72e-20,0.005210085,0.002054124,0.065819186,0.094279259,0.529633986
CMPK1_AATAAA_chr1_start_47377772_end_47377773,CMPK1_ENSG00000162368.15,chr1,47377772,47377773,+,-0.050278039,0.017616382,0.273277486,-0.072742742,-0.030371302,0.029842007,0.030114638,-0.010583437,0.328919104,0.331962795,0.328592563,0.486136189,0.469572779,0.43705494,0.433790684,0.443130242,0.278641065,0.349579178,0.60187005,0.413393448,0.439201476,0.466896947,0.463905322,0.432546804,31,31,31,111,111,111,111,147,0.540796325,0.898770563,6.36e-11,0.010819038,0.324132587,0.542473179,0.409149092,0.924576244,NA,NA,0,0,NA,NA,NA,NA,1.209087688,0.077020429,46.10992904,7.65224411,1.40200564,0.633748441,1.277898284,0.03017498,1,1,1,1,1,1,1,1,0.271512878,0.781376593,1.12e-11,0.005670174,0.23638805,0.425983686,0.25829018,0.862093794,0.572288828,0.912613652,8.65e-11,0.01304015,0.349278496,0.572851203,0.446220048,0.917034958
CMPK1_AATAAA_chr1_start_47378837_end_47378838,CMPK1_ENSG00000162368.15,chr1,47378837,47378838,+,0.050278039,-0.017616382,-0.273277486,0.072742742,0.030371302,-0.029842007,-0.030114638,0.010583437,0.671080896,0.668037205,0.671407437,0.513863811,0.530427221,0.56294506,0.566209316,0.556869758,0.721358935,0.650420822,0.39812995,0.586606552,0.560798524,0.533103053,0.536094678,0.567453196,67,67,67,175,175,175,175,186,0.540796325,0.898770563,6.36e-11,0.010819038,0.324132587,0.542473179,0.409149092,0.924576244,NA,NA,0,0,NA,NA,NA,NA,1.209087688,0.077020429,46.10992904,7.65224411,1.40200564,0.633748441,1.277898284,0.03017498,1,1,1,1,1,1,1,1,0.271512878,0.781376593,1.12e-11,0.005670174,0.23638805,0.425983686,0.25829018,0.862093794,0.572288828,0.912613652,8.65e-11,0.01304015,0.349278496,0.572851203,0.446220048,0.917034958
PIP4K2A_AATAAA_chr10_start_22534972_end_22534973,PIP4K2A_ENSG00000150867.14,chr10,22534972,22534973,-,0.038265815,-0.014313717,-0.270167814,0.107832358,0.057608029,0.036690635,0.08018488,0.123945313,0.88224567,0.879216396,0.880213513,0.823120112,0.847668076,0.852205849,0.825008507,0.858290215,0.920511485,0.864902679,0.610045699,0.93095247,0.905276104,0.888896484,0.905193387,0.982235528,110,110,110,207,207,207,207,322,0.546352027,0.885551206,7.69e-7,5.2e-5,0.228943084,0.006046366,0.002789034,2.53e-4,NA,NA,0,3.89e-6,NA,0.266468783,0.005719148,0,1.186355943,0.099088834,26.85313636,22.21639215,3.561798918,2.402679104,9.652091204,16.48022391,1,1,1,1,1,1,1,1,0.27606584,0.752925821,2.2e-7,2.44e-6,0.059123632,0.12112765,0.001891361,4.92e-5,0.577773966,0.899569077,9.79e-7,1.15e-5,0.114058597,0.22664382,0.010287915,3.45e-4
PIP4K2A_ATTAAA_chr10_start_22536893_end_22536894,PIP4K2A_ENSG00000150867.14,chr10,22536893,22536894,-,-0.038265815,0.014313717,0.270167814,-0.08645707,-0.05169869,-0.063766694,-0.084549366,-0.123945313,0.11775433,0.120783604,0.119786487,0.143156443,0.120932944,0.122561719,0.138954985,0.141709785,0.079488515,0.135097321,0.389954301,0.056699372,0.069234254,0.058795025,0.054405618,0.017764472,40,40,40,81,81,81,81,78,0.546352027,0.885551206,7.69e-7,5.2e-5,0.228943084,0.006046366,0.002789034,2.53e-4,NA,NA,0,6.65e-5,NA,0.004699303,3.15e-4,0,1.186355943,0.099088834,26.85313636,16.79579811,3.44167769,9.428711543,15.05997128,16.48022391,1,1,1,1,1,1,1,1,0.27606584,0.752925821,2.2e-7,4.16e-5,0.063571109,0.002136143,1.04e-4,4.92e-5,0.577773966,0.899569077,9.79e-7,1.55e-4,0.121562475,0.008145583,8.73e-4,3.45e-4
HYCC1_AATAAA_chr7_start_22941267_end_22941268,HYCC1_ENSG00000122591.13,chr7,22941267,22941268,-,0.070081843,0.097138856,-0.268100859,0.121996389,0.063257679,0.042952921,0.076135762,NA,0.492303056,0.493009735,0.491281606,0.560016913,0.602430827,0.569672223,0.526717672,NA,0.562384899,0.590148591,0.223180746,0.682013302,0.665688506,0.612625144,0.602853434,NA,49,49,49,56,56,56,56,NA,0.711901427,0.128529136,3.4e-9,1.57e-6,0.00970443,0.069004835,0.195211764,NA,NA,NA,1.45e-6,0.015492013,0.76117262,NA,NA,NA,1.186557404,1.695024565,25.36002164,7.935739419,1.621674489,0.756128576,3.482774061,NA,1,1,1,1,1,1,1,NA,0.27602507,0.192939943,4.76e-7,0.004846782,0.202858462,0.384542797,0.062010705,NA,0.577773966,0.467492921,2.02e-6,0.011395601,0.309129152,0.533679533,0.16421895,NA
TPD52_AATAAA_chr8_start_80036590_end_80036591,TPD52_ENSG00000076554.16,chr8,80036590,80036591,-,-0.029469191,-0.021535601,-0.311957932,-8.77e-4,-0.008636539,-0.045884357,-0.0296257,0.013862554,0.820470374,0.820591618,0.821550521,0.649142565,0.668218511,0.672044828,0.654866249,0.701624035,0.791001183,0.799056017,0.509592589,0.648265371,0.659581972,0.626160472,0.625240548,0.715486589,347,347,347,788,788,788,788,1082,0.19634061,0.407364597,7.91e-39,0.521492981,0.970391356,0.23005785,0.668868612,0.574062645,NA,NA,5.6e-30,NA,NA,NA,NA,NA,1.185664458,0.78289381,131.5897757,-0.00316569,0.030842587,3.793422305,1.311555835,0.126252431,1,1,1,1,1,1,1,1,0.276205834,0.376257568,1.84e-30,1,0.860592035,0.051454343,0.252113156,0.722349738,0.577825111,0.664278847,5.9e-29,1,0.906859577,0.115587865,0.439771201,0.816750079
MYO6_APA_chr6_start_75915135_end_75915136,MYO6_ENSG00000196586.17,chr6,75915135,75915136,+,0.031593854,-0.023520146,0.358778058,-0.028681598,-0.068477178,-0.028860517,-0.003100428,-0.062565276,0.149186186,0.153520697,0.152795326,0.067784798,0.10555176,0.091116634,0.078096076,0.114962677,0.18078004,0.130000551,0.511573384,0.039103201,0.037074581,0.062256117,0.074995648,0.052397401,84,84,84,33,33,33,33,38,0.017114511,0.90313581,2.79e-20,3.01e-4,0.002177875,0.471422264,0.498301908,0.057035904,1,NA,5.26e-17,0.209318495,8.36e-4,NA,NA,NA,1.171095195,0.435554278,73.23159459,4.943121644,15.35381174,2.305893793,0.031733601,3.089075171,1,1,1,1,1,1,1,1,0.279176322,0.509276058,1.15e-17,0.026194687,8.91e-5,0.128884124,0.858613599,0.078819594,0.579798844,0.763868608,1.51e-16,0.049640923000000003,3.95e-4,0.238378006,0.920147894,0.165651881
GNPNAT1_APA_chr14_start_52778064_end_52778065,GNPNAT1_ENSG00000100522.10,chr14,52778064,52778065,-,0.04486117,0.040718495,0.319316569,-0.088263846000000007,-0.068610315,-0.080596705,-0.055874311,-0.072573474,0.143984587,0.142326045,0.144025634,0.162818006,0.137889134,0.166849597,0.171234002,0.173558556,0.188845757,0.183044541,0.463342203,0.07455416,0.069278819,0.086252891,0.115359692,0.100985082,89,89,89,142,142,142,142,110,0.508125098,0.212270644,7.07e-13,8.01e-9,2.82e-5,4.79e-6,0.003250011,0.038236482,NA,NA,3.69e-13,1.77e-9,4.94e-5,1.23e-6,0.003960192,0.010858644,1.155510096,1.525075416,53.62679816,37.12356536,17.66733612,25.04200131,10.32885745,7.960958189,1,1,1,1,1,1,1,1,0.282398657,0.216853044,2.42e-13,1.11e-9,2.63e-5,5.61e-7,0.001309663,0.00477971,0.582058003,0.495276548,2.2e-12,8.42e-9,1.3e-4,5.05e-6,0.007536888,0.017309191
CREB1_AATAAA_chr2_start_207597143_end_207597144,CREB1_ENSG00000118260.15,chr2,207597143,207597144,+,0.094672874,-0.094043436,0.536374952,-0.171368773,-0.202865419,-0.142205655,0.035624993,-0.084414085,0.315731956,0.314906343,0.31388494,0.212631934,0.249410298,0.215693853,0.158200908,0.155258837,0.41040483,0.220862907,0.850259892,0.041263161,0.046544878,0.073488198,0.193825901,0.070844752,48,48,48,47,47,47,47,37,0.552087389,0.517810305,2.53e-12,1.78e-5,1.65e-4,0.018984153,0.284240108,0.154891919,NA,NA,0,5.86e-6,8.35e-6,0.004440336,NA,NA,1.156725079,1.214859639,52.63004783,22.76382972,22.39056258,10.81058703,0.592553739,2.133037742,1,1,1,1,1,1,1,1,0.282145767,0.270371814,4.03e-13,1.83e-6,2.22e-6,0.001009213,0.441433299,0.144154824,0.582058003,0.557334927,3.56e-12,8.8e-6,1.34e-5,0.004283614,0.629887293,0.258478461
CREB1_APA_chr2_start_207603430_end_207603431,CREB1_ENSG00000118260.15,chr2,207603430,207603431,+,-0.094672874,0.094043436,-0.536374952,0.200335421,0.167938183,0.074858623,0.036745239,0.078892301,0.684268044,0.685093657,0.68611506,0.496102671,0.505985593,0.602943006,0.524522633,0.595598843,0.58959517,0.779137093,0.149740108,0.696438093,0.673923776,0.677801629,0.561267872,0.674491144,36,36,36,88,88,88,88,74,0.552087389,0.517810305,2.53e-12,1.78e-5,1.65e-4,0.018984153,0.284240108,0.154891919,NA,NA,0,8.88e-4,0.025752688,0.774684376,NA,NA,1.156725079,1.214859639,52.63004783,13.21514465,7.308402118,1.830465352,0.350073302,0.134912759,1,1,1,1,1,1,1,1,0.282145767,0.270371814,4.03e-13,2.78e-4,0.006863293,0.17607259,0.554071638,0.713391732,0.582058003,0.557334927,3.56e-12,8.83e-4,0.018598507,0.302883513,0.71930769,0.811057228
HIPK1_APA_chr1_start_113973878_end_113973879,HIPK1_ENSG00000163349.22,chr1,113973878,113973879,+,0.045777315,0.039712425,0.224485163,-0.049260613,-0.019665816,-0.053816579,-0.026408677,-0.061032394,0.124383934,0.124786571,0.124462482,0.106857624,0.094068253,0.12071126,0.128059973,0.132418718,0.170161249,0.164498996,0.348947645,0.05759701,0.074402438,0.066894681,0.101651296,0.071386324,12,12,12,15,15,15,15,18,0.554603469,0.583838199,9.49e-6,0.045472938,0.028161463,0.18802111,0.688360783,0.590861107,NA,NA,0,0.044928118,0.539171388,NA,NA,NA,1.140537762,0.916884405,21.70515733,4.821177423,1.131823151,4.296113275,0.908206384,1.355878389,1,1,1,1,1,1,1,1,0.285538724,0.338294358,3.18e-6,0.028112136,0.287386791,0.038199579,0.340590766,0.244253072,0.584547697,0.625752518,1.2e-5,0.052905323,0.406995917,0.091615785,0.535572471,0.380523295
HIPK1_AATAAA_chr1_start_113977798_end_113977799,HIPK1_ENSG00000163349.22,chr1,113977798,113977799,+,-0.045777315,-0.039712425,-0.224485163,0.085390491,0.075399025,0.052913898,0.037730204,0.03891366,0.875616066,0.875213429,0.875537518,0.735424834,0.75921524,0.742163283,0.739756541,0.811051889,0.829838751,0.835501004,0.651052355,0.820815325,0.834614265,0.795077181,0.777486745,0.849965549,65,65,65,228,228,228,228,252,0.554603469,0.583838199,9.49e-6,0.045472938,0.028161463,0.18802111,0.688360783,0.590861107,NA,NA,0,0.027958563,0.009041543,NA,NA,NA,1.140537762,0.916884405,21.70515733,5.646118406,7.946035389,1.959081786,1.141137698,-0.430996057,1,1,1,1,1,1,1,1,0.285538724,0.338294358,3.18e-6,0.017494054,0.004819284,0.161611554,0.285412055,1,0.584547697,0.625752518,1.2e-5,0.03513208,0.013687098,0.28355993,0.477402718,1
ACOX1_APA_chr17_start_75945577_end_75945578,ACOX1_ENSG00000161533.12,chr17,75945577,75945578,-,-0.062641037,-0.10296669,0.216662232,-0.110626156,-0.085024752,-0.122717901,-0.152077197,-0.166024402,0.297491596,0.297516549,0.297855178,0.30986312,0.25634252,0.315156866,0.331873227,0.294959848,0.234850558,0.194549858,0.514517411,0.199236964,0.171317768,0.192438964,0.17979603,0.128935446,23,23,23,38,38,38,38,38,0.051307543,0.267872879,1.53e-4,3.07e-5,2.71e-5,3.62e-9,1.29e-5,6.69e-5,NA,NA,4.52e-4,0.053864203,0.060353588,0.001478272,0.002272377,0.030833826,1.111343831,4.073943964,13.08931185,5.711744695,5.793590647,12.85829803,12.64910631,7.328716573,1,1,1,1,1,1,1,1,0.291790016,0.04354948,2.97e-4,0.016851783,0.016084704,3.36e-4,3.76e-4,0.006786149,0.592069766,0.193372863,8.02e-4,0.034068941,0.038563805,0.001632214,0.00264377,0.023078783
SNX2_AATAAA_chr5_start_122829754_end_122829755,SNX2_ENSG00000205302.7,chr5,122829754,122829755,+,0.034844358,0.053229407,0.311850151,-0.125135512,-0.095469437,-0.07112798,-0.103673832,-0.152574551,0.486627278,0.48737131,0.486469865,0.545403007,0.535272688,0.519489167,0.542370111,0.454906814,0.521471635,0.540600717,0.798320016,0.420267495,0.439803251,0.448361187,0.438696279,0.302332263,218,218,218,222,222,222,222,282,0.561885323,0.431759963,8.4e-27,6.58e-5,0.002485783,0.012389766,0.053284187,8.86e-4,NA,NA,0,0,0,0,NA,0.001878071,1.109679632,1.693734398,120.705374,17.9762417,10.98663113,8.049770213,5.612640741,11.18035112,1,1,1,1,1,1,1,1,0.2921516,0.193109424,4.43e-28,2.24e-5,9.18e-4,0.004550943,0.017831371,8.27e-4,0.59230941,0.467492921,1.21e-26,8.82e-5,0.003166877,0.015521391,0.063661765,0.003995739
SNX2_AATAAA_chr5_start_122830107_end_122830108,SNX2_ENSG00000205302.7,chr5,122830107,122830108,+,-0.034844358,-0.053229407,-0.311850151,0.125135512,0.095469437,0.07112798,0.103673832,0.123728135,0.513372722,0.51262869,0.513530135,0.454596993,0.464727312,0.480510833,0.457629889,0.539608325,0.478528365,0.459399283,0.201679984,0.579732505,0.560196749,0.551638813,0.561303721,0.66333646,80,80,80,29,29,29,29,73,0.561885323,0.431759963,8.4e-27,6.58e-5,0.002485783,0.012389766,0.053284187,8.86e-4,NA,NA,0,0,0,0,NA,0.015288,1.109679632,1.693734398,120.705374,17.9762417,10.98663113,8.049770213,5.612640741,7.343810349,1,1,1,1,1,1,1,1,0.2921516,0.193109424,4.43e-28,2.24e-5,9.18e-4,0.004550943,0.017831371,0.006729405,0.59230941,0.467492921,1.21e-26,8.82e-5,0.003166877,0.015521391,0.063661765,0.022899021
GRPEL1_None_chr4_start_7060813_end_7060814,GRPEL1_ENSG00000109519.14,chr4,7060813,7060814,-,-0.045768328,-0.091195873,0.23710532,-0.181787781,-0.117801496,-0.112409028,-0.048090912,-0.090397056,0.360543598,0.36053546400000003,0.359344565,0.413612375,0.413521233,0.40865547,0.424909419,0.31309677,0.314775271,0.269339591,0.596449885,0.231824594,0.295719737,0.296246442,0.376818507,0.222699715,71,71,71,202,202,202,202,183,0.765324946,0.28626677699999997,2.67e-14,1.22e-16,1.08e-4,7.73e-4,0.179496308,4.59e-4,NA,NA,1.94e-13,1.98e-12,1.26e-5,9.56e-4,NA,0.198552222,1.09174427,4.273818517,54.88466873,51.78002156,21.60756831,13.67467679,4.397850882,4.068157133,1,1,1,1,1,1,1,1,0.296085058,0.038703862,1.28e-13,6.21e-13,3.35e-6,2.17e-4,0.03598425,0.043698925,0.595687248,0.181318029,1.19e-12,6.71e-12,1.94e-5,0.001118764,0.109324866,0.104071974
CFLAR_AATAAA_chr2_start_201141595_end_201141596,CFLAR_ENSG00000003402.21,chr2,201141595,201141596,+,-0.056735852,0.014188944,-0.36741933,-0.075249123,-0.174573555,-0.160914814,-0.076981514,-0.128987048,0.805279886,0.804870503,0.803494498,0.71032878,0.795763011,0.783148089,0.773999213,0.69720289,0.748544034,0.819059446,0.436075168,0.635079657,0.621189457,0.622233275,0.697017699,0.568215842,79,79,79,125,125,125,125,230,0.566065848,0.907287135,2.57e-6,9.27e-5,5.15e-24,8.2e-16,1.94e-5,9.34e-12,NA,NA,0,0.173557517,9.54e-9,3.75e-5,0.24169043,0.026502116,1.089326707,0.06232169,24.37502653,3.703493972,35.50610362,19.81608877,4.219397937,6.360998827,1,1,1,1,1,1,1,1,0.296620437,0.802863345,7.93e-7,0.054298652,2.54e-9,8.53e-6,0.039964339,0.011665586,0.59620414,0.921225082,3.25e-6,0.093717268,2.27e-8,6.17e-5,0.118707411,0.035939153
CFLAR_AATAAA_chr2_start_201167545_end_201167546,CFLAR_ENSG00000003402.21,chr2,201167545,201167546,+,0.056735852,-0.014188944,0.36741933,-0.050232299,-0.034478145,-0.056809137,-0.057073208,-0.104868092,0.194720114,0.195129497,0.196505502,0.232909682,0.187890776,0.186496549,0.187934296,0.296665996,0.251455966,0.180940554,0.563924832,0.182677383,0.15341263,0.129687412,0.130861088,0.191797905,15,15,15,61,61,61,61,61,0.566065848,0.907287135,2.57e-6,9.27e-5,5.15e-24,8.2e-16,1.94e-5,9.34e-12,NA,NA,0,0.488213706,0.291910609,0.107249612,0.24169043,0.06726625,1.089326707,0.06232169,24.37502653,2.044661196,2.016543956,3.883871095,3.213192727,4.731853314,1,1,1,1,1,1,1,1,0.296620437,0.802863345,7.93e-7,0.152740986,0.155592925,0.048752027,0.073046817,0.029608964,0.59620414,0.921225082,3.25e-6,0.227622969,0.249437816,0.111085076,0.18464068,0.076398518
ZNF462_ATTAAA_chr9_start_107011222_end_107011223,ZNF462_ENSG00000148143.13,chr9,107011222,107011223,+,0.041308452,-0.090096402,0.478972419,-0.12453004,-0.147623706,-0.068675143,-0.064863796,-0.172916726,0.275319133,0.275270423,0.275247699,0.354557351,0.378474226,0.348200144,0.357770725,0.182847906,0.316627585,0.185174021,0.754220118,0.230027311,0.23085052,0.279525001,0.292906929,0.00993118,52,52,52,61,61,61,61,41,0.66251887,0.248807576,3.57e-23,0.00144344,6.19e-4,0.239949937,0.06797078,9.35e-11,NA,NA,2.9e-25,4.96e-4,3.65e-5,NA,NA,4.23e-10,1.08526144,4.985367799,108.6835958,14.30833546,19.56673845,3.986364002,3.518941849,40.60578722,1,1,1,1,1,1,1,1,0.29752351,0.025562551,1.9e-25,1.55e-4,9.71e-6,0.045869948,0.060671171,1.86e-10,0.596989268,0.140888606,4.34e-24,5.19e-4,5.25e-5,0.105768128,0.161932916,4.1e-9
GALNT2_APA_chr1_start_230280077_end_230280078,GALNT2_ENSG00000143641.10,chr1,230280077,230280078,+,0.050759105,-0.021656268,0.354831889,-0.21679457,-0.1879538,-0.114677549,-0.158800397,-0.215781343,0.16865663,0.168497839,0.168599319,0.264997414,0.284336144,0.251790355,0.295320421,0.253357087,0.219415735,0.14684157,0.523431208,0.048202844,0.096382343,0.137112806,0.136520024,0.037575744,22,22,22,42,42,42,42,65,0.56807731,0.79695841,1.99e-13,5.88e-12,4.36e-4,3.09e-4,4.63e-6,0.001117718,NA,NA,0,0,0,0,0,0,1.078230657,0.279820872,57.80112394,51.26016874,14.5684048,15.78860232,25.55673538,13.28893981,1,1,1,1,1,1,1,1,0.299093707,0.596818648,2.9e-14,8.09e-13,1.35e-4,7.08e-5,4.3e-7,2.67e-4,0.598981341,0.816300164,2.85e-13,8.66e-12,5.74e-4,4.1e-4,6.58e-6,0.001529436
