unique_featureID,gene_ID,chr,start,end,strand,mean_diffsiELAVL1,mean_diffsiSam68,mean_diffsiCFIM25,mean_diff96,mean_diff72,mean_diff48,mean_diff24,mean_diff96hrs_prev,ctrl_siELAVL1,ctrl_siSam68,ctrl_siCFIM25,ctrl_96,ctrl_72,ctrl_48,ctrl_24,ctrl_96hrs_prev,condition_siELAVL1,condition_siSam68,condition_siCFIM25,condition_96,condition_72,condition_48,condition_24,condition_96hrs_prev,V5_siELAVL1,V5_siSam68,V5_siCFIM25,V5_96,V5_72,V5_48,V5_24,V5_96hrs_prev,twostep_gene_padj_siELAVL1,twostep_gene_padj_siSam68,twostep_gene_padj_siCFIM25,twostep_gene_padj_96,twostep_gene_padj_72,twostep_gene_padj_48,twostep_gene_padj_24,twostep_gene_padj_96hrs_prev,twostep_transcript_padj_siELAVL1,twostep_transcript_padj_siSam68,twostep_transcript_padj_siCFIM25,twostep_transcript_padj_96,twostep_transcript_padj_72,twostep_transcript_padj_48,twostep_transcript_padj_24,twostep_transcript_padj_96hrs_prev,lr_siELAVL1,lr_siSam68,lr_siCFIM25,lr_96,lr_72,lr_48,lr_24,lr_96hrs_prev,df_siELAVL1,df_siSam68,df_siCFIM25,df_96,df_72,df_48,df_24,df_96hrs_prev,pvalue_siELAVL1,pvalue_siSam68,pvalue_siCFIM25,pvalue_96,pvalue_72,pvalue_48,pvalue_24,pvalue_96hrs_prev,adj_pvalue_siELAVL1,adj_pvalue_siSam68,adj_pvalue_siCFIM25,adj_pvalue_96,adj_pvalue_72,adj_pvalue_48,adj_pvalue_24,adj_pvalue_96hrs_prev,mean_diff_across
USP36_AATAAA_chr17_start_78795652_end_78795653,USP36_ENSG00000055483.20,chr17,78795652,78795653,-,-0.127840561,0.037936485,-0.081842092,0.221850206,0.224658011,0.202261443,0.28991922999999997,0.263966924,0.293198251,0.293440887,0.293799379,0.46545998,0.457833459,0.464375393,0.401056813,0.46250967,0.16535769,0.331377372,0.211957287,0.687310186,0.68249147,0.666636836,0.690976043,0.726476595,144,144,144,454,454,454,454,512,0.006135205,0.43232756,0.162638266,5.76e-13,5.7600000000000005e-27,3.140000000000001e-13,1.28e-17,2.05e-10,0.001111951,NA,NA,1.85e-12,6.14e-18,3.91e-10,8.89e-17,3.22e-11,15.74806363,0.777596134,3.855834201,51.91337634,77.08529857,42.05453842,72.75191981,47.0057443,1,1,1,1,1,1,1,1,7.24e-5,0.377877337,0.049573269,5.8e-13,1.64e-18,8.88e-11,1.47e-17,7.08e-12,0.002175841,0.665162563,0.079922907,6.28e-12,3.6e-17,1.42e-9,9.96e-16,1.9e-10,0.24053116279999998
USP3_AATAAA_chr15_start_63591444_end_63591445,USP3_ENSG00000140455.17,chr15,63591444,63591445,+,0.061215198,-0.045663959,0.121182636,-0.374762483,-0.298226557,-0.209013764,-0.153523632,-0.476387914,0.864156901,0.862600353,0.863302713,0.840122563,0.828364308,0.799028895,0.770752304,0.837720928,0.925372099,0.816936394,0.984485349,0.46536008,0.530137751,0.59001513,0.617228671,0.361333015,107,107,107,113,113,113,113,102,0.042183932,0.430739928,4.17e-10,1.5e-27,1.33e-16,3.67e-8,4.97e-4,2.2800000000000001e-26,0,NA,0,0,0,0,0,0,7.877296528,1.709993863,42.24047826,124.3482471,73.51424824,34.51519782,15.64299686,121.3190434,1,1,1,1,1,1,1,1,0.005005926,0.190986167,8.07e-11,7.07e-29,9.99e-18,4.23e-9,7.65e-5,3.2499999999999998e-28,0.04864658,0.466744106,5.63e-10,2.4400000000000003e-27,2.1e-16,5.28e-8,6.69e-4,3.58e-26,-0.30238287
USP7_ATTAAA_chr16_start_8892099_end_8892100,USP7_ENSG00000187555.17,chr16,8892099,8892100,-,0.019140853,0.096900647,-0.12966809,0.321626706,0.298030317,0.201977915,0.102954235,0.319860113,0.201707845,0.202157493,0.201776792,0.082941693,0.076472525,0.069649214,0.092711018,0.109123453,0.220848698,0.29905814,0.072108702,0.404568399,0.374502842,0.271627129,0.195665253,0.428983566,169,169,169,379,379,379,379,238,0.704047987,0.18953028,2.27e-10,6.65e-60,7.03e-78,5.899999999999999e-26,9.94e-9,2.37e-15,NA,NA,1.83e-7,4.0999999999999995e-48,1.37e-63,2.87e-26,5.34e-6,3.7e-12,0.42956023,7.333021707,29.36176727,214.7211161,286.0228026,115.3694105,24.16846031,51.24539651,1,1,1,1,1,1,1,1,0.512204816,0.006769915,6.01e-8,1.2799999999999999e-48,3.66e-64,6.530000000000001e-27,8.83e-7,8.15e-13,0.757716179,0.055038148,2.91e-7,1.0099999999999999e-46,6.2e-62,4.42e-25,1.3e-5,2.47e-11,0.2488898572
USPL1_ATTAAA_chr13_start_30659548_end_30659549,USPL1_ENSG00000132952.12,chr13,30659548,30659549,+,0.075711342,0.07211119,0.26139132,-0.147147946,-0.288470759,-0.164617531,-0.142231184,-0.187974615,0.64744714,0.652589093,0.649722916,0.536915601,0.721223413,0.579153431,0.586683421,0.656369084,0.723158483,0.724700283,0.911114236,0.389767655,0.432752653,0.4145359,0.44445223699999997,0.468394469,94,94,94,50,50,50,50,83,0.690725221,0.591141713,0.001175135,0.085178913,0.01171997,0.110170554,0.285727462,0.055111462,NA,NA,0,NA,0,NA,NA,NA,0.573453009,0.889836414,11.99228847,3.626764065,7.840550503,3.585161357,1.989514253,5.040958712,1,1,1,1,1,1,1,1,0.448890036,0.345521642,5.34e-4,0.056857265,0.005108705,0.058297755,0.158391678,0.024754786,0.717515102,0.632866031,0.001375259,0.09747324,0.014406122,0.128025788,0.31886894,0.06681411,-0.186088407
UTP23_ATTAAA_chr8_start_116774679_end_116774680,UTP23_ENSG00000147679.12,chr8,116774679,116774680,+,-0.045543446,-0.032398246,-0.099649929,0.217324464,0.151660932,0.225678201,0.186924345,0.181450907,0.160467541,0.160262705,0.159132853,0.256778793,0.279192411,0.222081441,0.21339378,0.197958313,0.114924095,0.12786446,0.059482924,0.474103257,0.430853343,0.447759642,0.400318126,0.37940922,88,88,88,265,265,265,265,366,0.567080928,0.523122972,1.69e-6,1.36e-8,0.002670758,6.02e-9,5.62e-9,2.88e-5,NA,NA,1.48e-6,1.86e-9,0.002799992,1.66e-10,3.35e-10,2.22e-6,2.322945808,1.133460866,23.98368815,38.3797886,11.37044578,43.73166472,42.97938512,25.30686582,1,1,1,1,1,1,1,1,0.127478407,0.287038332,9.72e-7,5.82e-10,7.46e-4,3.77e-11,5.53e-11,4.89e-7,0.387792588,0.574624056,3.94e-6,4.61e-9,0.002637284,6.39e-10,1.81e-9,5.61e-6,0.1926077698
UTP25_APA_chr1_start_209851748_end_209851749,UTP25_ENSG00000117597.18,chr1,209851748,209851749,+,-0.054930801,0.107622416,0.106278337,-0.20542997,-0.190131815,-0.085156383,0.070855338,-0.270178885,0.605556483,0.606205738,0.60685853,0.668897768,0.685851728,0.599369635,0.584530433,0.516668166,0.550625683,0.713828155,0.713136867,0.463467799,0.495719913,0.514213251,0.655385771,0.246489281,65,65,65,90,90,90,90,72,0.695685725,0.015367288,0.012997765,1.64e-7,3.57e-5,0.080469441,0.544640603,0.006412192,NA,0.751190019,0.099497306,1.25e-6,3.85e-6,NA,NA,0.001088543,0.672912304,2.509525005,3.394152779,24.40104635,22.54511525,5.198218921,1.815031139,12.19510725,1,1,1,1,1,1,1,1,0.412038084,0.113160035,0.065427967,7.82e-7,2.05e-6,0.022610044,0.177905874,4.79e-4,0.694746894,0.346192291,0.102301171,3.95e-6,1.25e-5,0.059928244,0.345253355,0.002521798,-0.136008343
UVRAG_AATAAA_chr11_start_76142649_end_76142650,UVRAG_ENSG00000198382.9,chr11,76142649,76142650,+,-0.027101438,0.008993066,0.122556771,-0.149695249,-0.149773813,-0.173867696,-0.092935723,-0.260464162,0.861474245,0.860365654,0.858096373,0.89960399,0.820690721,0.89529501,0.943748947,0.850197712,0.834372807,0.86935872,0.980653144,0.749908741,0.670916908,0.721427314,0.850813224,0.58973355,79,79,79,103,103,103,103,170,0.797114368,0.936778638,0.010622076,0.020735524,0.022378489,0.003228977,0.118971912,0.012885984,NA,NA,0,0,0,0,NA,0,0.237198204,0.029060614,7.564698336,6.368634788,6.525609614,10.8700754,3.874526879,8.08237553,1,1,1,1,1,1,1,1,0.626237083,0.864639157,0.005952262,0.011615492,0.01063321,9.77e-4,0.049024125,0.004469781,0.823392843,0.94659894,0.012077918,0.024560856,0.02710472,0.004168016,0.138803542,0.016312142,-0.16534732859999998
VMA21_AATAAA_chrX_start_151405159_end_151405160,VMA21_ENSG00000160131.14,chrX,151405159,151405160,+,0.040432611,0.028760347,0.393610898,-0.369671805,-0.290210175,-0.268729095,-0.109014973,-0.308052677,0.56712579,0.566665151,0.566193959,0.501605397,0.482692086,0.51043125,0.445132139,0.510327586,0.6075584,0.595425498,0.959804857,0.131933592,0.192481911,0.241702155,0.336117166,0.202274909,176,176,176,211,211,211,211,252,0.695685725,0.717205044,7.57e-58,1.49e-38,1.15e-16,4.65e-21,0.002924394,8.42e-11,NA,NA,0,0,0,0,0,0,0.556831923,0.484267318,265.6671691,175.6772639,73.82482056,95.52397422,11.86274847,47.78737391,1,1,1,1,1,1,1,1,0.455539533,0.486495729,9.979999999999999e-60,4.26e-40,8.54e-18,1.46e-22,5.73e-4,4.75e-12,0.722943353,0.7456819,1.37e-57,2.4999999999999996e-38,1.81e-16,7.37e-21,0.003749593,1.3e-10,-0.269135745
VPS13A_AATAAA_chr9_start_77385187_end_77385188,VPS13A_ENSG00000197969.14,chr9,77385187,77385188,+,0.089445279,-0.022706487,-0.229960781,-0.178815329,-0.209612144,-0.294012376,-0.045042465,-0.003068603,0.595850438,0.593789847,0.593241821,0.516609867,0.568286096,0.600640678,0.47632651,0.404824708,0.685295716,0.57108336,0.36328104,0.337794538,0.358673952,0.306628302,0.431284045,0.401756106,20,20,20,74,74,74,74,28,0.583734832,0.427121028,0.006746607,3.12e-11,2.66e-15,7.66e-18,4.38e-7,0.007996629,NA,NA,0.003851424,0.002845524,6.45e-5,2.34e-7,1,1,2.296618479,0.137110906,9.116862214,11.04296949,18.47822269,29.59789922,0.64996659,0.186794851,1,1,1,1,1,1,1,1,0.129655997,0.711170225,0.00253264,8.9e-4,1.72e-5,5.32e-8,0.420124625,0.665597732,0.39213379,0.880040432,0.005671245,0.002513584,8.8e-5,5.62e-7,0.610795817,0.77396918,-0.1461101834
VPS29_AATAAA_chr12_start_110491624_end_110491625,VPS29_ENSG00000111237.19,chr12,110491624,110491625,-,0.011590375,0.029565666,-0.200863563,0.219957244,0.243724506,0.163391121,0.145976921,0.265612109,0.323685514,0.323753754,0.323947426,0.192803141,0.216235367,0.186690277,0.172746063,0.300346746,0.335275889,0.35331942,0.123083863,0.412760385,0.459959873,0.350081397,0.318722984,0.565958855,170,170,170,320,320,320,320,504,0.818732359,0.528494707,5.23e-17,3.75e-23,3.54e-16,5.84e-10,2e-12,8.77e-15,NA,NA,0,0,0,0,0,0,0.192528802,1.159861495,74.60187411,103.7674877,71.497878,43.06458841,56.12074426,66.69127554,1,1,1,1,1,1,1,1,0.660820199,0.281494267,5.76e-18,2.2799999999999998e-24,2.78e-17,5.3e-11,6.82e-14,3.18e-16,0.843306245,0.56949864,7.69e-17,6.03e-23,5.52e-16,8.76e-10,3.12e-12,1.37e-14,0.2077323802
VPS33A_AATAAA_chr12_start_122229564_end_122229565,VPS33A_ENSG00000139719.11,chr12,122229564,122229565,-,-0.061835986,0.020355298,-0.283228007,0.3490069,0.292891689,0.258707764,0.137098186,0.296433018,0.336315206,0.335939126,0.33629182,0.217233597,0.261964478,0.24969367,0.255476125,0.26292693,0.27447922,0.356294424,0.053063813,0.566240498,0.554856168,0.508401433,0.392574312,0.559359948,80,80,80,322,322,322,322,328,0.003927549,0.020263353,2.9e-34,2.31e-49,1.97e-25,1.9399999999999998e-31,3.13e-6,4.3e-28,0.441267092,1,8.100000000000001e-37,1.32e-50,3.68e-28,1.2299999999999999e-30,2.22e-5,2.3800000000000001e-26,4.784550314,0.250254208,162.876604,227.5206948,125.0714151,136.7136308,22.75812838,116.6088372,1,1,1,1,1,1,1,1,0.028716145,0.616896139,2.6599999999999998e-37,2.07e-51,4.91e-29,1.3899999999999999e-31,1.84e-6,3.5e-27,0.160265827,0.827719088,1.24e-35,1.8e-49,2.15e-27,1.28e-29,2.52e-5,3.6499999999999998e-25,0.2668275114
VPS36_AATAAA_chr13_start_52415315_end_52415316,VPS36_ENSG00000136100.14,chr13,52415315,52415316,-,0.076300627,0.054170629,0.166152487,-0.282247242,-0.132472253,-0.157645658,0.044267645,-0.143130689,0.757773297,0.763920295,0.766418693,0.466092336,0.40771348,0.480871083,0.3796837,0.447761616,0.834073923,0.818090925,0.93257118,0.183845094,0.275241226,0.323225425,0.423951345,0.304630927,37,37,37,83,83,83,83,83,0.665385368,0.7384288,0.002192101,4.34e-9,0.087459487,0.028122195,0.475971227,0.102083099,NA,NA,0,1.72e-7,NA,0.018291478,NA,NA,0.681178485,0.428937223,10.74975758,28.2306234,3.982903839,6.964410115,0.696668771,3.095000854,1,1,1,1,1,1,1,1,0.409181212,0.512510898,0.00104293,1.08e-7,0.045964258,0.008314684,0.403905305,0.078533111,0.693507223,0.764080689,0.002536582,6.27e-7,0.092692577,0.025869889,0.59633787,0.16525852,-0.1342456394
VPS41_AATAAA_chr7_start_38725553_end_38725554,VPS41_ENSG00000006715.16,chr7,38725553,38725554,-,0.001446734,-0.021040916,-0.11675034,-0.347977083,-0.254499657,-0.33894338,-0.295434601,-0.348605152,0.826622559,0.814118046,0.826087367,0.5645111,0.513607334,0.609908887,0.6714268,0.665958335,0.828069293,0.79307713,0.709337028,0.216534017,0.259107677,0.270965507,0.375992199,0.317353183,84,84,84,82,82,82,82,129,0.997843641,0.963338876,0.003632316,9.25e-15,1.35e-11,6.06e-12,4.04e-8,1.5e-11,NA,NA,0.020361233,9.47e-14,2.33e-11,6.52e-14,2.18e-7,4.48e-12,0.004660092,0.14097615,6.116938681,57.75979272,47.2582044,59.12341018,29.0087524,50.87024362,1,1,1,1,1,1,1,1,0.945574793,0.707312509,0.013389248,2.96e-14,6.22e-12,1.48e-14,7.21e-8,9.87e-13,0.982854761,0.8782014,0.024974063,3.65e-13,7.56e-11,3.77e-13,1.29e-6,2.94e-11,-0.3170919746
VWA5A_AATAAA_chr11_start_124124834_end_124124835,VWA5A_ENSG00000110002.16,chr11,124124834,124124835,+,0.167506122,0.358896029,0.019146884,-0.304816866,-0.294310047,-0.248775015,-0.208217301,-0.553385112,0.48084096,0.481922606,0.410167132,0.675766803,0.636980667,0.6406566,0.574572343,0.602986038,0.648347082,0.840818635,0.429314016,0.370949936,0.34267062,0.391881585,0.366355043,0.049600927,35,35,35,46,46,46,46,55,0.305181355,0.002677976,0.294006311,0.03330383,2.74e-4,0.081950352,0.139717745,7.27e-5,NA,0,NA,0.032090383,3.07e-5,NA,NA,0,2.71962927,14.13548429,0.047050825,5.404979005,18.57340018,6.356924312,4.717685468,19.10391817,1,1,1,1,1,1,1,1,0.099121035,1.7e-4,0.828276909,0.02007939,1.63e-5,0.011692406,0.029853901,1.24e-5,0.334120824,0.003401281,0.868026631,0.03957183,8.39e-5,0.03464497,0.094718743,1.02e-4,-0.3219008682
WDFY2_APA_chr13_start_51759995_end_51759996,WDFY2_ENSG00000139668.9,chr13,51759995,51759996,+,0.113575854,-0.099783902,0.285134507,-0.363187071,-0.221130587,-0.236505955,-0.181771501,-0.361831811,0.659501591,0.659498839,0.659516088,0.504192985,0.4789982,0.456876652,0.509209262,0.501798495,0.773077446,0.559714937,0.944650595,0.141005914,0.257867613,0.220370697,0.327437761,0.139966684,77,77,77,79,79,79,79,75,0.308516794,0.491606986,6.14e-7,3.89e-9,0.009114288,5.89e-4,0.19220302,9.44e-6,NA,NA,0,2.6e-8,0.004382313,9.33e-5,NA,1.57e-4,2.693639594,1.37025251,27.33787423,31.89258747,9.264924099,16.76064434,4.509799277,17.15380533,1,1,1,1,1,1,1,1,0.100749448,0.241768504,1.71e-7,1.63e-8,0.002335842,4.24e-5,0.033701195,3.45e-5,0.337209426,0.528931835,7.85e-7,1.06e-7,0.007262092,2.58e-4,0.103725605,2.52e-4,-0.27288538500000004
WDR20_ATTAAA_chr14_start_102223671_end_102223672,WDR20_ENSG00000140153.18,chr14,102223671,102223672,+,0.119723658,0.247132616,0.105520967,-0.259184989,-0.26022511,-0.300161654,-0.247214388,-0.48197649,0.476396209,0.473444136,0.472032703,0.330157583,0.349006231,0.316781473,0.37462347,0.62916783,0.596119867,0.720576752,0.57755367,0.070972594,0.088781122,0.016619819,0.127409081,0.14719134,27,27,27,15,15,15,15,21,0.631108103,0.208349814,0.524412719,6.24e-7,5.23e-4,1.01e-7,1.47e-4,3.05e-4,NA,NA,NA,1.81e-7,6.91e-5,2.75e-9,2.69e-5,0,0.810540315,3.5115691,0.563566763,29.47631705,17.02937126,38.24418556,19.73780046,16.06689247,1,1,1,1,1,1,1,1,0.367960555,0.060941712,0.452826699,5.66e-8,3.68e-5,6.24e-10,8.88e-6,6.11e-5,0.658835953,0.236610495,0.538048278,3.44e-7,1.77e-4,8.96e-9,1.02e-4,4.2e-4,-0.30975252619999993
WDR55_APA_chr5_start_140672343_end_140672344,WDR55_ENSG00000120314.19,chr5,140672343,140672344,+,0.108234963,-0.132260781,0.187255767,-0.371532203,-0.308913284,-0.212588533,-0.079542347,-0.320166186,0.671412044,0.67140505,0.671570227,0.769621609,0.685158609,0.732207543,0.782761242,0.730111481,0.779647006,0.539144269,0.858825994,0.398089406,0.376245324,0.519619009,0.703218894,0.409945294,55,55,55,82,82,82,82,81,0.298088944,0.228553553,0.026808869,3.04e-12,1.1e-8,0.001999767,0.276599178,0.002654437,NA,NA,0,0,0,0,NA,0,2.78328382,3.273420298,5.749722633,52.6104172,36.25846278,11.86556558,2.061232786,11.43616788,1,1,1,1,1,1,1,1,0.095252684,0.070410682,0.01649126,4.07e-13,1.73e-9,5.72e-4,0.151087894,7.2e-4,0.32733003,0.26060331,0.029989884,4.46e-12,1.58e-8,0.002600661,0.309112885,0.003557335,-0.2585485106
WLS_ATTAAA_chr1_start_68125493_end_68125494,WLS_ENSG00000116729.14,chr1,68125493,68125494,-,0.022709138,0.07102507,-0.065432987,0.210960381,0.15131445600000001,0.179181881,0.131717835,0.264675686,0.730678045,0.730372843,0.730587944,0.687799234,0.70298623,0.679365436,0.664925869,0.603707517,0.753387183,0.801397913,0.665154957,0.898759615,0.854300686,0.858547317,0.796643704,0.868383203,375,375,375,432,432,432,432,423,0.73152595,0.220555653,0.120730851,4.22e-10,2.56e-9,7.61e-13,3.99e-6,3.8e-8,NA,NA,NA,0,0,0,0,0,0.434774154,3.371808109,2.949578055,42.51303358,39.27236129,56.76055702,25.87328285,35.09559624,1,1,1,1,1,1,1,1,0.509655594,0.066320931,0.085899983,7.02e-11,3.69e-10,4.92e-14,3.65e-7,3.14e-9,0.755831268,0.250658494,0.130236941,6.18e-10,3.66e-9,1.17e-12,5.71e-6,5.53e-8,0.18757004780000003
WWP2_AATAAA_chr16_start_69910251_end_69910252,WWP2_ENSG00000198373.13,chr16,69910251,69910252,+,0.108341083,0.051126656,0.062069124,0.280082604,0.463431974,0.489182329,0.308052872,0.288027088,0.127497258,0.126955583,0.127818603,0.177925531,0.217440615,0.197007324,0.22295299700000001,0.149918115,0.235838342,0.178082239,0.189887727,0.458008135,0.680872589,0.686189652,0.531005869,0.437945203,20,20,20,54,54,54,54,55,0.080748083,0.403582038,0.196687078,5.86e-8,3.91e-25,8.16e-20,4.66e-7,0.001322346,NA,NA,NA,0,0,0,0,0,6.202941137,1.872258608,2.095567704,32.40454207,113.4912331,89.61207689,30.28550985,12.92974801,1,1,1,1,1,1,1,1,0.012753821,0.171216622,0.14772683,1.25e-8,1.68e-26,2.9e-21,3.73e-8,3.23e-4,0.091719203,0.438510886,0.209754821,8.31e-8,6.3399999999999995e-25,1.28e-19,7.08e-7,0.001795929,0.36575537340000003
XPNPEP3_AATAAA_chr22_start_40932813_end_40932814,XPNPEP3_ENSG00000196236.13,chr22,40932813,40932814,+,-0.184200101,0.048674954,-0.276188862,0.25464752,0.283791559,0.219014135,0.187079792,0.158855606,0.48363449,0.482830544,0.483748747,0.50902791,0.510185617,0.47156335,0.529167891,0.547417637,0.299434389,0.531505499,0.207559886,0.76367543,0.793977176,0.690577485,0.716247683,0.706273244,28,28,28,127,127,127,127,152,0.181536831,0.933747544,4.06e-8,3.46e-5,7.1e-5,0.004285431,0.135217963,8.04e-4,NA,NA,1.1e-4,2.13e-4,4.38e-5,0.002419369,NA,0.114958363,5.801998696,0.297945543,15.75068441,15.9020738,19.21675897,11.938418,6.884342989,5.003170225,1,1,1,1,1,1,1,1,0.016007968,0.585173257,7.23e-5,6.67e-5,1.17e-5,5.5e-4,0.008695402,0.025300935,0.10818414,0.808946578,2.19e-4,2.39e-4,6.19e-5,0.002514364,0.036281359,0.067992296,0.2206777224
YIPF4_AATAAA_chr2_start_32305886_end_32305887,YIPF4_ENSG00000119820.11,chr2,32305886,32305887,+,0.050018032,-0.118481765,0.184541891,-0.212638546,-0.287387641,-0.097214439,-0.06743155,-0.21068788,0.316063284,0.315358252,0.315935155,0.454250434,0.456654343,0.453922118,0.462781406,0.436989368,0.366081316,0.196876487,0.500477047,0.241611888,0.169266703,0.356707679,0.395349856,0.226301488,270,270,270,482,482,482,482,414,0.494434658,0.002250737,4.89e-10,8.7e-14,6.71e-35,1.26e-5,1.93e-5,6.33e-5,NA,0.007677551,3.25e-9,5.44e-13,4.87e-26,0.013493898,0.042241524,4.13e-5,3.48446202,12.60110848,37.98435864,55.12033388,114.8124492,9.509038667,8.008231064,20.46771085,1,1,1,1,1,1,1,1,0.061947494,3.86e-4,7.13e-10,1.13e-13,8.650000000000001e-27,0.002044623,0.00465652,6.06e-6,0.254003088,0.006759041,4.47e-9,1.31e-12,3.31e-25,0.007853409,0.021806237,5.42e-5,-0.17507201120000002
YIPF6_AATAAA_chrX_start_68533725_end_68533726,YIPF6_ENSG00000181704.12,chrX,68533725,68533726,+,0.022127143,-0.103636993,-0.099090814,-0.191892027,-0.25651096,-0.172100511,-0.183245433,-0.139232965,0.506892364,0.507051242,0.506789806,0.34054073,0.451993514,0.347122295,0.379421368,0.220454225,0.529019507,0.403414248,0.407698992,0.148648703,0.195482554,0.175021784,0.196175935,0.08122126,18,18,18,19,19,19,19,21,0.91742863,0.306015158,3.24e-6,1.35e-7,5.52e-7,3.02e-5,0.002333189,0.008266683,NA,NA,0.230481747,1.71e-5,5.22e-4,0.004917451,0.02784921,0.157191271,0.134669369,1.673668938,2.056465048,20.71140286,14.51390192,10.62174868,8.02839528,5.66588962,1,1,1,1,1,1,1,1,0.713638968,0.19576783,0.151561413,5.34e-6,1.39e-4,0.001117653,0.004604962,0.017297942,0.871410827,0.471752723,0.214661481,2.35e-5,5.9e-4,0.004672064,0.021600556,0.049988227,-0.1885963792
YY1_AATAAA_chr14_start_100278587_end_100278588,YY1_ENSG00000100811.15,chr14,100278587,100278588,+,-0.039655544,-0.02754744,0.136189423,-0.396833165,-0.286309793,-0.242307109,-0.240286487,-0.322847548,0.592195244,0.592222837,0.592190664,0.723654875,0.694774781,0.743958263,0.722769937,0.710981333,0.5525397,0.564675396,0.728380087,0.32682171,0.408464987,0.501651154,0.48248345,0.388133786,95,95,95,159,159,159,159,260,0.686715037,0.789305204,0.007961618,6.29e-28,1.13e-15,2.62e-12,3.96e-18,1.22e-12,NA,NA,0,0,0,0,0,1.16e-14,0.597409555,0.298183192,8.148055655,126.1552748,69.17972343,54.20894832,82.88236392,61.21526279,1,1,1,1,1,1,1,1,0.439568109,0.585023644,0.004310736,2.84e-29,8.99e-17,1.8e-13,8.71e-20,5.12e-15,0.712703398,0.808946578,0.009108063,1.0100000000000001e-27,1.71e-15,3.96e-12,6.61e-18,2.06e-13,-0.29771682039999997
ZBTB1_ATTAAA_chr14_start_64523950_end_64523951,ZBTB1_ENSG00000126804.14,chr14,64523950,64523951,+,0.077391324,0.013385557,0.007776436,-0.340495231,-0.356991626,-0.267908869,-0.1342807,-0.254110016,0.289071876,0.288972631,0.288992924,0.535369419,0.558185135,0.514727096,0.514257026,0.443730819,0.3664632,0.30235818800000003,0.296769359,0.194874187,0.20119351,0.246818228,0.379976326,0.189620803,15,15,15,43,43,43,43,50,0.833787021,0.173672241,0.969585839,6.84e-28,2e-16,3.16e-16,0.138725164,1.09e-6,NA,NA,NA,2.4e-15,1.58e-14,9.5e-8,NA,0.003364985,1.364854552,0.057167878,0.021738074,64.99286936,61.60232105,31.34613468,5.544499626,11.38450654,1,1,1,1,1,1,1,1,0.242697914,0.811029552,0.882786019,7.52e-16,4.2e-15,2.16e-8,0.018538856,7.41e-4,0.54306076,0.923278593,0.913197272,1.1e-14,6.86e-14,2.44e-7,0.065505503,0.003634793,-0.2707572884
ZBTB3_AATAAA_chr11_start_62748321_end_62748322,ZBTB3_ENSG00000185670.9,chr11,62748321,62748322,-,0.077567359,0.241471714,0.074579607,0.155545562,0.334133657,0.225129626,0.22187872,0.224238981,0.404502245,0.402732864,0.404188429,0.554397261,0.509361346,0.556691115,0.616714685,0.522004238,0.482069604,0.644204578,0.478768036,0.709942823,0.843495003,0.781820741,0.838593405,0.746243219,53,53,53,58,58,58,58,73,0.749590139,0.149708196,0.616619925,0.151855813,2.22e-5,0.005850815,0.007080066,0.28586716,NA,NA,NA,NA,0,0,0,NA,0.373276842,4.360906619,0.357717356,2.57340545,20.6865009,9.633081777,9.961886207,1.723693306,1,1,1,1,1,1,1,1,0.541223504,0.036772729999999997,0.549776699,0.108673559,5.41e-6,0.001911037,0.001598142,0.189218329,0.77125312,0.174967358,0.627451301,0.169887921,3.04e-5,0.007428691,0.008920268,0.315069773,0.2321853092
ZC3H13_AATAAA_chr13_start_45956447_end_45956448,ZC3H13_ENSG00000123200.17,chr13,45956447,45956448,-,-0.116971014,-0.186602666,0.125541233,-0.169323124,-0.194504554,-0.046798989,0.05323114,-0.218246644,0.737438196,0.736888211,0.737628546,0.684899938,0.659667338,0.605532207,0.627700438,0.518986276,0.620467182,0.550285544,0.86316978,0.515576813,0.465162784,0.558733217,0.680931578,0.300739632,42,42,42,143,143,143,143,116,0.574795592,0.216111915,0.11738899,7.92e-4,7.6e-4,0.259779141,0.101195005,0.003243325,NA,NA,NA,8.83e-5,9.65e-5,NA,NA,0.001235064,1.038439695,3.421436149,3.000880725,16.25822063,16.39523053,0.79189638,1.449347655,11.95966979,1,1,1,1,1,1,1,1,0.308184636,0.064355005,0.083219266,5.53e-5,5.14e-5,0.373527317,0.228632656,5.44e-4,0.605847373,0.245918906,0.126692463,2.01e-4,2.4e-4,0.524194937,0.410581201,0.002813488,-0.11512843419999999
ZCCHC10_AATAAA_chr5_start_132996987_end_132996988,ZCCHC10_ENSG00000155329.12,chr5,132996987,132996988,-,-0.142470706,-0.056903425,-0.171749988,0.272850834,0.339519347,0.183171639,0.10301271,0.35094241,0.434822791,0.434782604,0.433018602,0.300049744,0.228604357,0.302774818,0.263385923,0.360996692,0.292352085,0.377879179,0.261268614,0.572900578,0.568123704,0.485946458,0.366398633,0.711939101,51,51,51,74,74,74,74,120,0.003103507,0.031527752,0.130525531,1.16e-5,2.12e-15,5.38e-10,4.22e-7,6.5e-7,0.09546592,1,NA,0.001557063,5.98e-10,7.01e-4,0.047920912,7.25e-6,6.24916486,1.423007376,5.300498215,10.87582671,39.55539817,12.95848905,5.819686065,21.69869621,1,1,1,1,1,1,1,1,0.012425188,0.232909037,0.021319326,9.74e-4,3.19e-10,3.18e-4,0.015847773,3.19e-6,0.090117863,0.517589335,0.037619281,0.002718726,3.19e-9,0.00155823899999999,0.058026442,3.06e-5,0.249899388
