gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,gene_id.x,lr,df,pvalue,adj_pvalue,gene_id.y,ctrl_DMSO_1,ctrl_DMSO_2,ctrl_DMSO_3,CFIM25_DMSO_1,CFIM25_DMSO_2,CFIM25_DMSO_3,mean_diff,chr,start,end,V5,strand,V7,V8,V9
ELL_ENSG00000105656.13,PAS18139_None_0.25,4.91E-04,0.075357454,ELL_ENSG00000105656.13,3.856487927,1,0.049553955,0.079906928,ELL_ENSG00000105656.13,0.2131637,0.2131637,0.2131637,0.362414244,0.362414244,0.362414244,0.149250544,chr19,18444392,18444393,10,-,ENSG00000105656.13,ELL,UTR3
USP36_ENSG00000055483.20,PAS16919_AATAAA_0.05,0.162638266,NA,USP36_ENSG00000055483.20,3.855834201,1,0.049573269,0.079922907,USP36_ENSG00000055483.20,0.293799379,0.293799379,0.293799379,0.211957287,0.211957287,0.211957287,-0.081842092,chr17,78795652,78795653,144,-,ENSG00000055483.20,USP36,UTR3
PCNP_ENSG00000081154.12,PAS3658_APA_0,2.77E-36,0.150902181,PCNP_ENSG00000081154.12,3.854404751,1,0.049615529,0.079975867,PCNP_ENSG00000081154.12,0.035086852,0.035086852,0.035086852,0.061967558,0.061967558,0.061967558,0.026880706,chr3,101593460,101593461,22,+,ENSG00000081154.12,PCNP,UTR3
CLOCK_ENSG00000134852.15,PAS5107_AATAAA_0.2,1.05E-14,0.075843261,CLOCK_ENSG00000134852.15,3.845709569,1,0.049873415,0.080376309,CLOCK_ENSG00000134852.15,0.340561926,0.340561926,0.340561926,0.213771406,0.213771406,0.213771406,-0.12679052,chr4,55430336,55430337,12,-,ENSG00000134852.15,CLOCK,UTR3
WDR73_ENSG00000177082.13,PAS14917_AATAAA_0.35,0.095875749,NA,WDR73_ENSG00000177082.13,3.82690965,1,0.050435844,0.081267312,WDR73_ENSG00000177082.13,0.427871854,0.427871854,0.427871854,0.337218241,0.337218241,0.337218241,-0.090653613,chr15,84643081,84643082,32,-,ENSG00000177082.13,WDR73,UTR3
PIK3CA_ENSG00000121879.6,PAS3872_ATTAAA_0.3,9.23E-06,0.153917776,PIK3CA_ENSG00000121879.6,3.821231332,1,0.050607035,0.081512241,PIK3CA_ENSG00000121879.6,0.191255978,0.191255978,0.191255978,0.106358521,0.106358521,0.106358521,-0.084897457,chr3,179240092,179240093,10,+,ENSG00000121879.6,PIK3CA,UTR3
PLPP5_ENSG00000147535.17,PAS8642_AATAAA_0.4,0.201194552,NA,PLPP5_ENSG00000147535.17,3.821437105,1,0.05060082,0.081512241,PLPP5_ENSG00000147535.17,0.117211149,0.117211149,0.117211149,0.039683994,0.039683994,0.039683994,-0.077527155,chr8,38264741,38264742,12,-,ENSG00000147535.17,PLPP5,UTR3
BPTF_ENSG00000171634.19,PAS16239_AATAAA_0.2,0.016191898,0.1547644,BPTF_ENSG00000171634.19,3.812041352,1,0.050885399,0.081945067,BPTF_ENSG00000171634.19,0.060060944,0.060060944,0.060060944,0.018784838,0.018784838,0.018784838,-0.041276106,chr17,67984375,67984376,15,+,ENSG00000171634.19,BPTF,UTR3
CARD8_ENSG00000105483.18,PAS18337_ATTAAA_0.2,4.75E-09,0.310027743,CARD8_ENSG00000105483.18,3.809343516,1,0.050967423,0.082061607,CARD8_ENSG00000105483.18,0.026379763,0.026379763,0.026379763,0.045909789,0.045909789,0.045909789,0.019530025,chr19,48203154,48203155,23,-,ENSG00000105483.18,CARD8,UTR3
FGF2_ENSG00000138685.18,PAS4898_APA_0.15,1.24E-63,0.077834027,FGF2_ENSG00000138685.18,3.802290787,1,0.051182513,0.082392309,FGF2_ENSG00000138685.18,0.040095252,0.040095252,0.040095252,0.020582445,0.020582445,0.020582445,-0.019512807,chr4,122893556,122893557,26,+,ENSG00000138685.18,FGF2,UTR3
RNF213_ENSG00000173821.20,PAS16315_AATAAA_0.3,2.69E-18,0.077904409,RNF213_ENSG00000173821.20,3.800777309,1,0.051228796,0.082451194,RNF213_ENSG00000173821.20,0.175152498,0.175152498,0.175152498,0.224262331,0.224262331,0.224262331,0.049109832,chr17,80394362,80394363,96,+,ENSG00000173821.20,RNF213,UTR3
POGZ_ENSG00000143442.23,PAS1621_AATAAA_0.2,0.182774183,NA,POGZ_ENSG00000143442.23,3.799870037,1,0.051256561,0.082480261,POGZ_ENSG00000143442.23,0.659937153,0.659937153,0.659937153,0.738539731,0.738539731,0.738539731,0.078602578,chr1,151402723,151402724,327,-,ENSG00000143442.23,POGZ,UTR3
CYBC1_ENSG00000178927.19,PAS16982_None_0.15,0.075647162,NA,CYBC1_ENSG00000178927.19,3.793999674,1,0.051436599,0.082738637,CYBC1_ENSG00000178927.19,0.070556357,0.070556357,0.070556357,0.030054489,0.030054489,0.030054489,-0.040501868,chr17,82440429,82440430,12,-,ENSG00000178927.19,CYBC1,UTR3
CYBC1_ENSG00000178927.19,PAS16983_APA_0.15,0.075647162,NA,CYBC1_ENSG00000178927.19,3.793999674,1,0.051436599,0.082738637,CYBC1_ENSG00000178927.19,0.929443643,0.929443643,0.929443643,0.969945511,0.969945511,0.969945511,0.040501868,chr17,82442643,82442644,291,-,ENSG00000178927.19,CYBC1,UTR3
RCCD1_ENSG00000166965.13,PAS14569_APA_0.05,0.075684556,NA,RCCD1_ENSG00000166965.13,3.792466508,1,0.05148373,0.08278311,RCCD1_ENSG00000166965.13,0.861636245,0.861636245,0.861636245,0.929482084,0.929482084,0.929482084,0.067845839,chr15,90962222,90962223,33,+,ENSG00000166965.13,RCCD1,UTR3
RCCD1_ENSG00000166965.13,PAS14570_AATAAA_0.35,0.075684556,NA,RCCD1_ENSG00000166965.13,3.792466508,1,0.05148373,0.08278311,RCCD1_ENSG00000166965.13,0.138363755,0.138363755,0.138363755,0.070517916,0.070517916,0.070517916,-0.067845839,chr15,90963122,90963123,18,+,ENSG00000166965.13,RCCD1,UTR3
MEAK7_ENSG00000140950.16,PAS15715_APA_0.25,0.07569306,NA,MEAK7_ENSG00000140950.16,3.791572891,1,0.051511222,0.082795983,MEAK7_ENSG00000140950.16,0.883530442,0.883530442,0.883530442,0.728039483,0.728039483,0.728039483,-0.155490958,chr16,84479640,84479641,28,-,ENSG00000140950.16,MEAK7,UTR3
MEAK7_ENSG00000140950.16,PAS15716_APA_0.25,0.07569306,NA,MEAK7_ENSG00000140950.16,3.791572891,1,0.051511222,0.082795983,MEAK7_ENSG00000140950.16,0.116469558,0.116469558,0.116469558,0.271960517,0.271960517,0.271960517,0.155490958,chr16,84489181,84489182,10,-,ENSG00000140950.16,MEAK7,UTR3
SLC38A2_ENSG00000134294.14,PAS12715_AATAAA_0.4,0.186340424,NA,SLC38A2_ENSG00000134294.14,3.788574581,1,0.051603576,0.082928743,SLC38A2_ENSG00000134294.14,0.153340075,0.153340075,0.153340075,0.114541573,0.114541573,0.114541573,-0.038798503,chr12,46358481,46358482,151,-,ENSG00000134294.14,SLC38A2,UTR3
HNRNPDL_ENSG00000152795.18,PAS5163_ATTAAA_0.15,4.31E-07,0.078759566,HNRNPDL_ENSG00000152795.18,3.782502921,1,0.051791134,0.083214418,HNRNPDL_ENSG00000152795.18,0.080448004,0.080448004,0.080448004,0.113997551,0.113997551,0.113997551,0.033549547,chr4,82425508,82425509,73,-,ENSG00000152795.18,HNRNPDL,UTR3
ANKRD13C_ENSG00000118454.13,PAS1403_AATAAA_0.4,0.076231826,NA,ANKRD13C_ENSG00000118454.13,3.778998078,1,0.051899729,0.08335738,ANKRD13C_ENSG00000118454.13,0.569328037,0.569328037,0.569328037,0.393934812,0.393934812,0.393934812,-0.175393225,chr1,70260593,70260594,22,-,ENSG00000118454.13,ANKRD13C,UTR3
ANKRD13C_ENSG00000118454.13,PAS1404_AATAAA_0.3,0.076231826,NA,ANKRD13C_ENSG00000118454.13,3.778998078,1,0.051899729,0.08335738,ANKRD13C_ENSG00000118454.13,0.430671963,0.430671963,0.430671963,0.606065188,0.606065188,0.606065188,0.175393225,chr1,70261235,70261236,20,-,ENSG00000118454.13,ANKRD13C,UTR3
SMAD2_ENSG00000175387.16,PAS17219_AATAAA_0.35,5.07E-07,0.079223891,SMAD2_ENSG00000175387.16,3.772668177,1,0.052096467,0.083657555,SMAD2_ENSG00000175387.16,0.224506044,0.224506044,0.224506044,0.149243122,0.149243122,0.149243122,-0.075262922,chr18,47841246,47841247,24,-,ENSG00000175387.16,SMAD2,UTR3
LARP4_ENSG00000161813.23,PAS12079_AATAAA_0.4,1.15E-13,0.079645628,LARP4_ENSG00000161813.23,3.763788206,1,0.052373795,0.084087004,LARP4_ENSG00000161813.23,0.117980152,0.117980152,0.117980152,0.18365533,0.18365533,0.18365533,0.065675177,chr12,50477974,50477975,56,+,ENSG00000161813.23,LARP4,UTR3
LIX1L_ENSG00000271601.4,PAS1567_ATTAAA_0.2,0.184364494,NA,LIX1L_ENSG00000271601.4,3.761808372,1,0.05243584,0.084154819,LIX1L_ENSG00000271601.4,0.896264053,0.896264053,0.896264053,0.836515105,0.836515105,0.836515105,-0.059748948,chr1,145933423,145933424,176,-,ENSG00000271601.4,LIX1L,UTR3
CALCOCO2_ENSG00000136436.15,PAS16127_AATAAA_0.15,0.004785901,0.079730616,CALCOCO2_ENSG00000136436.15,3.762004736,1,0.052429682,0.084154819,CALCOCO2_ENSG00000136436.15,0.723279652,0.723279652,0.723279652,0.63314903,0.63314903,0.63314903,-0.090130622,chr17,48863877,48863878,78,+,ENSG00000136436.15,CALCOCO2,UTR3
CTDSPL2_ENSG00000137770.14,PAS14351_AATAAA_0.3,2.08E-05,0.160520509,CTDSPL2_ENSG00000137770.14,3.750935495,1,0.052777965,0.084687905,CTDSPL2_ENSG00000137770.14,0.363660272,0.363660272,0.363660272,0.475175775,0.475175775,0.475175775,0.111515502,chr15,44526178,44526179,33,+,ENSG00000137770.14,CTDSPL2,UTR3
AK1_ENSG00000106992.19,PAS9702_AATAAA_0.4,0.077493907,NA,AK1_ENSG00000106992.19,3.750129531,1,0.052803419,0.084696764,AK1_ENSG00000106992.19,0.290387115,0.290387115,0.290387115,0.182715434,0.182715434,0.182715434,-0.107671681,chr9,127866491,127866492,34,-,ENSG00000106992.19,AK1,UTR3
AK1_ENSG00000106992.19,PAS9703_APA_0.1,0.077493907,NA,AK1_ENSG00000106992.19,3.750129531,1,0.052803419,0.084696764,AK1_ENSG00000106992.19,0.709612885,0.709612885,0.709612885,0.817284566,0.817284566,0.817284566,0.107671681,chr9,127867839,127867840,89,-,ENSG00000106992.19,AK1,UTR3
ECPAS_ENSG00000136813.15,PAS9625_AATAAA_0.3,0.077677855,NA,ECPAS_ENSG00000136813.15,3.745463616,1,0.052951036,0.084901491,ECPAS_ENSG00000136813.15,0.014731192,0.014731192,0.014731192,0.004631679,0.004631679,0.004631679,-0.010099513,chr9,111360695,111360696,15,-,ENSG00000136813.15,ECPAS,UTR3
ECPAS_ENSG00000136813.15,PAS9626_AATAAA_0.25,0.077677855,NA,ECPAS_ENSG00000136813.15,3.745463616,1,0.052951036,0.084901491,ECPAS_ENSG00000136813.15,0.985268808,0.985268808,0.985268808,0.995368321,0.995368321,0.995368321,0.010099513,chr9,111361888,111361889,834,-,ENSG00000136813.15,ECPAS,UTR3
UGCG_ENSG00000148154.10,PAS9236_APA_0.35,0.123913152,NA,UGCG_ENSG00000148154.10,3.744263994,1,0.052989059,0.08494643,UGCG_ENSG00000148154.10,0.298373566,0.298373566,0.298373566,0.349876249,0.349876249,0.349876249,0.051502682,chr9,111933066,111933067,135,+,ENSG00000148154.10,UGCG,UTR3
COX15_ENSG00000014919.13,PAS10676_ATTAAA_0.3,3.13E-10,0.161294074,COX15_ENSG00000014919.13,3.742900639,1,0.053032307,0.084999726,COX15_ENSG00000014919.13,0.033262544,0.033262544,0.033262544,0.074673797,0.074673797,0.074673797,0.041411253,chr10,99713260,99713261,12,-,ENSG00000014919.13,COX15,UTR3
SUMO3_ENSG00000184900.16,PAS19191_ATTAAA_0.05,3.69E-29,0.122435064,SUMO3_ENSG00000184900.16,3.732704881,1,0.053356922,0.08550389,SUMO3_ENSG00000184900.16,0.185414588,0.185414588,0.185414588,0.141939308,0.141939308,0.141939308,-0.04347528,chr21,44805861,44805862,46,-,ENSG00000184900.16,SUMO3,UTR3
THADA_ENSG00000115970.19,PAS2872_AATAAA_0.4,0.213527261,NA,THADA_ENSG00000115970.19,3.726134039,1,0.053567241,0.085824739,THADA_ENSG00000115970.19,0.105318597,0.105318597,0.105318597,0.197403872,0.197403872,0.197403872,0.092085275,chr2,43552076,43552077,22,-,ENSG00000115970.19,THADA,UTR3
SRP54_ENSG00000100883.13,PAS13587_APA_0.25,0.078820491,NA,SRP54_ENSG00000100883.13,3.720367276,1,0.053752546,0.08608917,SRP54_ENSG00000100883.13,0.16050909,0.16050909,0.16050909,0.285423287,0.285423287,0.285423287,0.124914197,chr14,35029190,35029191,13,+,ENSG00000100883.13,SRP54,UTR3
SRP54_ENSG00000100883.13,PAS13588_AATAAA_0.2,0.078820491,NA,SRP54_ENSG00000100883.13,3.720367276,1,0.053752546,0.08608917,SRP54_ENSG00000100883.13,0.83949091,0.83949091,0.83949091,0.714576713,0.714576713,0.714576713,-0.124914197,chr14,35029564,35029565,65,+,ENSG00000100883.13,SRP54,UTR3
ACBD6_ENSG00000230124.8,PAS1782_AATAAA_0.3,0.009841302,0.082047573,ACBD6_ENSG00000230124.8,3.714144106,1,0.053953279,0.086394379,ACBD6_ENSG00000230124.8,0.856592173,0.856592173,0.856592173,0.902583584,0.902583584,0.902583584,0.04599141,chr1,180288230,180288231,344,-,ENSG00000230124.8,ACBD6,UTR3
RASAL2_ENSG00000075391.18,PAS734_AATAAA_0.35,0.079227062,NA,RASAL2_ENSG00000075391.18,3.71107609,1,0.054052533,0.086520705,RASAL2_ENSG00000075391.18,0.326103747,0.326103747,0.326103747,0.514948297,0.514948297,0.514948297,0.18884455,chr1,178474419,178474420,26,+,ENSG00000075391.18,RASAL2,UTR3
RASAL2_ENSG00000075391.18,PAS735_AATAAA_0.3,0.079227062,NA,RASAL2_ENSG00000075391.18,3.71107609,1,0.054052533,0.086520705,RASAL2_ENSG00000075391.18,0.673896253,0.673896253,0.673896253,0.485051703,0.485051703,0.485051703,-0.18884455,chr1,178478848,178478849,37,+,ENSG00000075391.18,RASAL2,UTR3
CHST11_ENSG00000171310.11,PAS12313_APA_0.35,0.079392346,NA,CHST11_ENSG00000171310.11,3.706896266,1,0.054188065,0.086704986,CHST11_ENSG00000171310.11,0.718560756,0.718560756,0.718560756,0.847744459,0.847744459,0.847744459,0.129183703,chr12,104758095,104758096,11,+,ENSG00000171310.11,CHST11,UTR3
CHST11_ENSG00000171310.11,PAS12314_ATTAAA_0.1,0.079392346,NA,CHST11_ENSG00000171310.11,3.706896266,1,0.054188065,0.086704986,CHST11_ENSG00000171310.11,0.281439244,0.281439244,0.281439244,0.152255541,0.152255541,0.152255541,-0.129183703,chr12,104762013,104762014,14,+,ENSG00000171310.11,CHST11,UTR3
CUL4A_ENSG00000139842.15,PAS13350_ATTAAA_0.05,2.49E-04,0.082610474,CUL4A_ENSG00000139842.15,3.702732532,1,0.054323435,0.086905224,CUL4A_ENSG00000139842.15,0.326982025,0.326982025,0.326982025,0.410369897,0.410369897,0.410369897,0.083387872,chr13,113264541,113264542,69,+,ENSG00000139842.15,CUL4A,UTR3
UQCC1_ENSG00000101019.22,PAS18885_APA_0.3,0.041532354,0.165841787,UQCC1_ENSG00000101019.22,3.696474647,1,0.054527562,0.087215363,UQCC1_ENSG00000101019.22,0.139122217,0.139122217,0.139122217,0.176315032,0.176315032,0.176315032,0.037192815,chr20,35302849,35302850,10,-,ENSG00000101019.22,UQCC1,UTR3
EXOC5_ENSG00000070367.16,PAS14037_AATAAA_0.25,0.087591898,NA,EXOC5_ENSG00000070367.16,3.695959934,1,0.054544388,0.087225858,EXOC5_ENSG00000070367.16,0.024016298,0.024016298,0.024016298,0.009202655,0.009202655,0.009202655,-0.014813643,chr14,57200507,57200508,14,-,ENSG00000070367.16,EXOC5,UTR3
ING1_ENSG00000153487.13,PAS13343_AATAAA_0.2,0.017193954,0.083183743,ING1_ENSG00000153487.13,3.691195132,1,0.054700408,0.087458903,ING1_ENSG00000153487.13,0.370237692,0.370237692,0.370237692,0.231748522,0.231748522,0.231748522,-0.13848917,chr13,110720770,110720771,21,+,ENSG00000153487.13,ING1,UTR3
ENOSF1_ENSG00000132199.20,PAS17146_ATTAAA_0.3,0.202697872,NA,ENOSF1_ENSG00000132199.20,3.686730133,1,0.054847041,0.087676854,ENOSF1_ENSG00000132199.20,0.381899964,0.381899964,0.381899964,0.2675249,0.2675249,0.2675249,-0.114375065,chr18,672550,672551,40,-,ENSG00000132199.20,ENOSF1,UTR3
CCT4_ENSG00000115484.15,PAS2922_AATAAA_0.35,0.080377624,NA,CCT4_ENSG00000115484.15,3.684918541,1,0.054906654,0.087739139,CCT4_ENSG00000115484.15,0.018726465,0.018726465,0.018726465,0.009916923,0.009916923,0.009916923,-0.008809543,chr2,61868126,61868127,14,-,ENSG00000115484.15,CCT4,UTR3
CCT4_ENSG00000115484.15,PAS2923_AATAAA_0.4,0.080377624,NA,CCT4_ENSG00000115484.15,3.684918541,1,0.054906654,0.087739139,CCT4_ENSG00000115484.15,0.981273535,0.981273535,0.981273535,0.990083077,0.990083077,0.990083077,0.008809543,chr2,61868429,61868430,1575,-,ENSG00000115484.15,CCT4,UTR3
POLR3A_ENSG00000148606.15,PAS10596_APA_0.2,1.53E-05,0.167495469,POLR3A_ENSG00000148606.15,3.679926415,1,0.055071281,0.087985663,POLR3A_ENSG00000148606.15,0.096380332,0.096380332,0.096380332,0.041738593,0.041738593,0.041738593,-0.05464174,chr10,77976619,77976620,14,-,ENSG00000148606.15,POLR3A,UTR3
SARNP_ENSG00000205323.9,PAS12795_AATAAA_0.4,0.080711638,NA,SARNP_ENSG00000205323.9,3.67730408,1,0.055157968,0.088091037,SARNP_ENSG00000205323.9,0.064804494,0.064804494,0.064804494,0.092461295,0.092461295,0.092461295,0.027656801,chr12,55752581,55752582,33,-,ENSG00000205323.9,SARNP,UTR3
SARNP_ENSG00000205323.9,PAS12796_AATAAA_0.3,0.080711638,NA,SARNP_ENSG00000205323.9,3.67730408,1,0.055157968,0.088091037,SARNP_ENSG00000205323.9,0.935195506,0.935195506,0.935195506,0.907538705,0.907538705,0.907538705,-0.027656801,chr12,55757271,55757272,214,-,ENSG00000205323.9,SARNP,UTR3
PAIP2B_ENSG00000124374.9,PAS2971_AATAAA_0.15,0.081089626,NA,PAIP2B_ENSG00000124374.9,3.668816485,1,0.055439538,0.088507457,PAIP2B_ENSG00000124374.9,0.217264924,0.217264924,0.217264924,0.090490369,0.090490369,0.090490369,-0.126774555,chr2,71182738,71182739,31,-,ENSG00000124374.9,PAIP2B,UTR3
PAIP2B_ENSG00000124374.9,PAS2972_None_0.25,0.081089626,NA,PAIP2B_ENSG00000124374.9,3.668816485,1,0.055439538,0.088507457,PAIP2B_ENSG00000124374.9,0.782735076,0.782735076,0.782735076,0.909509631,0.909509631,0.909509631,0.126774555,chr2,71188307,71188308,155,-,ENSG00000124374.9,PAIP2B,UTR3
IL11_ENSG00000095752.7,PAS18432_AATAAA_0.25,0.081190652,NA,IL11_ENSG00000095752.7,3.666020659,1,0.055532621,0.088622763,IL11_ENSG00000095752.7,0.534547416,0.534547416,0.534547416,0.394335144,0.394335144,0.394335144,-0.140212271,chr19,55364385,55364386,19,-,ENSG00000095752.7,IL11,UTR3
IL11_ENSG00000095752.7,PAS18433_ATTAAA_0.2,0.081190652,NA,IL11_ENSG00000095752.7,3.666020659,1,0.055532621,0.088622763,IL11_ENSG00000095752.7,0.465452584,0.465452584,0.465452584,0.605664856,0.605664856,0.605664856,0.140212271,chr19,55365561,55365562,31,-,ENSG00000095752.7,IL11,UTR3
DNHD1_ENSG00000179532.13,PAS10862_APA_0.15,0.081190652,NA,DNHD1_ENSG00000179532.13,3.665343974,1,0.055555175,0.088625469,DNHD1_ENSG00000179532.13,0.413122887,0.413122887,0.413122887,0.570026389,0.570026389,0.570026389,0.156903502,chr11,6549034,6549035,108,+,ENSG00000179532.13,DNHD1,UTR3
DNHD1_ENSG00000179532.13,PAS10863_AATAAA_0.4,0.081190652,NA,DNHD1_ENSG00000179532.13,3.665343974,1,0.055555175,0.088625469,DNHD1_ENSG00000179532.13,0.586877113,0.586877113,0.586877113,0.429973611,0.429973611,0.429973611,-0.156903502,chr11,6572018,6572019,34,+,ENSG00000179532.13,DNHD1,UTR3
RABEP1_ENSG00000029725.17,PAS15789_AATAAA_0.05,1.59E-07,0.169313895,RABEP1_ENSG00000029725.17,3.661928396,1,0.055669166,0.088790647,RABEP1_ENSG00000029725.17,0.064081768,0.064081768,0.064081768,0.028747958,0.028747958,0.028747958,-0.03533381,chr17,5336688,5336689,15,+,ENSG00000029725.17,RABEP1,UTR3
COX20_ENSG00000203667.10,PAS996_AATAAA_0.15,0.081502406,NA,COX20_ENSG00000203667.10,3.658260069,1,0.055791868,0.088952963,COX20_ENSG00000203667.10,0.828453316,0.828453316,0.828453316,0.911662863,0.911662863,0.911662863,0.083209547,chr1,244843282,244843283,92,+,ENSG00000203667.10,COX20,UTR3
COX20_ENSG00000203667.10,PAS997_AATAAA_0.3,0.081502406,NA,COX20_ENSG00000203667.10,3.658260069,1,0.055791868,0.088952963,COX20_ENSG00000203667.10,0.171546684,0.171546684,0.171546684,0.088337137,0.088337137,0.088337137,-0.083209547,chr1,244845054,244845055,18,+,ENSG00000203667.10,COX20,UTR3
AMFR_ENSG00000159461.15,PAS15581_AATAAA_0.05,0.050107213,NA,AMFR_ENSG00000159461.15,3.654454036,1,0.05591948,0.0891397,AMFR_ENSG00000159461.15,0.523736413,0.523736413,0.523736413,0.432057188,0.432057188,0.432057188,-0.091679225,chr16,56361452,56361453,107,-,ENSG00000159461.15,AMFR,UTR3
BCCIP_ENSG00000107949.17,PAS10282_AATAAA_0.2,8.83E-11,0.170108782,BCCIP_ENSG00000107949.17,3.654125231,1,0.055930519,0.089140575,BCCIP_ENSG00000107949.17,0.265858437,0.265858437,0.265858437,0.214883908,0.214883908,0.214883908,-0.050974529,chr10,125842799,125842800,42,+,ENSG00000107949.17,BCCIP,UTR3
HAUS2_ENSG00000137814.12,PAS14331_AATAAA_0.45,0.002207018,0.085075575,HAUS2_ENSG00000137814.12,3.653710402,1,0.055944449,0.089146058,HAUS2_ENSG00000137814.12,0.090928853,0.090928853,0.090928853,0.171696027,0.171696027,0.171696027,0.080767174,chr15,42567244,42567245,16,+,ENSG00000137814.12,HAUS2,UTR3
MAP9_ENSG00000164114.19,PAS5293_AATAAA_0.35,0.05978164,NA,MAP9_ENSG00000164114.19,3.651842148,1,0.056007232,0.08922937,MAP9_ENSG00000164114.19,0.196682897,0.196682897,0.196682897,0.130715922,0.130715922,0.130715922,-0.065966974,chr4,155342661,155342662,44,-,ENSG00000164114.19,MAP9,UTR3
CDS2_ENSG00000101290.14,PAS18506_AATAAA_0.1,1.30E-06,0.170501292,CDS2_ENSG00000101290.14,3.650286329,1,0.056059573,0.089296017,CDS2_ENSG00000101290.14,0.111897352,0.111897352,0.111897352,0.050517412,0.050517412,0.050517412,-0.06137994,chr20,5192657,5192658,11,+,ENSG00000101290.14,CDS2,UTR3
UQCC1_ENSG00000101019.22,PAS18886_ATTAAA_0.05,0.041532354,0.170619865,UQCC1_ENSG00000101019.22,3.649128481,1,0.056098559,0.089341371,UQCC1_ENSG00000101019.22,0.156519662,0.156519662,0.156519662,0.195104803,0.195104803,0.195104803,0.038585141,chr20,35303459,35303460,71,-,ENSG00000101019.22,UQCC1,UTR3
ZBTB44_ENSG00000196323.14,PAS11849_ATTAAA_0.3,0.082080524,NA,ZBTB44_ENSG00000196323.14,3.645789337,1,0.056211153,0.089479269,ZBTB44_ENSG00000196323.14,0.883381631,0.883381631,0.883381631,0.741695687,0.741695687,0.741695687,-0.141685943,chr11,130226683,130226684,36,-,ENSG00000196323.14,ZBTB44,UTR3
ZBTB44_ENSG00000196323.14,PAS11850_AATAAA_0.3,0.082080524,NA,ZBTB44_ENSG00000196323.14,3.645789337,1,0.056211153,0.089479269,ZBTB44_ENSG00000196323.14,0.116618369,0.116618369,0.116618369,0.258304313,0.258304313,0.258304313,0.141685943,chr11,130230947,130230948,14,-,ENSG00000196323.14,ZBTB44,UTR3
LDLR_ENSG00000130164.14,PAS17430_AATAAA_0.15,0.043172301,0.170979291,LDLR_ENSG00000130164.14,3.645623958,1,0.056216736,0.089479269,LDLR_ENSG00000130164.14,0.078073323,0.078073323,0.078073323,0.130453068,0.130453068,0.130453068,0.052379746,chr19,11133243,11133244,30,+,ENSG00000130164.14,LDLR,UTR3
TFRC_ENSG00000072274.14,PAS4599_AATAAA_0.2,0.08209432,NA,TFRC_ENSG00000072274.14,3.644812271,1,0.056244144,0.089489372,TFRC_ENSG00000072274.14,0.973550041,0.973550041,0.973550041,0.923029074,0.923029074,0.923029074,-0.050520968,chr3,196049284,196049285,147,-,ENSG00000072274.14,TFRC,UTR3
TFRC_ENSG00000072274.14,PAS4600_APA_0.25,0.08209432,NA,TFRC_ENSG00000072274.14,3.644812271,1,0.056244144,0.089489372,TFRC_ENSG00000072274.14,0.026449959,0.026449959,0.026449959,0.076970926,0.076970926,0.076970926,0.050520968,chr3,196051636,196051637,12,-,ENSG00000072274.14,TFRC,UTR3
SQSTM1_ENSG00000161011.20,PAS5870_None_0.25,4.96E-56,0.25724803,SQSTM1_ENSG00000161011.20,3.640573455,1,0.056387509,0.089700684,SQSTM1_ENSG00000161011.20,0.035116512,0.035116512,0.035116512,0.047701968,0.047701968,0.047701968,0.012585455,chr5,179823048,179823049,408,+,ENSG00000161011.20,SQSTM1,UTR3
RAB21_ENSG00000080371.6,PAS12244_AATAAA_0.2,0.116398624,NA,RAB21_ENSG00000080371.6,3.637613414,1,0.056487853,0.089843492,RAB21_ENSG00000080371.6,0.164221993,0.164221993,0.164221993,0.097946733,0.097946733,0.097946733,-0.06627526,chr12,71790003,71790004,27,+,ENSG00000080371.6,RAB21,UTR3
TRAPPC2L_ENSG00000167515.11,PAS15355_APA_0.1,0.082646122,NA,TRAPPC2L_ENSG00000167515.11,3.632962688,1,0.056645894,0.090044296,TRAPPC2L_ENSG00000167515.11,0.842373661,0.842373661,0.842373661,0.91099484,0.91099484,0.91099484,0.068621178,chr16,88861110,88861111,137,+,ENSG00000167515.11,TRAPPC2L,UTR3
TRAPPC2L_ENSG00000167515.11,PAS15356_AATAAA_0.2,0.082646122,NA,TRAPPC2L_ENSG00000167515.11,3.632962688,1,0.056645894,0.090044296,TRAPPC2L_ENSG00000167515.11,0.157626339,0.157626339,0.157626339,0.08900516,0.08900516,0.08900516,-0.068621178,chr16,88862675,88862676,33,+,ENSG00000167515.11,TRAPPC2L,UTR3
CHMP2B_ENSG00000083937.10,PAS3635_AATAAA_0.4,7.14E-06,0.086122543,CHMP2B_ENSG00000083937.10,3.633343971,1,0.05663292,0.090044296,CHMP2B_ENSG00000083937.10,0.136161632,0.136161632,0.136161632,0.19919811,0.19919811,0.19919811,0.063036478,chr3,87254915,87254916,27,+,ENSG00000083937.10,CHMP2B,UTR3
HERC4_ENSG00000148634.16,PAS10536_ATTAAA_0.15,2.81E-07,0.172574645,HERC4_ENSG00000148634.16,3.630162498,1,0.056741276,0.090179047,HERC4_ENSG00000148634.16,0.126516535,0.126516535,0.126516535,0.085934846,0.085934846,0.085934846,-0.040581688,chr10,68070169,68070170,48,-,ENSG00000148634.16,HERC4,UTR3
