gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,gene_id.x,lr,df,pvalue,adj_pvalue,gene_id.y,ctrl_DMSO_1,ctrl_DMSO_2,ctrl_DMSO_3,ELAVL1_DMSO_1,ELAVL1_DMSO_2,ELAVL1_DMSO_3,mean_diff,chr,start,end,V5,strand,V7,V8,V9
MKRN1_ENSG00000133606.11,PAS8116_AATAAA_0.45,0.63789668,NA,MKRN1_ENSG00000133606.11,0.778141921,1,0.377710009,0.667223365,MKRN1_ENSG00000133606.11,0.817528346,0.817528346,0.817528346,0.855044337,0.855044337,0.855044337,0.037515991,chr7,140453059,140453060,95,-,ENSG00000133606.11,MKRN1,UTR3
MKRN1_ENSG00000133606.11,PAS8117_AATAAA_0.45,0.63789668,NA,MKRN1_ENSG00000133606.11,0.778141921,1,0.377710009,0.667223365,MKRN1_ENSG00000133606.11,0.182471654,0.182471654,0.182471654,0.144955663,0.144955663,0.144955663,-0.037515991,chr7,140456195,140456196,11,-,ENSG00000133606.11,MKRN1,UTR3
ANAPC16_ENSG00000166295.9,PAS10038_APA_0.2,0.735053517,NA,ANAPC16_ENSG00000166295.9,0.777151308,1,0.378013789,0.667333852,ANAPC16_ENSG00000166295.9,0.399214289,0.399214289,0.399214289,0.426426374,0.426426374,0.426426374,0.027212085,chr10,72233293,72233294,198,+,ENSG00000166295.9,ANAPC16,UTR3
ACACB_ENSG00000076555.16,PAS12336_APA_0.35,0.637937228,NA,ACACB_ENSG00000076555.16,0.777348188,1,0.377953387,0.667333852,ACACB_ENSG00000076555.16,0.129573915,0.129573915,0.129573915,0.188738641,0.188738641,0.188738641,0.059164727,chr12,109266547,109266548,15,+,ENSG00000076555.16,ACACB,UTR3
ACACB_ENSG00000076555.16,PAS12337_AATAAA_0.25,0.637937228,NA,ACACB_ENSG00000076555.16,0.777348188,1,0.377953387,0.667333852,ACACB_ENSG00000076555.16,0.870426085,0.870426085,0.870426085,0.811261359,0.811261359,0.811261359,-0.059164727,chr12,109268222,109268223,21,+,ENSG00000076555.16,ACACB,UTR3
AP3S2_ENSG00000157823.17,PAS14934_AATAAA_0.3,0.833126734,NA,AP3S2_ENSG00000157823.17,0.776095347,1,0.378337988,0.667480222,AP3S2_ENSG00000157823.17,0.212935235,0.212935235,0.212935235,0.249045469,0.249045469,0.249045469,0.036110234,chr15,89830600,89830601,107,-,ENSG00000157823.17,AP3S2,UTR3
PTPRA_ENSG00000132670.21,PAS18484_ATTAAA_0.3,0.638232485,NA,PTPRA_ENSG00000132670.21,0.776166103,1,0.378316252,0.667480222,PTPRA_ENSG00000132670.21,0.462574801,0.462574801,0.462574801,0.397133243,0.397133243,0.397133243,-0.065441558,chr20,3038357,3038358,53,+,ENSG00000132670.21,PTPRA,UTR3
PTPRA_ENSG00000132670.21,PAS18485_AATAAA_0.2,0.638232485,NA,PTPRA_ENSG00000132670.21,0.776166103,1,0.378316252,0.667480222,PTPRA_ENSG00000132670.21,0.537425199,0.537425199,0.537425199,0.602866757,0.602866757,0.602866757,0.065441558,chr20,3038667,3038668,197,+,ENSG00000132670.21,PTPRA,UTR3
ERBIN_ENSG00000112851.16,PAS5472_None_0.25,0.78737572,NA,ERBIN_ENSG00000112851.16,0.774934477,1,0.378694848,0.667967809,ERBIN_ENSG00000112851.16,0.787013202,0.787013202,0.787013202,0.812894014,0.812894014,0.812894014,0.025880812,chr5,66080508,66080509,648,+,ENSG00000112851.16,ERBIN,UTR3
KRR1_ENSG00000111615.14,PAS12886_AATAAA_0.35,0.552147476,NA,KRR1_ENSG00000111615.14,0.773635517,1,0.37909472,0.668247044,KRR1_ENSG00000111615.14,0.427326112,0.427326112,0.427326112,0.487218401,0.487218401,0.487218401,0.059892288,chr12,75495834,75495835,17,-,ENSG00000111615.14,KRR1,UTR3
HEATR5A_ENSG00000129493.15,PAS13952_AATAAA_0.25,0.638904919,NA,HEATR5A_ENSG00000129493.15,0.773647235,1,0.379091111,0.668247044,HEATR5A_ENSG00000129493.15,0.727328647,0.727328647,0.727328647,0.824796568,0.824796568,0.824796568,0.097467921,chr14,31291788,31291789,42,-,ENSG00000129493.15,HEATR5A,UTR3
HEATR5A_ENSG00000129493.15,PAS13953_ATTAAA_0.25,0.638904919,NA,HEATR5A_ENSG00000129493.15,0.773647235,1,0.379091111,0.668247044,HEATR5A_ENSG00000129493.15,0.272671353,0.272671353,0.272671353,0.175203432,0.175203432,0.175203432,-0.097467921,chr14,31400269,31400270,23,-,ENSG00000129493.15,HEATR5A,UTR3
RBBP9_ENSG00000089050.16,PAS18825_ATTAAA_0.15,0.757222312,NA,RBBP9_ENSG00000089050.16,0.773189114,1,0.379232279,0.668347565,RBBP9_ENSG00000089050.16,0.327598879,0.327598879,0.327598879,0.250491291,0.250491291,0.250491291,-0.077107587,chr20,18486856,18486857,29,-,ENSG00000089050.16,RBBP9,UTR3
PDS5B_ENSG00000083642.19,PAS13233_AATAAA_0.3,0.639207212,NA,PDS5B_ENSG00000083642.19,0.772454839,1,0.379458698,0.668462691,PDS5B_ENSG00000083642.19,0.813696665,0.813696665,0.813696665,0.890918318,0.890918318,0.890918318,0.077221654,chr13,32775900,32775901,23,+,ENSG00000083642.19,PDS5B,UTR3
PDS5B_ENSG00000083642.19,PAS13234_ATTAAA_0.25,0.639207212,NA,PDS5B_ENSG00000083642.19,0.772454839,1,0.379458698,0.668462691,PDS5B_ENSG00000083642.19,0.186303335,0.186303335,0.186303335,0.109081682,0.109081682,0.109081682,-0.077221654,chr13,32777807,32777808,11,+,ENSG00000083642.19,PDS5B,UTR3
UBTF_ENSG00000108312.16,PAS16675_AATAAA_0.2,0.639322431,NA,UBTF_ENSG00000108312.16,0.771534118,1,0.379742879,0.668678701,UBTF_ENSG00000108312.16,0.379718157,0.379718157,0.379718157,0.412435206,0.412435206,0.412435206,0.032717049,chr17,44205042,44205043,157,-,ENSG00000108312.16,UBTF,UTR3
UBTF_ENSG00000108312.16,PAS16676_None_0.05,0.639322431,NA,UBTF_ENSG00000108312.16,0.771534118,1,0.379742879,0.668678701,UBTF_ENSG00000108312.16,0.620281843,0.620281843,0.620281843,0.587564794,0.587564794,0.587564794,-0.032717049,chr17,44206593,44206594,301,-,ENSG00000108312.16,UBTF,UTR3
GCDH_ENSG00000105607.13,PAS17450_None_0.2,0.639322431,NA,GCDH_ENSG00000105607.13,0.771013787,1,0.379903612,0.668678701,GCDH_ENSG00000105607.13,0.254936258,0.254936258,0.254936258,0.331136103,0.331136103,0.331136103,0.076199846,chr19,12899693,12899694,17,+,ENSG00000105607.13,GCDH,UTR3
GCDH_ENSG00000105607.13,PAS17451_AATAAA_0.2,0.639322431,NA,GCDH_ENSG00000105607.13,0.771013787,1,0.379903612,0.668678701,GCDH_ENSG00000105607.13,0.745063742,0.745063742,0.745063742,0.668863897,0.668863897,0.668863897,-0.076199846,chr19,12899967,12899968,77,+,ENSG00000105607.13,GCDH,UTR3
TAX1BP1_ENSG00000106052.14,PAS7448_AATAAA_0.25,0.315800199,NA,TAX1BP1_ENSG00000106052.14,0.770514247,1,0.380058013,0.668745949,TAX1BP1_ENSG00000106052.14,0.214335533,0.214335533,0.214335533,0.230300968,0.230300968,0.230300968,0.015965435,chr7,27829259,27829260,179,+,ENSG00000106052.14,TAX1BP1,UTR3
DDX31_ENSG00000125485.18,PAS9747_None_0.1,0.779318549,NA,DDX31_ENSG00000125485.18,0.770368812,1,0.380102981,0.668745949,DDX31_ENSG00000125485.18,0.699252308,0.699252308,0.699252308,0.644985036,0.644985036,0.644985036,-0.054267273,chr9,132594290,132594291,40,-,ENSG00000125485.18,DDX31,UTR3
TM7SF3_ENSG00000064115.11,PAS12647_AATAAA_0.45,0.64013631,NA,TM7SF3_ENSG00000064115.11,0.765766566,1,0.381529894,0.669438734,TM7SF3_ENSG00000064115.11,0.241200564,0.241200564,0.241200564,0.26285621,0.26285621,0.26285621,0.021655646,chr12,26971578,26971579,17,-,ENSG00000064115.11,TM7SF3,UTR3
TM7SF3_ENSG00000064115.11,PAS12648_ATTAAA_0.2,0.64013631,NA,TM7SF3_ENSG00000064115.11,0.765766566,1,0.381529894,0.669438734,TM7SF3_ENSG00000064115.11,0.758799436,0.758799436,0.758799436,0.73714379,0.73714379,0.73714379,-0.021655646,chr12,26973648,26973649,186,-,ENSG00000064115.11,TM7SF3,UTR3
BAIAP2_ENSG00000175866.16,PAS16326_AATAAA_0.2,0.64013631,NA,BAIAP2_ENSG00000175866.16,0.766865087,1,0.381188613,0.669438734,BAIAP2_ENSG00000175866.16,0.094721241,0.094721241,0.094721241,0.076885177,0.076885177,0.076885177,-0.017836064,chr17,81110511,81110512,19,+,ENSG00000175866.16,BAIAP2,UTR3
BAIAP2_ENSG00000175866.16,PAS16327_AATAAA_0.15,0.64013631,NA,BAIAP2_ENSG00000175866.16,0.766865087,1,0.381188613,0.669438734,BAIAP2_ENSG00000175866.16,0.905278759,0.905278759,0.905278759,0.923114823,0.923114823,0.923114823,0.017836064,chr17,81116223,81116224,545,+,ENSG00000175866.16,BAIAP2,UTR3
NARS1_ENSG00000134440.12,PAS17241_AATAAA_0.1,0.815298697,NA,NARS1_ENSG00000134440.12,0.766698263,1,0.381240413,0.669438734,NARS1_ENSG00000134440.12,0.708330026,0.708330026,0.708330026,0.687701474,0.687701474,0.687701474,-0.020628552,chr18,57600655,57600656,320,-,ENSG00000134440.12,NARS1,UTR3
ICAM1_ENSG00000090339.9,PAS17411_None_0.15,0.690038147,NA,ICAM1_ENSG00000090339.9,0.765620378,1,0.381575343,0.669438734,ICAM1_ENSG00000090339.9,0.218043691,0.218043691,0.218043691,0.243682921,0.243682921,0.243682921,0.025639229,chr19,10286383,10286384,82,+,ENSG00000090339.9,ICAM1,UTR3
TPM4_ENSG00000167460.17,PAS17475_APA_0.3,0.64013631,NA,TPM4_ENSG00000167460.17,0.766463302,1,0.381313387,0.669438734,TPM4_ENSG00000167460.17,0.042519373,0.042519373,0.042519373,0.052329485,0.052329485,0.052329485,0.009810112,chr19,16101495,16101496,30,+,ENSG00000167460.17,TPM4,UTR3
TPM4_ENSG00000167460.17,PAS17476_AATAAA_0.35,0.64013631,NA,TPM4_ENSG00000167460.17,0.766463302,1,0.381313387,0.669438734,TPM4_ENSG00000167460.17,0.957480627,0.957480627,0.957480627,0.947670515,0.947670515,0.947670515,-0.009810112,chr19,16102993,16102994,21,+,ENSG00000167460.17,TPM4,UTR3
UQCR11_ENSG00000127540.12,PAS17927_AATAAA_0.45,0.64013631,NA,UQCR11_ENSG00000127540.12,0.765197933,1,0.381706722,0.669438734,UQCR11_ENSG00000127540.12,0.097071898,0.097071898,0.097071898,0.083483687,0.083483687,0.083483687,-0.013588212,chr19,1597172,1597173,10,-,ENSG00000127540.12,UQCR11,UTR3
UQCR11_ENSG00000127540.12,PAS17928_ATTAAA_0.1,0.64013631,NA,UQCR11_ENSG00000127540.12,0.765197933,1,0.381706722,0.669438734,UQCR11_ENSG00000127540.12,0.902928102,0.902928102,0.902928102,0.916516313,0.916516313,0.916516313,0.013588212,chr19,1598048,1598049,511,-,ENSG00000127540.12,UQCR11,UTR3
PEX13_ENSG00000162928.9,PAS2204_ATTAAA_0.1,0.754674969,NA,PEX13_ENSG00000162928.9,0.765225078,1,0.381698278,0.669438734,PEX13_ENSG00000162928.9,0.25869832,0.25869832,0.25869832,0.181179914,0.181179914,0.181179914,-0.077518406,chr2,61048922,61048924,11,+,ENSG00000162928.9,PEX13,UTR3
QTRT2_ENSG00000151576.10,PAS3691_AATAAA_0.3,0.64013631,NA,QTRT2_ENSG00000151576.10,0.765846573,1,0.381505023,0.669438734,QTRT2_ENSG00000151576.10,0.096045557,0.096045557,0.096045557,0.058882041,0.058882041,0.058882041,-0.037163516,chr3,114086044,114086045,10,+,ENSG00000151576.10,QTRT2,UTR3
QTRT2_ENSG00000151576.10,PAS3692_AATAAA_0.3,0.64013631,NA,QTRT2_ENSG00000151576.10,0.765846573,1,0.381505023,0.669438734,QTRT2_ENSG00000151576.10,0.903954443,0.903954443,0.903954443,0.941117959,0.941117959,0.941117959,0.037163516,chr3,114088343,114088344,49,+,ENSG00000151576.10,QTRT2,UTR3
SLC25A37_ENSG00000147454.14,PAS8206_AATAAA_0.1,0.570228077,NA,SLC25A37_ENSG00000147454.14,0.768512793,1,0.380677525,0.669438734,SLC25A37_ENSG00000147454.14,0.402041778,0.402041778,0.402041778,0.451920597,0.451920597,0.451920597,0.049878819,chr8,23575460,23575461,164,+,ENSG00000147454.14,SLC25A37,UTR3
VCPIP1_ENSG00000175073.8,PAS8711_ATTAAA_0.4,0.594036774,NA,VCPIP1_ENSG00000175073.8,0.765530979,1,0.38160314,0.669438734,VCPIP1_ENSG00000175073.8,0.080937092,0.080937092,0.080937092,0.111544583,0.111544583,0.111544583,0.030607491,chr8,66634397,66634398,22,-,ENSG00000175073.8,VCPIP1,UTR3
VPS35_ENSG00000069329.18,PAS15564_AATAAA_0.15,0.441713255,NA,VPS35_ENSG00000069329.18,0.763110782,1,0.382356761,0.670437093,VPS35_ENSG00000069329.18,0.209098815,0.209098815,0.209098815,0.237429714,0.237429714,0.237429714,0.028330899,chr16,46659678,46659679,131,-,ENSG00000069329.18,VPS35,UTR3
NR2C2_ENSG00000177463.16,PAS3431_ATTAAA_0.35,0.643351746,NA,NR2C2_ENSG00000177463.16,0.758259721,1,0.383873688,0.672812616,NR2C2_ENSG00000177463.16,0.132234028,0.132234028,0.132234028,0.173445079,0.173445079,0.173445079,0.041211051,chr3,15043342,15043343,18,+,ENSG00000177463.16,NR2C2,UTR3
NR2C2_ENSG00000177463.16,PAS3432_ATTAAA_0.2,0.643351746,NA,NR2C2_ENSG00000177463.16,0.758259721,1,0.383873688,0.672812616,NR2C2_ENSG00000177463.16,0.867765972,0.867765972,0.867765972,0.826554921,0.826554921,0.826554921,-0.041211051,chr3,15049270,15049271,103,+,ENSG00000177463.16,NR2C2,UTR3
TRIM38_ENSG00000112343.11,PAS6418_AATAAA_0.1,0.794892468,NA,TRIM38_ENSG00000112343.11,0.757973017,1,0.383963607,0.67282812,TRIM38_ENSG00000112343.11,0.275744239,0.275744239,0.275744239,0.337715566,0.337715566,0.337715566,0.061971328,chr6,25988866,25988867,31,+,ENSG00000112343.11,TRIM38,UTR3
PARVA_ENSG00000197702.14,PAS10899_APA_0.3,0.00629047,1,PARVA_ENSG00000197702.14,0.756410924,1,0.384454054,0.673236303,PARVA_ENSG00000197702.14,0.207800865,0.207800865,0.207800865,0.23201542,0.23201542,0.23201542,0.024214554,chr11,12530417,12530418,11,+,ENSG00000197702.14,PARVA,UTR3
CPSF6_ENSG00000111605.18,PAS12230_AATAAA_0.1,0.765324946,NA,CPSF6_ENSG00000111605.18,0.756197803,1,0.384521036,0.673236303,CPSF6_ENSG00000111605.18,0.199217889,0.199217889,0.199217889,0.171972968,0.171972968,0.171972968,-0.02724492,chr12,69274356,69274357,48,+,ENSG00000111605.18,CPSF6,UTR3
BLTP3B_ENSG00000111647.13,PAS12957_AATAAA_0.4,0.643374941,NA,BLTP3B_ENSG00000111647.13,0.756596674,1,0.384395688,0.673236303,BLTP3B_ENSG00000111647.13,0.733353213,0.733353213,0.733353213,0.625663373,0.625663373,0.625663373,-0.10768984,chr12,100037075,100037076,10,-,ENSG00000111647.13,BLTP3B,UTR3
BLTP3B_ENSG00000111647.13,PAS12958_AATAAA_0.25,0.643374941,NA,BLTP3B_ENSG00000111647.13,0.756596674,1,0.384395688,0.673236303,BLTP3B_ENSG00000111647.13,0.266646787,0.266646787,0.266646787,0.374336627,0.374336627,0.374336627,0.10768984,chr12,100037509,100037510,18,-,ENSG00000111647.13,BLTP3B,UTR3
ZMAT2_ENSG00000146007.11,PAS5721_AATAAA_0.25,0.686715037,NA,ZMAT2_ENSG00000146007.11,0.75518472,1,0.384839666,0.673652054,ZMAT2_ENSG00000146007.11,0.196141916,0.196141916,0.196141916,0.168503229,0.168503229,0.168503229,-0.027638688,chr5,140706045,140706046,54,+,ENSG00000146007.11,ZMAT2,UTR3
COX19_ENSG00000240230.6,PAS7748_AATAAA_0.35,0.649954167,NA,COX19_ENSG00000240230.6,0.754633378,1,0.385013229,0.673813747,COX19_ENSG00000240230.6,0.036897595,0.036897595,0.036897595,0.051628255,0.051628255,0.051628255,0.014730661,chr7,966941,966942,17,-,ENSG00000240230.6,COX19,UTR3
RBM41_ENSG00000089682.17,PAS20052_AATAAA_0.4,0.644373511,NA,RBM41_ENSG00000089682.17,0.754097453,1,0.385182046,0.673824999,RBM41_ENSG00000089682.17,0.389386829,0.389386829,0.389386829,0.479296693,0.479296693,0.479296693,0.089909864,chrX,107061889,107061890,10,-,ENSG00000089682.17,RBM41,UTR3
RBM41_ENSG00000089682.17,PAS20053_AATAAA_0.35,0.644373511,NA,RBM41_ENSG00000089682.17,0.754097453,1,0.385182046,0.673824999,RBM41_ENSG00000089682.17,0.610613171,0.610613171,0.610613171,0.520703307,0.520703307,0.520703307,-0.089909864,chrX,107067141,107067142,31,-,ENSG00000089682.17,RBM41,UTR3
TRNT1_ENSG00000072756.18,PAS3369_AATAAA_0.35,0.616914037,NA,TRNT1_ENSG00000072756.18,0.753493162,1,0.385372524,0.674016138,TRNT1_ENSG00000072756.18,0.16590875,0.16590875,0.16590875,0.219381576,0.219381576,0.219381576,0.053472826,chr3,3148613,3148614,11,+,ENSG00000072756.18,TRNT1,UTR3
TMEM25_ENSG00000149582.16,PAS11307_AATAAA_0.2,0.644956982,NA,TMEM25_ENSG00000149582.16,0.752128094,1,0.385803299,0.674388826,TMEM25_ENSG00000149582.16,0.236275356,0.236275356,0.236275356,0.291062735,0.291062735,0.291062735,0.054787379,chr11,118535827,118535828,30,+,ENSG00000149582.16,TMEM25,UTR3
TMEM25_ENSG00000149582.16,PAS11308_APA_0.25,0.644956982,NA,TMEM25_ENSG00000149582.16,0.752128094,1,0.385803299,0.674388826,TMEM25_ENSG00000149582.16,0.763724644,0.763724644,0.763724644,0.708937265,0.708937265,0.708937265,-0.054787379,chr11,118546597,118546598,27,+,ENSG00000149582.16,TMEM25,UTR3
KCTD1_ENSG00000134504.14,PAS17185_AATAAA_0.35,0.644956982,NA,KCTD1_ENSG00000134504.14,0.751788231,1,0.385910656,0.674388826,KCTD1_ENSG00000134504.14,0.584018169,0.584018169,0.584018169,0.689258402,0.689258402,0.689258402,0.105240233,chr18,26454975,26454976,11,-,ENSG00000134504.14,KCTD1,UTR3
KCTD1_ENSG00000134504.14,PAS17186_AATAAA_0.4,0.644956982,NA,KCTD1_ENSG00000134504.14,0.751788231,1,0.385910656,0.674388826,KCTD1_ENSG00000134504.14,0.415981831,0.415981831,0.415981831,0.310741598,0.310741598,0.310741598,-0.105240233,chr18,26455609,26455610,13,-,ENSG00000134504.14,KCTD1,UTR3
PHB1_ENSG00000167085.14,PAS16735_AATAAA_0.1,0.645095092,NA,PHB1_ENSG00000167085.14,0.750925876,1,0.386183251,0.674581099,PHB1_ENSG00000167085.14,0.145383537,0.145383537,0.145383537,0.129531599,0.129531599,0.129531599,-0.015851938,chr17,49404052,49404053,277,-,ENSG00000167085.14,PHB1,UTR3
PHB1_ENSG00000167085.14,PAS16736_AATAAA_0.45,0.645095092,NA,PHB1_ENSG00000167085.14,0.750925876,1,0.386183251,0.674581099,PHB1_ENSG00000167085.14,0.854616463,0.854616463,0.854616463,0.870468401,0.870468401,0.870468401,0.015851938,chr17,49404836,49404837,364,-,ENSG00000167085.14,PHB1,UTR3
HMGB3_ENSG00000029993.15,PAS19869_AATAAA_0.35,0.754381657,NA,HMGB3_ENSG00000029993.15,0.74934173,1,0.386684723,0.675314923,HMGB3_ENSG00000029993.15,0.230165361,0.230165361,0.230165361,0.306419685,0.306419685,0.306419685,0.076254324,chrX,150988764,150988765,31,+,ENSG00000029993.15,HMGB3,UTR3
MBOAT2_ENSG00000143797.12,PAS2748_ATTAAA_0.05,0.645701166,NA,MBOAT2_ENSG00000143797.12,0.748280776,1,0.387021094,0.675618018,MBOAT2_ENSG00000143797.12,0.213567971,0.213567971,0.213567971,0.171168736,0.171168736,0.171168736,-0.042399235,chr2,8852690,8852691,20,-,ENSG00000143797.12,MBOAT2,UTR3
MBOAT2_ENSG00000143797.12,PAS2749_AATAAA_0.3,0.645701166,NA,MBOAT2_ENSG00000143797.12,0.748280776,1,0.387021094,0.675618018,MBOAT2_ENSG00000143797.12,0.786432029,0.786432029,0.786432029,0.828831264,0.828831264,0.828831264,0.042399235,chr2,8858121,8858122,82,-,ENSG00000143797.12,MBOAT2,UTR3
EIF2S3_ENSG00000130741.11,PAS19657_APA_0.05,3.15E-09,1,EIF2S3_ENSG00000130741.11,0.747877877,1,0.38714894,0.675699065,EIF2S3_ENSG00000130741.11,0.100810095,0.100810095,0.100810095,0.11681531,0.11681531,0.11681531,0.016005215,chrX,24077068,24077069,11,+,ENSG00000130741.11,EIF2S3,UTR3
ACER3_ENSG00000078124.13,PAS11208_APA_0.25,0.760982728,NA,ACER3_ENSG00000078124.13,0.746829208,1,0.387481983,0.675889102,ACER3_ENSG00000078124.13,0.247272137,0.247272137,0.247272137,0.357137773,0.357137773,0.357137773,0.109865636,chr11,77020572,77020573,11,+,ENSG00000078124.13,ACER3,UTR3
EIF4G3_ENSG00000075151.24,PAS1136_AATAAA_0.35,0.815298697,NA,EIF4G3_ENSG00000075151.24,0.746765746,1,0.387502151,0.675889102,EIF4G3_ENSG00000075151.24,0.520845877,0.520845877,0.520845877,0.564146245,0.564146245,0.564146245,0.043300369,chr1,20806477,20806478,22,-,ENSG00000075151.24,EIF4G3,UTR3
ZNF251_ENSG00000198169.9,PAS9017_AATAAA_0.15,0.309615441,NA,ZNF251_ENSG00000198169.9,0.74690323,1,0.387458461,0.675889102,ZNF251_ENSG00000198169.9,0.6647155,0.6647155,0.6647155,0.622049672,0.622049672,0.622049672,-0.042665827,chr8,144720909,144720910,31,-,ENSG00000198169.9,ZNF251,UTR3
CEP57_ENSG00000166037.11,PAS11250_ATTAAA_0.15,0.375171308,NA,CEP57_ENSG00000166037.11,0.7450477,1,0.388048702,0.676700184,CEP57_ENSG00000166037.11,0.101625258,0.101625258,0.101625258,0.082428762,0.082428762,0.082428762,-0.019196496,chr11,95831727,95831728,29,+,ENSG00000166037.11,CEP57,UTR3
CZIB_ENSG00000162384.14,PAS1340_ATTAAA_0.35,0.646999245,NA,CZIB_ENSG00000162384.14,0.743964424,1,0.388393884,0.676875439,CZIB_ENSG00000162384.14,0.734615115,0.734615115,0.734615115,0.775139349,0.775139349,0.775139349,0.040524235,chr1,53214159,53214160,159,-,ENSG00000162384.14,CZIB,UTR3
CZIB_ENSG00000162384.14,PAS1341_AATAAA_0.3,0.646999245,NA,CZIB_ENSG00000162384.14,0.743964424,1,0.388393884,0.676875439,CZIB_ENSG00000162384.14,0.265384885,0.265384885,0.265384885,0.224860651,0.224860651,0.224860651,-0.040524235,chr1,53214473,53214474,62,-,ENSG00000162384.14,CZIB,UTR3
SQSTM1_ENSG00000161011.20,PAS5871_APA_0.3,4.18E-55,1,SQSTM1_ENSG00000161011.20,0.744339461,1,0.38827433,0.676875439,SQSTM1_ENSG00000161011.20,0.01936007,0.01936007,0.01936007,0.023401852,0.023401852,0.023401852,0.004041782,chr5,179823310,179823311,20,+,ENSG00000161011.20,SQSTM1,UTR3
DLG3_ENSG00000082458.12,PAS19741_None_0.05,0.69872238,NA,DLG3_ENSG00000082458.12,0.742980145,1,0.388707901,0.677112754,DLG3_ENSG00000082458.12,0.277883978,0.277883978,0.277883978,0.309666823,0.309666823,0.309666823,0.031782845,chrX,70502414,70502415,75,+,ENSG00000082458.12,DLG3,UTR3
TNPO1_ENSG00000083312.19,PAS5506_AATAAA_0.15,6.92E-08,1,TNPO1_ENSG00000083312.19,0.742770518,1,0.388774825,0.677112754,TNPO1_ENSG00000083312.19,0.166502568,0.166502568,0.166502568,0.190315644,0.190315644,0.190315644,0.023813076,chr5,72910328,72910329,57,+,ENSG00000083312.19,TNPO1,UTR3
H2AZ2_ENSG00000105968.19,PAS7931_APA_0,0.6293835,NA,H2AZ2_ENSG00000105968.19,0.742961526,1,0.388713844,0.677112754,H2AZ2_ENSG00000105968.19,0.038865357,0.038865357,0.038865357,0.04971844,0.04971844,0.04971844,0.010853083,chr7,44831977,44831978,73,-,ENSG00000105968.19,H2AZ2,UTR3
RFX7_ENSG00000181827.16,PAS14744_ATTAAA_0.35,0.647866844,NA,RFX7_ENSG00000181827.16,0.741508866,1,0.389177963,0.677466784,RFX7_ENSG00000181827.16,0.63824306,0.63824306,0.63824306,0.532703812,0.532703812,0.532703812,-0.105539248,chr15,56090540,56090541,13,-,ENSG00000181827.16,RFX7,UTR3
RFX7_ENSG00000181827.16,PAS14745_AATAAA_0.35,0.647866844,NA,RFX7_ENSG00000181827.16,0.741508866,1,0.389177963,0.677466784,RFX7_ENSG00000181827.16,0.36175694,0.36175694,0.36175694,0.467296188,0.467296188,0.467296188,0.105539248,chr15,56092549,56092550,18,-,ENSG00000181827.16,RFX7,UTR3
RALGPS2_ENSG00000116191.19,PAS736_APA_0.25,0.594952703,NA,RALGPS2_ENSG00000116191.19,0.741368054,1,0.389222994,0.677466784,RALGPS2_ENSG00000116191.19,0.160164189,0.160164189,0.160164189,0.120047744,0.120047744,0.120047744,-0.040116445,chr1,178916708,178916709,12,+,ENSG00000116191.19,RALGPS2,UTR3
ZBTB40_ENSG00000184677.18,PAS134_AATAAA_0.3,0.688194733,NA,ZBTB40_ENSG00000184677.18,0.740595237,1,0.389470269,0.677660546,ZBTB40_ENSG00000184677.18,0.604334205,0.604334205,0.604334205,0.567264285,0.567264285,0.567264285,-0.03706992,chr1,22530691,22530692,29,+,ENSG00000184677.18,ZBTB40,UTR3
UBE2B_ENSG00000119048.9,PAS5660_APA_0.3,0.734573279,NA,UBE2B_ENSG00000119048.9,0.740509779,1,0.389497627,0.677660546,UBE2B_ENSG00000119048.9,0.515623478,0.515623478,0.515623478,0.539575687,0.539575687,0.539575687,0.02395221,chr5,134390776,134390777,407,+,ENSG00000119048.9,UBE2B,UTR3
PEX19_ENSG00000162735.19,PAS1713_AATAAA_0.1,0.775758794,NA,PEX19_ENSG00000162735.19,0.739567085,1,0.389799591,0.678043766,PEX19_ENSG00000162735.19,0.456950637,0.456950637,0.456950637,0.418357165,0.418357165,0.418357165,-0.038593472,chr1,160278481,160278482,127,-,ENSG00000162735.19,PEX19,UTR3
CAPZB_ENSG00000077549.19,PAS1124_APA_0.1,0.828875398,NA,CAPZB_ENSG00000077549.19,0.738900076,1,0.390013451,0.678273602,CAPZB_ENSG00000077549.19,0.122238653,0.122238653,0.122238653,0.142594152,0.142594152,0.142594152,0.020355499,chr1,19339103,19339104,131,-,ENSG00000077549.19,CAPZB,UTR3
ERGIC2_ENSG00000087502.19,PAS12657_ATTAAA_0.3,0.551603025,NA,ERGIC2_ENSG00000087502.19,0.736347094,1,0.390833553,0.678861085,ERGIC2_ENSG00000087502.19,0.026201669,0.026201669,0.026201669,0.020305673,0.020305673,0.020305673,-0.005895995,chr12,29340126,29340127,10,-,ENSG00000087502.19,ERGIC2,UTR3
ADAMTSL5_ENSG00000185761.11,PAS17923_None_0.2,0.64958964,NA,ADAMTSL5_ENSG00000185761.11,0.735656328,1,0.391055874,0.678861085,ADAMTSL5_ENSG00000185761.11,0.45420278,0.45420278,0.45420278,0.559495224,0.559495224,0.559495224,0.105292444,chr19,1505023,1505024,16,-,ENSG00000185761.11,ADAMTSL5,UTR3
