gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,gene_id.x,lr,df,pvalue,adj_pvalue,gene_id.y,ctrl_DMSO_1,ctrl_DMSO_2,ctrl_DMSO_3,ctrl_SDMAi_ADMAi_1,ctrl_SDMAi_ADMAi_2,ctrl_SDMAi_ADMAi_3,mean_diff,chr,start,end,V5,strand,V7,V8,V9
RAB14_ENSG00000119396.12,PAS9665_AATAAA_0.3,0.56613806,NA,RAB14_ENSG00000119396.12,0.885785899,1,0.34662185,0.600663688,RAB14_ENSG00000119396.12,0.125845863,0.125845863,0.125845863,0.09362587,0.09362587,0.09362587,-0.032219993,chr9,121180646,121180647,18,-,ENSG00000119396.12,RAB14,UTR3
WSB2_ENSG00000176871.9,PAS13053_None_0.15,0.082720225,NA,WSB2_ENSG00000176871.9,0.884098159,1,0.347081678,0.601037381,WSB2_ENSG00000176871.9,0.014041613,0.014041613,0.014041613,0.008549667,0.008549667,0.008549667,-0.005491946,chr12,118035700,118035701,11,-,ENSG00000176871.9,WSB2,UTR3
EPS15L1_ENSG00000127527.14,PAS18115_AATAAA_0.2,0.566652599,NA,EPS15L1_ENSG00000127527.14,0.883422326,1,0.347266042,0.601037381,EPS15L1_ENSG00000127527.14,0.731282545,0.731282545,0.731282545,0.646518249,0.646518249,0.646518249,-0.084764296,chr19,16361578,16361579,16,-,ENSG00000127527.14,EPS15L1,UTR3
EPS15L1_ENSG00000127527.14,PAS18116_APA_0.05,0.566652599,NA,EPS15L1_ENSG00000127527.14,0.883422326,1,0.347266042,0.601037381,EPS15L1_ENSG00000127527.14,0.268717455,0.268717455,0.268717455,0.353481751,0.353481751,0.353481751,0.084764296,chr19,16400633,16400634,10,-,ENSG00000127527.14,EPS15L1,UTR3
OGT_ENSG00000147162.15,PAS19755_APA_0.2,0.032004614,1,OGT_ENSG00000147162.15,0.883869754,1,0.347143971,0.601037381,OGT_ENSG00000147162.15,0.033472558,0.033472558,0.033472558,0.046700353,0.046700353,0.046700353,0.013227795,chrX,71574652,71574653,32,+,ENSG00000147162.15,OGT,UTR3
TIMM17A_ENSG00000134375.11,PAS815_AATAAA_0.3,0.566551217,NA,TIMM17A_ENSG00000134375.11,0.884253354,1,0.34703936,0.601037381,TIMM17A_ENSG00000134375.11,0.387680689,0.387680689,0.387680689,0.351507886,0.351507886,0.351507886,-0.036172803,chr1,201969934,201969935,147,+,ENSG00000134375.11,TIMM17A,UTR3
TIMM17A_ENSG00000134375.11,PAS816_AATAAA_0.25,0.566551217,NA,TIMM17A_ENSG00000134375.11,0.884253354,1,0.34703936,0.601037381,TIMM17A_ENSG00000134375.11,0.612319311,0.612319311,0.612319311,0.648492114,0.648492114,0.648492114,0.036172803,chr1,201970349,201970350,240,+,ENSG00000134375.11,TIMM17A,UTR3
VCAN_ENSG00000038427.16,PAS5556_AATAAA_0.3,0.566679668,NA,VCAN_ENSG00000038427.16,0.882758646,1,0.34744722,0.601103692,VCAN_ENSG00000038427.16,0.792167511,0.792167511,0.792167511,0.83406784,0.83406784,0.83406784,0.041900328,chr5,83581444,83581445,12,+,ENSG00000038427.16,VCAN,UTR3
VCAN_ENSG00000038427.16,PAS5557_APA_0.2,0.566679668,NA,VCAN_ENSG00000038427.16,0.882758646,1,0.34744722,0.601103692,VCAN_ENSG00000038427.16,0.207832489,0.207832489,0.207832489,0.16593216,0.16593216,0.16593216,-0.041900328,chr5,83582295,83582296,21,+,ENSG00000038427.16,VCAN,UTR3
MIA3_ENSG00000154305.18,PAS906_AATAAA_0.25,0.71203884,NA,MIA3_ENSG00000154305.18,0.881218978,1,0.347868028,0.601708008,MIA3_ENSG00000154305.18,0.404668491,0.404668491,0.404668491,0.354885012,0.354885012,0.354885012,-0.049783479,chr1,222665820,222665821,33,+,ENSG00000154305.18,MIA3,UTR3
MCL1_ENSG00000143384.14,PAS1591_AATAAA_0.3,1.96E-06,1,MCL1_ENSG00000143384.14,0.878551955,1,0.348598594,0.602480284,MCL1_ENSG00000143384.14,0.013139336,0.013139336,0.013139336,0.017865024,0.017865024,0.017865024,0.004725688,chr1,150577196,150577197,53,-,ENSG00000143384.14,MCL1,UTR3
SPINT2_ENSG00000167642.13,PAS17631_APA_0.25,0.56825645,NA,SPINT2_ENSG00000167642.13,0.878021734,1,0.348744083,0.602480284,SPINT2_ENSG00000167642.13,0.085427855,0.085427855,0.085427855,0.065436929,0.065436929,0.065436929,-0.019990926,chr19,38292083,38292084,56,+,ENSG00000167642.13,SPINT2,UTR3
SPINT2_ENSG00000167642.13,PAS17632_AATAAA_0.25,0.56825645,NA,SPINT2_ENSG00000167642.13,0.878021734,1,0.348744083,0.602480284,SPINT2_ENSG00000167642.13,0.914572145,0.914572145,0.914572145,0.934563071,0.934563071,0.934563071,0.019990926,chr19,38292447,38292448,807,+,ENSG00000167642.13,SPINT2,UTR3
ENSG00000271793_ENSG00000271793.2,PAS7137_AATAAA_0.35,0.568133426,NA,ENSG00000271793_ENSG00000271793.2,0.878898418,1,0.348503571,0.602480284,ENSG00000271793_ENSG00000271793.2,0.059553018,0.059553018,0.059553018,0.080512738,0.080512738,0.080512738,0.020959719,chr6,85505499,85505500,14,-,ENSG00000271793.2,ENSG00000271793,UTR3
ENSG00000271793_ENSG00000271793.2,PAS7138_AATAAA_0.2,0.568133426,NA,ENSG00000271793_ENSG00000271793.2,0.878898418,1,0.348503571,0.602480284,ENSG00000271793_ENSG00000271793.2,0.940446982,0.940446982,0.940446982,0.919487262,0.919487262,0.919487262,-0.020959719,chr6,85505798,85505799,55,-,ENSG00000271793.2,ENSG00000271793,UTR3
CAAP1_ENSG00000120159.13,PAS9456_AATAAA_0.3,0.766715665,NA,CAAP1_ENSG00000120159.13,0.878150626,1,0.348708709,0.602480284,CAAP1_ENSG00000120159.13,0.314756279,0.314756279,0.314756279,0.254827707,0.254827707,0.254827707,-0.059928573,chr9,26840947,26840948,28,-,ENSG00000120159.13,CAAP1,UTR3
MCM6_ENSG00000076003.5,PAS3136_AATAAA_0.45,0.56831085,NA,MCM6_ENSG00000076003.5,0.876584389,1,0.349138897,0.602809619,MCM6_ENSG00000076003.5,0.067665235,0.067665235,0.067665235,0.04364175,0.04364175,0.04364175,-0.024023485,chr2,135839627,135839628,11,-,ENSG00000076003.5,MCM6,UTR3
MCM6_ENSG00000076003.5,PAS3137_AATAAA_0.2,0.56831085,NA,MCM6_ENSG00000076003.5,0.876584389,1,0.349138897,0.602809619,MCM6_ENSG00000076003.5,0.932334765,0.932334765,0.932334765,0.95635825,0.95635825,0.95635825,0.024023485,chr2,135840444,135840445,130,-,ENSG00000076003.5,MCM6,UTR3
MEF2C_ENSG00000081189.17,PAS6061_APA_0.15,0.56831085,NA,MEF2C_ENSG00000081189.17,0.876284825,1,0.349221259,0.602809619,MEF2C_ENSG00000081189.17,0.591579229,0.591579229,0.591579229,0.691793722,0.691793722,0.691793722,0.100214492,chr5,88718241,88718242,12,-,ENSG00000081189.17,MEF2C,UTR3
MEF2C_ENSG00000081189.17,PAS6062_AATAAA_0.3,0.56831085,NA,MEF2C_ENSG00000081189.17,0.876284825,1,0.349221259,0.602809619,MEF2C_ENSG00000081189.17,0.408420771,0.408420771,0.408420771,0.308206278,0.308206278,0.308206278,-0.100214492,chr5,88720827,88720828,10,-,ENSG00000081189.17,MEF2C,UTR3
DEF8_ENSG00000140995.17,PAS15375_ATTAAA_0.15,0.568391729,NA,DEF8_ENSG00000140995.17,0.875317295,1,0.34948745,0.602898092,DEF8_ENSG00000140995.17,0.61386958,0.61386958,0.61386958,0.662968494,0.662968494,0.662968494,0.049098914,chr16,89959364,89959365,96,+,ENSG00000140995.17,DEF8,UTR3
DEF8_ENSG00000140995.17,PAS15376_ATTAAA_0.05,0.568391729,NA,DEF8_ENSG00000140995.17,0.875317295,1,0.34948745,0.602898092,DEF8_ENSG00000140995.17,0.38613042,0.38613042,0.38613042,0.337031506,0.337031506,0.337031506,-0.049098914,chr16,89968058,89968059,122,+,ENSG00000140995.17,DEF8,UTR3
TAPBP_ENSG00000231925.14,PAS6997_APA_0.3,0.80789718,NA,TAPBP_ENSG00000231925.14,0.875682253,1,0.349387009,0.602898092,TAPBP_ENSG00000231925.14,0.039295328,0.039295328,0.039295328,0.051475164,0.051475164,0.051475164,0.012179836,chr6,33300990,33300991,22,-,ENSG00000231925.14,TAPBP,UTR3
ZDHHC5_ENSG00000156599.11,PAS11025_APA_0.25,0.570226611,NA,ZDHHC5_ENSG00000156599.11,0.86972972,1,0.351030144,0.604833548,ZDHHC5_ENSG00000156599.11,0.153090178,0.153090178,0.153090178,0.191084098,0.191084098,0.191084098,0.03799392,chr11,57700352,57700353,10,+,ENSG00000156599.11,ZDHHC5,UTR3
ZDHHC5_ENSG00000156599.11,PAS11026_AATAAA_0.2,0.570226611,NA,ZDHHC5_ENSG00000156599.11,0.86972972,1,0.351030144,0.604833548,ZDHHC5_ENSG00000156599.11,0.846909822,0.846909822,0.846909822,0.808915902,0.808915902,0.808915902,-0.03799392,chr11,57701179,57701180,47,+,ENSG00000156599.11,ZDHHC5,UTR3
PBXIP1_ENSG00000163346.17,PAS1657_AATAAA_0.25,0.570226611,NA,PBXIP1_ENSG00000163346.17,0.869913631,1,0.35097922,0.604833548,PBXIP1_ENSG00000163346.17,0.844520238,0.844520238,0.844520238,0.876242051,0.876242051,0.876242051,0.031721813,chr1,154944084,154944085,283,-,ENSG00000163346.17,PBXIP1,UTR3
PBXIP1_ENSG00000163346.17,PAS1658_AATAAA_0.15,0.570226611,NA,PBXIP1_ENSG00000163346.17,0.869913631,1,0.35097922,0.604833548,PBXIP1_ENSG00000163346.17,0.155479762,0.155479762,0.155479762,0.123757949,0.123757949,0.123757949,-0.031721813,chr1,154944441,154944442,10,-,ENSG00000163346.17,PBXIP1,UTR3
WDR3_ENSG00000065183.16,PAS548_APA_0.3,0.207946934,NA,WDR3_ENSG00000065183.16,0.869517151,1,0.351089016,0.604833548,WDR3_ENSG00000065183.16,0.226101651,0.226101651,0.226101651,0.184193488,0.184193488,0.184193488,-0.041908164,chr1,117960422,117960423,18,+,ENSG00000065183.16,WDR3,UTR3
HACD4_ENSG00000188921.14,PAS9451_AATAAA_0.4,0.570226611,NA,HACD4_ENSG00000188921.14,0.86943229,1,0.351112523,0.604833548,HACD4_ENSG00000188921.14,0.221941019,0.221941019,0.221941019,0.27884987,0.27884987,0.27884987,0.05690885,chr9,21003625,21003626,15,-,ENSG00000188921.14,HACD4,UTR3
HACD4_ENSG00000188921.14,PAS9452_AATAAA_0.4,0.570226611,NA,HACD4_ENSG00000188921.14,0.86943229,1,0.351112523,0.604833548,HACD4_ENSG00000188921.14,0.778058981,0.778058981,0.778058981,0.72115013,0.72115013,0.72115013,-0.05690885,chr9,21006954,21006955,102,-,ENSG00000188921.14,HACD4,UTR3
CCNY_ENSG00000108100.18,PAS9948_ATTAAA_0.1,0.005032097,1,CCNY_ENSG00000108100.18,0.867279,1,0.3517097,0.605738257,CCNY_ENSG00000108100.18,0.39517126,0.39517126,0.39517126,0.423010463,0.423010463,0.423010463,0.027839203,chr10,35570345,35570346,18,+,ENSG00000108100.18,CCNY,UTR3
SLC25A46_ENSG00000164209.17,PAS5596_ATTAAA_0.15,0.766715665,NA,SLC25A46_ENSG00000164209.17,0.866309075,1,0.351979143,0.606078267,SLC25A46_ENSG00000164209.17,0.309919223,0.309919223,0.309919223,0.268888272,0.268888272,0.268888272,-0.04103095,chr5,110762781,110762782,80,+,ENSG00000164209.17,SLC25A46,UTR3
RDX_ENSG00000137710.17,PAS11790_AATAAA_0.2,0.004656173,1,RDX_ENSG00000137710.17,0.86537226,1,0.352239657,0.6063906,RDX_ENSG00000137710.17,0.83059252,0.83059252,0.83059252,0.795248902,0.795248902,0.795248902,-0.035343618,chr11,110229442,110229443,22,-,ENSG00000137710.17,RDX,UTR3
DNAJC22_ENSG00000178401.16,PAS12063_AATAAA_0.3,0.571760204,NA,DNAJC22_ENSG00000178401.16,0.864879784,1,0.352376712,0.6063906,DNAJC22_ENSG00000178401.16,0.726481558,0.726481558,0.726481558,0.650473992,0.650473992,0.650473992,-0.076007566,chr12,49353678,49353679,16,+,ENSG00000178401.16,DNAJC22,UTR3
DNAJC22_ENSG00000178401.16,PAS12064_AATAAA_0.15,0.571760204,NA,DNAJC22_ENSG00000178401.16,0.864879784,1,0.352376712,0.6063906,DNAJC22_ENSG00000178401.16,0.273518442,0.273518442,0.273518442,0.349526008,0.349526008,0.349526008,0.076007566,chr12,49354137,49354138,16,+,ENSG00000178401.16,DNAJC22,UTR3
IER3IP1_ENSG00000134049.6,PAS17216_AATAAA_0.2,0.572625241,NA,IER3IP1_ENSG00000134049.6,0.86232667,1,0.353088408,0.607269519,IER3IP1_ENSG00000134049.6,0.556713458,0.556713458,0.556713458,0.519959545,0.519959545,0.519959545,-0.036753913,chr18,47155043,47155044,163,-,ENSG00000134049.6,IER3IP1,UTR3
IER3IP1_ENSG00000134049.6,PAS17217_AATAAA_0.15,0.572625241,NA,IER3IP1_ENSG00000134049.6,0.86232667,1,0.353088408,0.607269519,IER3IP1_ENSG00000134049.6,0.443286542,0.443286542,0.443286542,0.480040455,0.480040455,0.480040455,0.036753913,chr18,47156030,47156031,287,-,ENSG00000134049.6,IER3IP1,UTR3
TRIM23_ENSG00000113595.15,PAS6005_APA_0.2,0.791562145,NA,TRIM23_ENSG00000113595.15,0.862270985,1,0.353103952,0.607269519,TRIM23_ENSG00000113595.15,0.312553223,0.312553223,0.312553223,0.405586922,0.405586922,0.405586922,0.0930337,chr5,65589968,65589969,14,-,ENSG00000113595.15,TRIM23,UTR3
SMARCD1_ENSG00000066117.15,PAS12074_APA_0.15,0.572682892,NA,SMARCD1_ENSG00000066117.15,0.861603729,1,0.353290288,0.607341732,SMARCD1_ENSG00000066117.15,0.019397108,0.019397108,0.019397108,0.031669591,0.031669591,0.031669591,0.012272483,chr12,50099150,50099151,10,+,ENSG00000066117.15,SMARCD1,UTR3
SMARCD1_ENSG00000066117.15,PAS12075_AATAAA_0.2,0.572682892,NA,SMARCD1_ENSG00000066117.15,0.861603729,1,0.353290288,0.607341732,SMARCD1_ENSG00000066117.15,0.980602892,0.980602892,0.980602892,0.968330409,0.968330409,0.968330409,-0.012272483,chr12,50100639,50100640,106,+,ENSG00000066117.15,SMARCD1,UTR3
MPHOSPH9_ENSG00000051825.15,PAS13130_APA_0.35,5.73E-07,1,MPHOSPH9_ENSG00000051825.15,0.859064396,1,0.354000646,0.607817882,MPHOSPH9_ENSG00000051825.15,0.123951096,0.123951096,0.123951096,0.101165786,0.101165786,0.101165786,-0.02278531,chr12,123154457,123154458,15,-,ENSG00000051825.15,MPHOSPH9,UTR3
GDE1_ENSG00000006007.12,PAS15500_AATAAA_0.35,0.80139811,NA,GDE1_ENSG00000006007.12,0.85911496,1,0.353986482,0.607817882,GDE1_ENSG00000006007.12,0.168220337,0.168220337,0.168220337,0.212093323,0.212093323,0.212093323,0.043872986,chr16,19502993,19502994,17,-,ENSG00000006007.12,GDE1,UTR3
DVL3_ENSG00000161202.20,PAS3906_AATAAA_0.15,0.573333063,NA,DVL3_ENSG00000161202.20,0.859574105,1,0.353857903,0.607817882,DVL3_ENSG00000161202.20,0.343288367,0.343288367,0.343288367,0.306859656,0.306859656,0.306859656,-0.036428712,chr3,184170874,184170875,154,+,ENSG00000161202.20,DVL3,UTR3
DVL3_ENSG00000161202.20,PAS3907_AATAAA_0.3,0.573333063,NA,DVL3_ENSG00000161202.20,0.859574105,1,0.353857903,0.607817882,DVL3_ENSG00000161202.20,0.656711633,0.656711633,0.656711633,0.693140344,0.693140344,0.693140344,0.036428712,chr3,184173609,184173610,87,+,ENSG00000161202.20,DVL3,UTR3
TENT2_ENSG00000164329.14,PAS5541_AATAAA_0.15,0.716181835,NA,TENT2_ENSG00000164329.14,0.860151732,1,0.353696234,0.607817882,TENT2_ENSG00000164329.14,0.536346696,0.536346696,0.536346696,0.475566455,0.475566455,0.475566455,-0.060780241,chr5,79686639,79686640,37,+,ENSG00000164329.14,TENT2,UTR3
OSTF1_ENSG00000134996.12,PAS9130_APA_0.25,0.630866468,NA,OSTF1_ENSG00000134996.12,0.859487479,1,0.353882157,0.607817882,OSTF1_ENSG00000134996.12,0.097775139,0.097775139,0.097775139,0.062373334,0.062373334,0.062373334,-0.035401805,chr9,75146844,75146845,14,+,ENSG00000134996.12,OSTF1,UTR3
NCOR1_ENSG00000141027.23,PAS16481_APA_0.25,0.750115875,NA,NCOR1_ENSG00000141027.23,0.858312843,1,0.354211262,0.60805544,NCOR1_ENSG00000141027.23,0.111814202,0.111814202,0.111814202,0.142731414,0.142731414,0.142731414,0.030917212,chr17,16149455,16149456,16,-,ENSG00000141027.23,NCOR1,UTR3
KPNA3_ENSG00000102753.10,PAS13449_APA_0.35,0.575347812,NA,KPNA3_ENSG00000102753.10,0.853708773,1,0.355505257,0.609946359,KPNA3_ENSG00000102753.10,0.347559408,0.347559408,0.347559408,0.316330295,0.316330295,0.316330295,-0.031229113,chr13,49699307,49699308,14,-,ENSG00000102753.10,KPNA3,UTR3
KPNA3_ENSG00000102753.10,PAS13450_AATAAA_0.35,0.575347812,NA,KPNA3_ENSG00000102753.10,0.853708773,1,0.355505257,0.609946359,KPNA3_ENSG00000102753.10,0.652440592,0.652440592,0.652440592,0.683669705,0.683669705,0.683669705,0.031229113,chr13,49701198,49701199,10,-,ENSG00000102753.10,KPNA3,UTR3
ZNF428_ENSG00000131116.12,PAS18282_APA_0.3,0.575347812,NA,ZNF428_ENSG00000131116.12,0.853362947,1,0.355602714,0.609946359,ZNF428_ENSG00000131116.12,0.01774731,0.01774731,0.01774731,0.027119962,0.027119962,0.027119962,0.009372652,chr19,43607224,43607225,11,-,ENSG00000131116.12,ZNF428,UTR3
ZNF428_ENSG00000131116.12,PAS18283_AATAAA_0.1,0.575347812,NA,ZNF428_ENSG00000131116.12,0.853362947,1,0.355602714,0.609946359,ZNF428_ENSG00000131116.12,0.98225269,0.98225269,0.98225269,0.972880038,0.972880038,0.972880038,-0.009372652,chr19,43607457,43607458,549,-,ENSG00000131116.12,ZNF428,UTR3
YAF2_ENSG00000015153.15,PAS12691_AATAAA_0.15,0.805617844,NA,YAF2_ENSG00000015153.15,0.852576149,1,0.355824578,0.609975498,YAF2_ENSG00000015153.15,0.189591492,0.189591492,0.189591492,0.134728475,0.134728475,0.134728475,-0.054863017,chr12,42159442,42159443,18,-,ENSG00000015153.15,YAF2,UTR3
ZSCAN2_ENSG00000176371.14,PAS14533_AATAAA_0.1,0.760895769,NA,ZSCAN2_ENSG00000176371.14,0.852531542,1,0.355837162,0.609975498,ZSCAN2_ENSG00000176371.14,0.644772607,0.644772607,0.644772607,0.553809936,0.553809936,0.553809936,-0.090962671,chr15,84623715,84623716,31,+,ENSG00000176371.14,ZSCAN2,UTR3
WDR26_ENSG00000162923.18,PAS1910_ATTAAA_0.2,0.909074975,NA,WDR26_ENSG00000162923.18,0.852951397,1,0.35571874,0.609975498,WDR26_ENSG00000162923.18,0.127322747,0.127322747,0.127322747,0.107108669,0.107108669,0.107108669,-0.020214078,chr1,224385391,224385392,22,-,ENSG00000162923.18,WDR26,UTR3
ABI1_ENSG00000136754.18,PAS10431_AATAAA_0.35,0.401591955,NA,ABI1_ENSG00000136754.18,0.851290643,1,0.356187477,0.610327351,ABI1_ENSG00000136754.18,0.234778183,0.234778183,0.234778183,0.206733062,0.206733062,0.206733062,-0.028045121,chr10,26746894,26746895,76,-,ENSG00000136754.18,ABI1,UTR3
TRIM44_ENSG00000166326.7,PAS10980_AATAAA_0.35,0.022362189,1,TRIM44_ENSG00000166326.7,0.851466068,1,0.356137925,0.610327351,TRIM44_ENSG00000166326.7,0.060818324,0.060818324,0.060818324,0.051578548,0.051578548,0.051578548,-0.009239776,chr11,35806842,35806843,22,+,ENSG00000166326.7,TRIM44,UTR3
CLEC2D_ENSG00000069493.15,PAS11918_AATAAA_0.25,0.576005381,NA,CLEC2D_ENSG00000069493.15,0.849945003,1,0.356567897,0.610374588,CLEC2D_ENSG00000069493.15,0.568567908,0.568567908,0.568567908,0.65764073,0.65764073,0.65764073,0.089072822,chr12,9695127,9695128,19,+,ENSG00000069493.15,CLEC2D,UTR3
CLEC2D_ENSG00000069493.15,PAS11919_APA_0.3,0.576005381,NA,CLEC2D_ENSG00000069493.15,0.849945003,1,0.356567897,0.610374588,CLEC2D_ENSG00000069493.15,0.431432092,0.431432092,0.431432092,0.34235927,0.34235927,0.34235927,-0.089072822,chr12,9696373,9696374,11,+,ENSG00000069493.15,CLEC2D,UTR3
MPPE1_ENSG00000154889.17,PAS17159_AATAAA_0.35,0.576005381,NA,MPPE1_ENSG00000154889.17,0.848373339,1,0.35701292,0.610374588,MPPE1_ENSG00000154889.17,0.231845451,0.231845451,0.231845451,0.17148709,0.17148709,0.17148709,-0.060358361,chr18,11883478,11883479,10,-,ENSG00000154889.17,MPPE1,UTR3
MPPE1_ENSG00000154889.17,PAS17160_AATAAA_0.2,0.576005381,NA,MPPE1_ENSG00000154889.17,0.848373339,1,0.35701292,0.610374588,MPPE1_ENSG00000154889.17,0.768154549,0.768154549,0.768154549,0.82851291,0.82851291,0.82851291,0.060358361,chr18,11884052,11884053,35,-,ENSG00000154889.17,MPPE1,UTR3
HNRNPM_ENSG00000099783.12,PAS17395_APA_0.35,0.576005381,NA,HNRNPM_ENSG00000099783.12,0.849102667,1,0.356806313,0.610374588,HNRNPM_ENSG00000099783.12,0.152380271,0.152380271,0.152380271,0.179658414,0.179658414,0.179658414,0.027278143,chr19,8463679,8463680,20,+,ENSG00000099783.12,HNRNPM,UTR3
HNRNPM_ENSG00000099783.12,PAS17396_AATAAA_0.2,0.576005381,NA,HNRNPM_ENSG00000099783.12,0.849102667,1,0.356806313,0.610374588,HNRNPM_ENSG00000099783.12,0.847619729,0.847619729,0.847619729,0.820341586,0.820341586,0.820341586,-0.027278143,chr19,8489109,8489110,818,+,ENSG00000099783.12,HNRNPM,UTR3
MFSD1_ENSG00000118855.21,PAS3831_APA_0.15,0.576005381,NA,MFSD1_ENSG00000118855.21,0.848401662,1,0.357004893,0.610374588,MFSD1_ENSG00000118855.21,0.235147739,0.235147739,0.235147739,0.183659005,0.183659005,0.183659005,-0.051488734,chr3,158829128,158829129,19,+,ENSG00000118855.21,MFSD1,UTR3
MFSD1_ENSG00000118855.21,PAS3832_ATTAAA_0.15,0.576005381,NA,MFSD1_ENSG00000118855.21,0.848401662,1,0.357004893,0.610374588,MFSD1_ENSG00000118855.21,0.764852261,0.764852261,0.764852261,0.816340995,0.816340995,0.816340995,0.051488734,chr3,158829714,158829715,68,+,ENSG00000118855.21,MFSD1,UTR3
CCN1_ENSG00000142871.18,PAS416_AATAAA_0.3,0.576005381,NA,CCN1_ENSG00000142871.18,0.849076251,1,0.356813793,0.610374588,CCN1_ENSG00000142871.18,0.97860143,0.97860143,0.97860143,0.971970841,0.971970841,0.971970841,-0.006630589,chr1,85583702,85583703,3331,+,ENSG00000142871.18,CCN1,UTR3
CCN1_ENSG00000142871.18,PAS417_AATAAA_0.45,0.576005381,NA,CCN1_ENSG00000142871.18,0.849076251,1,0.356813793,0.610374588,CCN1_ENSG00000142871.18,0.02139857,0.02139857,0.02139857,0.028029159,0.028029159,0.028029159,0.006630589,chr1,85583946,85583947,87,+,ENSG00000142871.18,CCN1,UTR3
PRPF38B_ENSG00000134186.12,PAS484_ATTAAA_0.25,0.667291336,NA,PRPF38B_ENSG00000134186.12,0.849023546,1,0.356828719,0.610374588,PRPF38B_ENSG00000134186.12,0.086859909,0.086859909,0.086859909,0.067180957,0.067180957,0.067180957,-0.019678952,chr1,108700823,108700824,21,+,ENSG00000134186.12,PRPF38B,UTR3
LUC7L3_ENSG00000108848.16,PAS16155_ATTAAA_0.3,0.05363688,NA,LUC7L3_ENSG00000108848.16,0.847342996,1,0.357305079,0.610749999,LUC7L3_ENSG00000108848.16,0.669438509,0.669438509,0.669438509,0.65360837,0.65360837,0.65360837,-0.015830139,chr17,50744808,50744809,236,+,ENSG00000108848.16,LUC7L3,UTR3
FOSL2_ENSG00000075426.12,PAS2098_ATTAAA_0.2,0.845545559,NA,FOSL2_ENSG00000075426.12,0.84661725,1,0.357511066,0.61097799,FOSL2_ENSG00000075426.12,0.367467091,0.367467091,0.367467091,0.42805645,0.42805645,0.42805645,0.060589359,chr2,28412969,28412970,111,+,ENSG00000075426.12,FOSL2,UTR3
VEGFA_ENSG00000112715.26,PAS6606_ATTAAA_0.35,0.811151831,NA,VEGFA_ENSG00000112715.26,0.84464451,1,0.358071808,0.611812034,VEGFA_ENSG00000112715.26,0.096516805,0.096516805,0.096516805,0.07162731,0.07162731,0.07162731,-0.024889496,chr6,43785835,43785836,30,+,ENSG00000112715.26,VEGFA,UTR3
ANXA11_ENSG00000122359.18,PAS10603_None_0.15,0.049517989,1,ANXA11_ENSG00000122359.18,0.842926387,1,0.358561162,0.612094718,ANXA11_ENSG00000122359.18,0.030395734,0.030395734,0.030395734,0.038143172,0.038143172,0.038143172,0.007747437,chr10,80155123,80155124,12,-,ENSG00000122359.18,ANXA11,UTR3
UROS_ENSG00000188690.15,PAS10791_AATAAA_0.15,0.578296514,NA,UROS_ENSG00000188690.15,0.842786846,1,0.358600946,0.612094718,UROS_ENSG00000188690.15,0.991024229,0.991024229,0.991024229,0.983605681,0.983605681,0.983605681,-0.007418549,chr10,125788585,125788586,287,-,ENSG00000188690.15,UROS,UTR3
UROS_ENSG00000188690.15,PAS10792_ATTAAA_0.25,0.578296514,NA,UROS_ENSG00000188690.15,0.842786846,1,0.358600946,0.612094718,UROS_ENSG00000188690.15,0.008975771,0.008975771,0.008975771,0.016394319,0.016394319,0.016394319,0.007418549,chr10,125791521,125791522,11,-,ENSG00000188690.15,UROS,UTR3
C11orf58_ENSG00000110696.10,PAS10914_APA_0.3,0.487113559,NA,C11orf58_ENSG00000110696.10,0.843304651,1,0.358453346,0.612094718,C11orf58_ENSG00000110696.10,0.044745834,0.044745834,0.044745834,0.060050393,0.060050393,0.060050393,0.015304559,chr11,16757139,16757140,15,+,ENSG00000110696.10,C11orf58,UTR3
TOM1L1_ENSG00000141198.16,PAS16166_AATAAA_0.25,0.755150635,NA,TOM1L1_ENSG00000141198.16,0.842872965,1,0.358576392,0.612094718,TOM1L1_ENSG00000141198.16,0.688601608,0.688601608,0.688601608,0.735025822,0.735025822,0.735025822,0.046424214,chr17,54961953,54961954,143,+,ENSG00000141198.16,TOM1L1,UTR3
BIRC5_ENSG00000089685.15,PAS16303_None_0.15,3.07E-06,1,BIRC5_ENSG00000089685.15,0.842255234,1,0.358752568,0.612229337,BIRC5_ENSG00000089685.15,0.067413727,0.067413727,0.067413727,0.052033833,0.052033833,0.052033833,-0.015379894,chr17,78223697,78223698,13,+,ENSG00000089685.15,BIRC5,UTR3
ENSG00000289694_ENSG00000289694.1,PAS130_AATAAA_0.3,0.672774299,NA,ENSG00000289694_ENSG00000289694.1,0.840709168,1,0.359194027,0.612858422,ENSG00000289694_ENSG00000289694.1,0.312334533,0.312334533,0.312334533,0.283907801,0.283907801,0.283907801,-0.028426731,chr1,22092735,22092736,39,+,ENSG00000289694.1,ENSG00000289694,UTR3
UBE3C_ENSG00000009335.18,PAS7734_ATTAAA_0.2,0.320791187,NA,UBE3C_ENSG00000009335.18,0.838089631,1,0.359943709,0.614013038,UBE3C_ENSG00000009335.18,0.090486989,0.090486989,0.090486989,0.124046321,0.124046321,0.124046321,0.033559333,chr7,157268579,157268580,29,+,ENSG00000009335.18,UBE3C,UTR3
