chr,start,end,strand,total_count,avg_change_in_usage,all_above_threshold,below_padj_threshold_count,max_abs_change_in_usage,max_change_in_usage,avg_abs_change_in_usage,avg_basemean,avg_ctrl_usage,cell_lines,gene_name,feature_id,pA_type
chr21,36748615,36748616,+,4,-0.253371798,TRUE,3,0.28500393311300976,-0.285003933,0.25337179817802463,68.61474170270705,0.47738420303198553,"GP2D, HCT116_p53minus, LU99, PANC0403",SIM2,PAS50229_APA_0.3,proximal pA
chr15,75369380,75369381,-,10,0.18772932326834438,TRUE,6,0.28492924740328973,0.28492924740328973,0.18772932326834438,219.2594881169801,0.28093930603125444,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",SIN3A,PAS39769_ATTAAA_0.15,distal pA
chr15,75370931,75370932,-,10,-0.187729323,TRUE,6,0.28492924740328973,-0.284929247,0.1877293232683444,219.2594881169801,0.7190606939687456,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",SIN3A,PAS39770_AATAAA_0.4,proximal pA
chr20,46060149,46060150,+,3,0.17314742184935122,TRUE,3,0.23829480071205933,0.23829480071205933,0.17314742184935122,78.96168141810547,0.12363305972745905,"LU99, MCF7, U2OS",SLC12A5,PAS49156_AATAAA_0.15,distal pA
chr20,46023587,46023588,+,3,-0.173147422,TRUE,3,0.2382948007120592,-0.238294801,0.17314742184935122,78.96168141810547,0.8763669402725409,"LU99, MCF7, U2OS",SLC12A5,PAS49155_AATAAA_0.1,proximal pA
chr1,169463931,169463932,-,3,-0.215037367,TRUE,2,0.3213091693005131,-0.321309169,0.215037367,47.63294056,0.8339694773187216,"HCT116_p53minus, MCF7, SKMEL2",SLC19A2,PAS4409_AATAAA_0.2,distal pA
chr1,169464930,169464931,-,3,0.2150373673889281,TRUE,2,0.32130916930051323,0.32130916930051323,0.2150373673889281,47.63294056,0.16603052268127833,"HCT116_p53minus, MCF7, SKMEL2",SLC19A2,PAS4410_AATAAA_0.3,proximal pA
chr7,5307195,5307196,+,7,0.24780129430485195,TRUE,6,0.33476912239790557,0.33476912239790557,0.24780129430485195,92.89835667816749,0.17690593433849905,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, U2OS",SLC29A4,PAS20003_AATAAA_0.2,distal pA
chr7,5304058,5304059,+,7,-0.247801294,TRUE,6,0.3347691223979056,-0.334769122,0.24780129430485198,92.89835667816749,0.823094066,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, U2OS",SLC29A4,PAS20002_ATTAAA_0.25,proximal pA
chr19,2732526,2732527,-,10,-0.372579267,TRUE,10,0.6328409423193327,-0.632840942,0.372579267,99.41268384521435,0.8448432043347484,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",SLC39A3,PAS47511_None_0.2,distal pA
chr19,2734526,2734527,-,10,0.372579267,TRUE,10,0.632840942,0.632840942,0.372579267,99.41268384521435,0.1551567956652517,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",SLC39A3,PAS47512_AATAAA_0.2,proximal pA
chrX,116461455,116461456,+,2,0.1989299225581131,TRUE,2,0.27286198535217454,0.27286198535217454,0.1989299225581131,140.76852524159256,0.5014099208499937,"MCF7, PANC0403",SLC6A14,PAS52287_ATTAAA_0.25,distal pA
chrX,116459122,116459123,+,2,-0.198929923,TRUE,2,0.2728619853521745,-0.272861985,0.19892992255811315,140.76852524159256,0.4985900791500063,"MCF7, PANC0403",SLC6A14,PAS52286_APA_0.2,proximal pA
chr6,87341755,87341756,+,4,0.2558036880277703,TRUE,1,0.49215294751533045,0.49215294751533045,0.2558036880277703,90.08701369,0.2397499091675753,"HCT116_p53minus, LU99, SKMEL2, U2OS",SMIM8,PAS18100_AATAAA_0.3,distal pA
chr6,87340578,87340579,+,4,-0.2396329,TRUE,1,0.4921529475153305,-0.492152948,0.23963290040466978,90.08701369,0.6950987221518279,"HCT116_p53minus, LU99, SKMEL2, U2OS",SMIM8,PAS18099_AATAAA_0.3,proximal pA
chr14,70032365,70032366,+,3,0.30299944590362843,TRUE,3,0.378583441,0.378583441,0.30299944590362843,313.7366660822205,0.3598357529458641,"H838, SUM149PT, U2OS",SMOC1,PAS36874_AATAAA_0,distal pA
chr14,70030638,70030639,+,3,-0.302999446,TRUE,3,0.378583441,-0.378583441,0.30299944590362843,313.7366660822205,0.6401642470541359,"H838, SUM149PT, U2OS",SMOC1,PAS36873_APA_0.1,proximal pA
chr2,232878693,232878694,+,5,0.31657499884195306,TRUE,4,0.4323158854847001,0.4323158854847001,0.31657499884195306,60.794151431693365,0.47215103373620393,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99",SNORC,PAS7123_AATAAA_0.25,distal pA
chr2,232876399,232876400,+,5,-0.316574999,TRUE,4,0.4323158854847001,-0.432315885,0.3165749988419531,60.794151431693365,0.5278489662637961,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99",SNORC,PAS7122_AATAAA_0.15,proximal pA
chr10,95311773,95311774,-,3,0.2705929664384833,TRUE,3,0.3249956545281501,0.3249956545281501,0.2705929664384833,46.03281576739393,0.5383064041258299,"GP2D, PANC0403, SKMEL2",SORBS1,PAS28927_AATAAA_0.15,distal pA
chr10,95312621,95312622,-,3,-0.270592966,TRUE,3,0.32499565452815005,-0.324995655,0.27059296643848324,46.03281576739393,0.4616935958741702,"GP2D, PANC0403, SKMEL2",SORBS1,PAS28928_AATAAA_0.15,proximal pA
chr14,50117129,50117130,-,3,0.14619128002681028,TRUE,2,0.15634072734618698,0.15634072734618698,0.14619128002681028,217.7799378175596,0.7583773958612615,"MCF7, SUM149PT, U2OS",SOS2,PAS37547_AATAAA_0.35,distal pA
chr14,50156066,50156067,-,3,-0.14619128,TRUE,2,0.15634072734618698,-0.156340727,0.14619128002681034,217.7799378175596,0.24162260413873848,"MCF7, SUM149PT, U2OS",SOS2,PAS37548_AATAAA_0.35,proximal pA
chr5,151661449,151661450,-,4,0.12376298171172671,TRUE,4,0.15788785828556293,0.15788785828556293,0.12376298171172671,2376.1314367193477,0.076094573,"H838, LU99, SKMEL2, U2OS",SPARC,PAS16982_AATAAA_0.2,distal pA
chr5,151662442,151662443,-,4,-0.114056675,TRUE,4,0.14752631390023796,-0.147526314,0.11405667512201431,2376.1314367193477,0.8803487607055478,"H838, LU99, SKMEL2, U2OS",SPARC,PAS16983_AATAAA_0.2,proximal pA
chr20,49903393,49903394,-,10,0.27950492884803047,TRUE,7,0.4923165034425705,0.4923165034425705,0.27950492884803047,64.38846781,0.31370357713901126,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",SPATA2,PAS49910_AATAAA_0.25,distal pA
chr20,49904828,49904829,-,10,-0.279504929,TRUE,7,0.4923165034425706,-0.492316503,0.2795049288480304,64.38846781,0.6862964228609887,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",SPATA2,PAS49911_AATAAA_0.1,proximal pA
chrX,56975119,56975120,-,2,0.5035860219903683,TRUE,2,0.514163317,0.514163317,0.5035860219903683,30.117584236090728,0.21357052342821603,"H838, SUM149PT",SPIN3,PAS52755_AATAAA_0.2,distal pA
chrX,56990831,56990832,-,5,-0.359107896,TRUE,3,0.5308389131024513,-0.530838913,0.35910789564375234,30.117584236090728,0.6690123878935492,"H838, HCT116_p53minus, MCF7, SKMEL2, SUM149PT",SPIN3,PAS52757_ATTAAA_0.2,proximal pA
chr14,69771669,69771670,+,10,-0.227622071,TRUE,10,0.32902035298394194,-0.329020353,0.22762207134324558,773.4885907858809,0.665209183,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",SRSF5,PAS36870_ATTAAA_0.1,distal pA
chr14,69771208,69771209,+,10,0.22621867246105068,TRUE,10,0.3371758907786791,0.3371758907786791,0.22621867246105068,773.4885907858809,0.3155409759464245,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",SRSF5,PAS36869_None_0.25,proximal pA
chr12,108782699,108782700,-,10,-0.281897554,TRUE,9,0.4149459596972292,-0.41494596,0.28189755366685393,234.74403816087462,0.8598590639070608,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",SSH1,PAS34841_AATAAA_0.3,distal pA
chr12,108791925,108791926,-,10,0.28189755366685393,TRUE,9,0.41494595969722914,0.41494595969722914,0.28189755366685393,234.74403816087462,0.1401409360929392,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",SSH1,PAS34843_ATTAAA_0.25,proximal pA
chr1,84643915,84643916,-,4,0.14357021157832364,TRUE,3,0.21042139953123795,0.21042139953123795,0.14357021157832364,159.62346297812897,0.1260991452753814,"H838, HCT116_p53minus, HCT116_p53plus, SKMEL2",SSX2IP,PAS3612_ATTAAA_0.4,distal pA
chr1,84647340,84647341,-,3,-0.165439341,TRUE,2,0.2053773000766404,-0.2053773,0.16543934061407403,159.62346297812897,0.2822054842266076,"GP2D, SUM149PT, U2OS",SSX2IP,PAS3617_APA_0.3,proximal pA
chr2,190969150,190969151,-,10,-0.295433581,TRUE,9,0.4496516106322352,-0.449651611,0.2954335806008053,245.5723365887221,0.6197528811967705,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",STAT1,PAS8691_ATTAAA_0.2,distal pA
chr2,190975539,190975540,-,10,0.2954335806008053,TRUE,9,0.44965161063223535,0.44965161063223535,0.2954335806008053,245.5723365887221,0.3802471188032295,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",STAT1,PAS8692_AATAAA_0.35,proximal pA
chr5,172042079,172042080,-,10,0.15848555190124713,TRUE,7,0.28181372038882235,0.28181372038882235,0.15848555190124713,194.90906270909912,0.099064291,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",STK10,PAS17087_AATAAA_0.1,distal pA
chr5,172043618,172043619,-,10,-0.158485552,TRUE,7,0.28181372038882235,-0.28181372,0.15848555190124716,194.90906270909912,0.9009357091277319,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",STK10,PAS17088_AATAAA_0.25,proximal pA
chrX,16762518,16762519,+,3,0.10173888978115184,TRUE,2,0.11584090702631895,0.11584090702631895,0.10173888978115184,403.4346460561909,0.10650666457457224,"H838, PANC0403, SKMEL2",SYAP1,PAS51787_APA_0.35,distal pA
chrX,16760431,16760432,+,10,-0.164417754,TRUE,8,0.29403733650752856,-0.294037337,0.16441775385081517,403.4346460561909,0.6039323860592154,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",SYAP1,PAS51783_ATTAAA_0.45,proximal pA
chr16,77214193,77214194,+,3,0.15238426990940476,TRUE,1,0.21332061625997972,0.21332061625997972,0.15238426990940476,69.52956316518977,0.13688812144112522,"HCT116_p53minus, HCT116_p53plus, U2OS",SYCE1L,PAS40909_AATAAA_0.2,distal pA
chr16,77213001,77213002,+,3,-0.15238427,TRUE,1,0.21332061625997967,-0.213320616,0.15238426990940473,69.52956316518977,0.8631118785588747,"HCT116_p53minus, HCT116_p53plus, U2OS",SYCE1L,PAS40908_AATAAA_0.05,proximal pA
chr6,85611321,85611322,-,9,-0.154285248,TRUE,8,0.2008682539419902,-0.200868254,0.15428524761536055,942.3451301581331,0.34089510937743656,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, PANC0403, SKMEL2, SUM149PT, U2OS",SYNCRIP,PAS19352_AATAAA_0.3,distal pA
chr6,85614205,85614206,-,10,0.3444614344804709,TRUE,10,0.4572557202430429,0.4572557202430429,0.3444614344804709,942.3451301581331,0.20680687383574928,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",SYNCRIP,PAS19354_AATAAA_0.35,proximal pA
chr14,95407268,95407269,-,2,-0.447564379,TRUE,2,0.5019881527772755,-0.501988153,0.4475643788995407,103.08438832184083,0.8048139360586922,"HCT116_p53minus, LU99",SYNE3,PAS38054_AATAAA_0.25,distal pA
chr14,95414887,95414888,-,2,0.4475643788995407,TRUE,2,0.5019881527772755,0.5019881527772755,0.4475643788995407,103.08438832184083,0.19518606394130772,"HCT116_p53minus, LU99",SYNE3,PAS38055_APA_0.35,proximal pA
chr1,229593110,229593111,-,10,-0.416840126,TRUE,10,0.6102529381539767,-0.610252938,0.41684012628068523,114.49303897287004,0.7988885309753101,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",TAF5L,PAS4982_ATTAAA_0.2,distal pA
chr1,229599194,229599195,-,10,0.41684012628068523,TRUE,10,0.6102529381539766,0.6102529381539766,0.41684012628068523,114.49303897287004,0.2011114690246899,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",TAF5L,PAS4983_AATAAA_0.1,proximal pA
chr3,11790445,11790446,-,2,-0.108658588,TRUE,1,0.13317953419078798,-0.133179534,0.10865858777673937,79.36544458984044,0.9447895729509683,"H838, MCF7",TAMM41,PAS10853_AATAAA_0.25,distal pA
chr3,11816293,11816294,-,2,0.10865858777673942,TRUE,1,0.1331795341907881,0.1331795341907881,0.10865858777673942,79.36544458984044,0.055210427,"H838, MCF7",TAMM41,PAS10855_AATAAA_0.35,proximal pA
chr22,20067953,20067954,+,10,0.2194721837716051,TRUE,4,0.4099223253708531,0.4099223253708531,0.2194721837716051,58.47134507888443,0.25356360747370893,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",TANGO2,PAS50713_AATAAA_0.25,distal pA
chr22,20065924,20065925,+,10,-0.219472184,TRUE,4,0.4099223253708531,-0.409922325,0.21947218377160513,58.47134507888443,0.7464363925262911,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",TANGO2,PAS50712_AATAAA_0.1,proximal pA
chr16,29992259,29992260,+,10,0.15119670485704523,TRUE,8,0.26595456615120705,0.26595456615120705,0.15119670485704523,242.38040609189423,0.6245906524344005,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",TAOK2,PAS40455_AATAAA_0.2,distal pA
chr16,29988390,29988391,+,10,-0.151196705,TRUE,8,0.26595456615120705,-0.265954566,0.1511967048570452,242.38040609189423,0.3754093475655995,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",TAOK2,PAS40454_AATAAA_0.15,proximal pA
chr22,47175689,47175690,+,8,0.2344156990763367,TRUE,5,0.31651665966904186,0.31651665966904186,0.2344156990763367,84.93832260708342,0.29137550533479306,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, PANC0403, SUM149PT, U2OS",TBC1D22A,PAS51193_AATAAA_0.15,distal pA
chr22,47174078,47174079,+,8,-0.234415699,TRUE,5,0.3165166596690419,-0.31651666,0.23441569907633666,84.93832260708342,0.7086244946652069,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, PANC0403, SUM149PT, U2OS",TBC1D22A,PAS51192_AATAAA_0.4,proximal pA
chr8,123152149,123152150,+,3,0.17473262702780898,TRUE,1,0.19170232045286584,0.19170232045286584,0.17473262702780898,57.25588657045149,0.6710016797936313,"H838, PANC0403, U2OS",TBC1D31,PAS23367_AATAAA_0.25,distal pA
chr8,123104199,123104200,+,3,-0.174732627,TRUE,1,0.1917023204528658,-0.19170232,0.17473262702780898,57.25588657045149,0.32899832020636866,"H838, PANC0403, U2OS",TBC1D31,PAS23366_AATAAA_0.3,proximal pA
chr3,186546065,186546066,-,7,0.20558784342430045,TRUE,1,0.2852562862230399,0.2852562862230399,0.20558784342430045,26.70440267396479,0.2144916670433926,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, MCF7, SKMEL2, U2OS",TBCCD1,PAS12261_AATAAA_0.25,distal pA
chr3,186546340,186546341,-,7,-0.205587843,TRUE,1,0.2852562862230399,-0.285256286,0.20558784342430048,26.70440267396479,0.7855083329566074,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, MCF7, SKMEL2, U2OS",TBCCD1,PAS12262_ATTAAA_0.25,proximal pA
chr17,82945912,82945913,+,7,0.19839338276725363,TRUE,7,0.43876212792002034,0.43876212792002034,0.19839338276725363,458.4969939557547,0.031121192394823437,"HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",TBCD,PAS43599_AATAAA_0.35,distal pA
chr17,82942701,82942702,+,10,-0.196124987,TRUE,10,0.4669047285292833,-0.466904729,0.19612498742094467,458.4969939557547,0.8817417522456088,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",TBCD,PAS43597_APA_0.1,proximal pA
chr3,44409446,44409447,+,9,-0.188071755,TRUE,7,0.30943082520088755,-0.309430825,0.18807175533739384,77.83425823299676,0.35655165083162127,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SUM149PT, U2OS",TCAIM,PAS9508_AATAAA_0.15,distal pA
chr3,44359795,44359796,+,9,0.21461226118088578,TRUE,7,0.3094308252008875,0.3094308252008875,0.21461226118088578,77.83425823299676,0.5827427793016633,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SUM149PT, U2OS",TCAIM,PAS9503_AATAAA_0.3,proximal pA
chr19,1609293,1609294,-,10,0.21464074947338757,TRUE,10,0.35643006089503176,0.35643006089503176,0.21464074947338757,372.61535003999205,0.5867262575087119,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",TCF3,PAS47470_AATAAA_0.1,distal pA
chr19,1611171,1611172,-,10,-0.214640749,TRUE,10,0.3564300608950318,-0.356430061,0.2146407494733876,372.61535003999205,0.4132737424912881,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",TCF3,PAS47471_AATAAA_0.25,proximal pA
chr14,102502471,102502472,+,4,0.2876012442548818,TRUE,3,0.4395000453111173,0.4395000453111173,0.2876012442548818,69.61191137971883,0.23931339299077492,"H838, HCT116_p53minus, HCT116_p53plus, SKMEL2",TECPR2,PAS37161_AATAAA_0.35,distal pA
chr14,102500173,102500174,+,4,-0.287601244,TRUE,3,0.43950004531111736,-0.439500045,0.2876012442548818,69.61191137971883,0.7606866070092251,"H838, HCT116_p53minus, HCT116_p53plus, SKMEL2",TECPR2,PAS37160_AATAAA_0.2,proximal pA
chr14,20365667,20365668,-,9,0.22758781447676488,TRUE,5,0.31854935032562753,0.31854935032562753,0.22758781447676488,65.39590162300891,0.5594335109799455,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",TEP1,PAS37289_AATAAA_0.15,distal pA
chr14,20368310,20368311,-,9,-0.227587814,TRUE,5,0.3185493503256274,-0.31854935,0.22758781447676485,65.39590162300891,0.44056648902005446,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",TEP1,PAS37290_APA_0.2,proximal pA
chr12,117038928,117038929,-,5,-0.247311135,TRUE,4,0.3627188915080305,-0.362718892,0.24731113464160745,69.03664165116332,0.9292712978685294,"HCT116_p53minus, HCT116_p53plus, LU99, PANC0403, SKMEL2",TESC,PAS34981_AATAAA_0.2,distal pA
chr12,117047900,117047901,-,5,0.24731113464160748,TRUE,4,0.3627188915080304,0.3627188915080304,0.24731113464160748,69.03664165116332,0.070728702,"HCT116_p53minus, HCT116_p53plus, LU99, PANC0403, SKMEL2",TESC,PAS34983_AATAAA_0.1,proximal pA
chr7,93885396,93885397,-,4,0.19170672396642668,TRUE,2,0.27383050874386605,0.27383050874386605,0.19170672396642668,116.87687022636877,0.16388029280350885,"H838, LU99, SKMEL2, SUM149PT",TFPI2,PAS21963_AATAAA_0.35,distal pA
chr7,93886547,93886548,-,4,-0.191706724,TRUE,2,0.27383050874386605,-0.273830509,0.1917067239664267,116.87687022636877,0.8361197071964912,"H838, LU99, SKMEL2, SUM149PT",TFPI2,PAS21964_APA_0.1,proximal pA
chr11,119417945,119417946,-,2,0.10930960915906682,TRUE,1,0.12472569602125874,0.12472569602125874,0.10930960915906682,382.63961943423897,0.2140297948026749,"H838, U2OS",THY1,PAS31916_AATAAA_0.3,distal pA
chr11,119418176,119418177,-,2,-0.109309609,TRUE,1,0.12472569602125871,-0.124725696,0.10930960915906679,382.63961943423897,0.7859702051973251,"H838, U2OS",THY1,PAS31917_AATAAA_0.05,proximal pA
chr19,10933529,10933530,+,10,0.4054181151024376,TRUE,10,0.5496579689538825,0.5496579689538825,0.4054181151024376,79.02487493012241,0.28660594087184776,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",TIMM29,PAS46265_AATAAA_0.2,distal pA
chr19,10930244,10930245,+,10,-0.405418115,TRUE,10,0.5496579689538825,-0.549657969,0.40541811510243764,79.02487493012241,0.7133940591281522,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",TIMM29,PAS46264_AATAAA_0.2,proximal pA
chr22,32863039,32863040,+,4,0.2513111142473934,TRUE,3,0.47416031687484816,0.47416031687484816,0.2513111142473934,136.04344517404903,0.28755432817303705,"MCF7, SKMEL2, SUM149PT, U2OS",TIMP3,PAS50927_APA_0.1,distal pA
chr22,32860566,32860567,+,4,-0.279348279,TRUE,4,0.4741603168748482,-0.474160317,0.27934827938996515,136.04344517404903,0.5881920497434279,"MCF7, SKMEL2, SUM149PT, U2OS",TIMP3,PAS50925_ATTAAA_0.25,proximal pA
chr19,5558168,5558169,-,3,0.1985915759764596,TRUE,2,0.286334431,0.286334431,0.1985915759764596,81.37051693872867,0.7039844079596214,"H838, HCT116_p53minus, MCF7",TINCR,PAS47582_AATAAA_0.3,distal pA
chr19,5562635,5562636,-,3,-0.198591576,TRUE,2,0.28633443061981895,-0.286334431,0.19859157597645963,81.37051693872867,0.2960155920403786,"H838, HCT116_p53minus, MCF7",TINCR,PAS47583_AATAAA_0.05,proximal pA
chr11,120333678,120333679,+,7,0.21540852548834524,TRUE,3,0.310521941,0.310521941,0.21540852548834524,92.69753757085552,0.3040177246552357,"H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, U2OS",TLCD5,PAS30628_APA_0.25,distal pA
chr11,120330632,120330633,+,7,-0.215408525,TRUE,3,0.31052194057802907,-0.310521941,0.21540852548834524,92.69753757085552,0.6959822753447643,"H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, U2OS",TLCD5,PAS30627_AATAAA_0.25,proximal pA
chr19,2995177,2995178,+,3,0.15379550632245492,TRUE,2,0.21005994900028524,0.21005994900028524,0.15379550632245492,64.38413447088408,0.7948247179306669,"H838, HCT116_p53minus, HCT116_p53plus",TLE6,PAS46082_AATAAA_0.15,distal pA
chr19,2980405,2980406,+,3,-0.153795506,TRUE,2,0.21005994900028532,-0.210059949,0.15379550632245492,64.38413447088408,0.2051752820693331,"H838, HCT116_p53minus, HCT116_p53plus",TLE6,PAS46081_ATTAAA_0.2,proximal pA
chr3,196319270,196319271,-,3,0.19928711523874837,TRUE,2,0.24520895834571368,0.24520895834571368,0.19928711523874837,27.24617700604414,0.5840578908122205,"H838, LU99, SKMEL2",TM4SF19,PAS12354_None_0.2,distal pA
chr3,196323550,196323551,-,3,-0.204303994,TRUE,2,0.24520895834571357,-0.245208958,0.20430399418048448,27.24617700604414,0.40362293420854184,"H838, LU99, SKMEL2",TM4SF19,PAS12359_APA_0.15,proximal pA
chr3,129647793,129647794,-,8,0.16970763115819176,TRUE,2,0.24456839514179723,0.24456839514179723,0.16970763115819176,142.3151115351761,0.4203282174267673,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, MCF7, PANC0403, SUM149PT, U2OS",TMCC1,PAS11816_AATAAA_0.25,distal pA
chr3,129650554,129650555,-,8,-0.169707631,TRUE,2,0.24456839514179712,-0.244568395,0.16970763115819174,142.3151115351761,0.5796717825732327,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, MCF7, PANC0403, SUM149PT, U2OS",TMCC1,PAS11817_AATAAA_0.35,proximal pA
chr13,113550226,113550227,+,4,-0.275658576,TRUE,4,0.3840698793738031,-0.384069879,0.27565857551564416,97.38644234887171,0.9267424684035039,"HCT116_p53minus, MCF7, SUM149PT, U2OS",TMCO3,PAS35788_ATTAAA_0.2,distal pA
chr13,113535290,113535291,+,3,0.2674829924827846,TRUE,3,0.38406987937380327,0.38406987937380327,0.2674829924827846,97.38644234887171,0.063652781,"MCF7, SUM149PT, U2OS",TMCO3,PAS35787_AATAAA_0.2,proximal pA
chr4,153637606,153637607,+,5,0.16545127197426987,TRUE,4,0.2763202245592765,0.2763202245592765,0.16545127197426987,95.09101882536264,0.11299768495047495,"HCT116_p53minus, HCT116_p53plus, MCF7, SUM149PT, U2OS",TMEM131L,PAS13343_AATAAA_0.15,distal pA
chr4,153636707,153636708,+,5,-0.165451272,TRUE,4,0.2763202245592765,-0.276320225,0.16545127197426984,95.09101882536264,0.887002315,"HCT116_p53minus, HCT116_p53plus, MCF7, SUM149PT, U2OS",TMEM131L,PAS13342_AATAAA_0.15,proximal pA
chr1,109096932,109096933,+,10,0.13456279824088002,TRUE,9,0.18120927884137095,0.18120927884137095,0.13456279824088002,155.23910451052646,0.7690641351449752,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",TMEM167B,PAS1276_AATAAA_0.2,distal pA
chr1,109094795,109094796,+,10,-0.134562798,TRUE,9,0.18120927884137095,-0.181209279,0.13456279824088008,155.23910451052646,0.2309358648550248,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",TMEM167B,PAS1275_APA_0.3,proximal pA
chr1,32214477,32214478,-,5,-0.215421656,TRUE,2,0.3557116381626289,-0.355711638,0.21542165556569445,30.416768831743838,0.39486423822136524,"H838, MCF7, SKMEL2, SUM149PT, U2OS",TMEM234,PAS3074_APA_0.25,distal pA
chr1,32216200,32216201,-,5,0.21542165556569445,TRUE,2,0.35571163816262885,0.35571163816262885,0.21542165556569445,30.416768831743838,0.6051357617786347,"H838, MCF7, SKMEL2, SUM149PT, U2OS",TMEM234,PAS3076_AATAAA_0.4,proximal pA
chr1,1534778,1534779,-,4,-0.13854251,TRUE,2,0.16084451612072698,-0.160844516,0.13854250997605072,62.01139668950452,0.3969940253164337,"H838, HCT116_p53minus, LU99, SKMEL2",TMEM240,PAS2577_APA_0.05,distal pA
