unique_featureID,gene_ID,chr,start,end,strand,mean_diffsiELAVL1,mean_diffsiSam68,mean_diffsiCFIM25,mean_diff96,mean_diff72,mean_diff48,mean_diff24,mean_diff96hrs_prev,ctrl_siELAVL1,ctrl_siSam68,ctrl_siCFIM25,ctrl_96,ctrl_72,ctrl_48,ctrl_24,ctrl_96hrs_prev,condition_siELAVL1,condition_siSam68,condition_siCFIM25,condition_96,condition_72,condition_48,condition_24,condition_96hrs_prev,V5_siELAVL1,V5_siSam68,V5_siCFIM25,V5_96,V5_72,V5_48,V5_24,V5_96hrs_prev,twostep_gene_padj_siELAVL1,twostep_gene_padj_siSam68,twostep_gene_padj_siCFIM25,twostep_gene_padj_96,twostep_gene_padj_72,twostep_gene_padj_48,twostep_gene_padj_24,twostep_gene_padj_96hrs_prev,twostep_transcript_padj_siELAVL1,twostep_transcript_padj_siSam68,twostep_transcript_padj_siCFIM25,twostep_transcript_padj_96,twostep_transcript_padj_72,twostep_transcript_padj_48,twostep_transcript_padj_24,twostep_transcript_padj_96hrs_prev,lr_siELAVL1,lr_siSam68,lr_siCFIM25,lr_96,lr_72,lr_48,lr_24,lr_96hrs_prev,df_siELAVL1,df_siSam68,df_siCFIM25,df_96,df_72,df_48,df_24,df_96hrs_prev,pvalue_siELAVL1,pvalue_siSam68,pvalue_siCFIM25,pvalue_96,pvalue_72,pvalue_48,pvalue_24,pvalue_96hrs_prev,adj_pvalue_siELAVL1,adj_pvalue_siSam68,adj_pvalue_siCFIM25,adj_pvalue_96,adj_pvalue_72,adj_pvalue_48,adj_pvalue_24,adj_pvalue_96hrs_prev,category,Location,Effect
SYPL1_AATAAA_chr7_start_106091696_end_106091697,SYPL1,chr7,106091696,106091697,-,0.132837341,0.46633789,0.459887286,-0.11784877,-0.088783126,-0.087058665,-0.027233331,-0.117819768,0.208868568,0.212878166,0.208590508,0.174975978,0.153641795,0.144146596,0.160182739,0.204932016,0.34170591,0.679216056,0.668477794,0.057127208,0.064858669,0.057087931,0.132949408,0.087112248,24,24,24,14,14,14,14,20,0.11634453,8.06e-6,2.55e-15,1.06e-4,0.008388664,0.003487511,0.640052864,0.089436668,NA,0,0,0,0,0,NA,NA,5.219337949,27.3852261,66.66783872,16.99124141,8.51544419,10.70824435,0.470495893,4.03628298,1,1,1,1,1,1,1,1,0.022337053,1.67e-7,3.21e-16,3.76e-5,0.00352145,0.001066592,0.492759123,0.044531803,0.133844915,1.11e-5,3.72e-15,1.41e-4,0.01039035,0.0044926260000000004,0.671857883,0.10558607,Regulatable_sites,proximal,shortening
NIPSNAP3A_ATTAAA_chr9_start_104759579_end_104759580,NIPSNAP3A,chr9,104759579,104759580,+,0.129356027,0.027412228,0.304441438,-0.225239387,-0.077019822,-0.156965011,-0.029653821,-0.201486488,0.216022355,0.216027632,0.216277657,0.33620901,0.2277504,0.29066298,0.251531416,0.240916429,0.345378382,0.24343986,0.520719095,0.110969623,0.150730578,0.133697969,0.221877595,0.039429941,31,31,31,42,42,42,42,61,0.117597755,0.789305204,2.94e-5,9.17e-7,0.04669459,7.96e-4,0.66927525,0.002421376,NA,NA,0,0,0,0,NA,0,5.198046313,0.297278448,19.44787366,26.76826422,5.051624035,13.79895298,0.394705231,11.63581259,1,1,1,1,1,1,1,1,0.022612289,0.585593641,1.03e-5,2.29e-7,0.024602868,2.03e-4,0.529836443,6.47e-4,0.135201288,0.808946578,3.64e-5,1.27e-6,0.054781309,0.001054156,0.700709471,0.003257927,Regulatable_sites,proximal,shortening
NIPSNAP3A_AATAAA_chr9_start_104760117_end_104760118,NIPSNAP3A,chr9,104760117,104760118,+,-0.129356027,-0.027412228,-0.304441438,0.225239387,0.077019822,0.156965011,0.029653821,0.201486488,0.783977645,0.783972368,0.783722343,0.66379099,0.7722496,0.70933702,0.748468584,0.759083571,0.654621618,0.75656014,0.479280905,0.889030377,0.849269422,0.866302031,0.778122405,0.960570059,67,67,67,127,127,127,127,177,0.117597755,0.789305204,2.94e-5,9.17e-7,0.04669459,7.96e-4,0.66927525,0.002421376,NA,NA,0,0,0,0,NA,0,5.198046313,0.297278448,19.44787366,26.76826422,5.051624035,13.79895298,0.394705231,11.63581259,1,1,1,1,1,1,1,1,0.022612289,0.585593641,1.03e-5,2.29e-7,0.024602868,2.03e-4,0.529836443,6.47e-4,0.135201288,0.808946578,3.64e-5,1.27e-6,0.054781309,0.001054156,0.700709471,0.003257927,Regulatable_sites,distal,shortening
DLAT_AATAAA_chr11_start_112064250_end_112064251,DLAT,chr11,112064250,112064251,+,-0.116526243,0.062222903,-0.159031023,0.079904675,0.043251826,0.009493233,0.063366673,0.020547987,0.293013314,0.29277606900000003,0.29326619,0.114994348,0.16458521,0.164143346,0.114951688,0.21533319,0.176487071,0.354998972,0.134235166,0.194899023,0.207837036,0.173636579,0.178318361,0.235881177,21,21,21,40,40,40,40,54,9.86e-4,0.051891187,1.17e-12,3.19e-11,4.76e-4,0.140130998,0.145473492,4.17e-5,0.350514942,NA,2.84e-4,0.024254484,0.803078888,NA,NA,1,5.182893546,2.015266562,15.26858594,7.858302287,1.54397697,0.094287971,5.583875825,0.109854252,1,1,1,1,1,1,1,1,0.022810307,0.155723919,9.33e-5,0.005058787,0.214026811,0.758795067,0.018126564,0.740310129,0.135895719,0.412675756,2.76e-4,0.011806925,0.323581135,0.842814903,0.064471533,0.830155083,Regulatable_sites,distal,shortening
HAUS2_AATAAA_chr15_start_42568927_end_42568928,HAUS2,chr15,42568927,42568928,+,-0.108531681,-0.08109387,0.151661359,-0.062769775,0.017055344,-0.037688482,-0.055722047,8.21e-4,0.287655412,0.277909262,0.287849861,0.197108469,0.148791556,0.178863122,0.163426972,0.170594744,0.179123731,0.196815391,0.43951122,0.134338695,0.1658469,0.14117464,0.10770492500000001,0.171415839,30,30,30,35,35,35,35,51,0.182494014,0.007580341,0.002207018,0.237182932,0.871427725,0.649523193,0.078855437,0.871618274,NA,1,0.020286432,NA,NA,NA,NA,NA,5.176081948,2.948363366,6.123444753,4.814766468,0.306185136,1.301782968,4.28482615,-0.002783935,1,1,1,1,1,1,1,1,0.022899906,0.085964575,0.01334006,0.028216895,0.580030628,0.253887801,0.038454015,1,0.136331651,0.295026768,0.02489871,0.053087199,0.690869469,0.398873179,0.114945502,1,Regulatable_sites,proximal,shortening
PIGX_AATAAA_chr3_start_196736002_end_196736003,PIGX,chr3,196736002,196736003,+,-0.181817734,-0.060940052,-0.176200094,0.148230108,0.047420078,0.065703914,0.104176336,0.186903218,0.431186583,0.430024553,0.431895146,0.284492887,0.289732352,0.283438444,0.255000879,0.331976137,0.249368849,0.369084501,0.255695052,0.432722995,0.337152431,0.349142358,0.359177215,0.518879355,18,18,18,31,31,31,31,53,0.175908185,0.427804467,0.006595466,3.17e-6,0.071082052,0.013870614,0.18103534,0.130210958,NA,NA,0.01648394,0.003876464,NA,0.47724827,NA,NA,5.158944334,0.699693643,6.491426347,11.22157427,0.796348992,2.576366142,3.934859704,1.479380904,1,1,1,1,1,1,1,1,0.02312695,0.402886654,0.010839597,8.09e-4,0.372187208,0.108470419,0.047295085,0.223871411,0.137066301,0.685131367,0.020723261,0.00230899,0.498276883,0.208076589,0.135398936,0.356596472,Regulatable_sites,distal,shortening
LMAN1_AATAAA_chr18_start_59330965_end_59330966,LMAN1,chr18,59330965,59330966,-,0.060897289,0.017459211,0.488607774,NA,NA,NA,NA,NA,0.138765379,0.139182301,0.138726302,NA,NA,NA,NA,NA,0.199662668,0.156641512,0.627334076,NA,NA,NA,NA,NA,75,75,75,NA,NA,NA,NA,NA,0.224126268,0.843729858,8.29e-51,NA,NA,NA,NA,NA,NA,NA,1.05e-53,NA,NA,NA,NA,NA,5.146816426,0.352554332,240.2536875,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,0.023289034,0.552670734,3.4599999999999996e-54,NA,NA,NA,NA,NA,0.137464929,0.789925799,3.589999999999999e-52,NA,NA,NA,NA,NA,Regulatable_sites,proximal,shortening
SNAPC3_AATAAA_chr9_start_15461627_end_15461628,SNAPC3,chr9,15461627,15461628,+,-0.242296417,-0.294820269,-0.037380845,NA,NA,NA,NA,NA,0.554073204,0.554146164,0.554264837,NA,NA,NA,NA,NA,0.311776786,0.259325895,0.516883992,NA,NA,NA,NA,NA,11,11,11,NA,NA,NA,NA,NA,0.120668316,0.043763839,0.749144739,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5.124264362,7.4553426290000004,0.153492317,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,0.023593569000000002,0.006324844,0.695220068,NA,NA,NA,NA,NA,0.138572563,0.052382681,0.757239187,NA,NA,NA,NA,NA,Regulatable_sites,proximal,lengthening
SNAPC3_APA_chr9_start_15462460_end_15462461,SNAPC3,chr9,15462460,15462461,+,0.242296417,0.294820269,0.037380845,NA,NA,NA,NA,-0.060752407,0.445926796,0.445853836,0.445735163,NA,NA,NA,NA,0.304152515,0.688223214,0.740674105,0.483116008,NA,NA,NA,NA,0.243400108,13,13,13,NA,NA,NA,NA,17,0.120668316,0.043763839,0.749144739,NA,NA,NA,NA,0.008720545,NA,0,NA,NA,NA,NA,NA,1,5.124264362,7.4553426290000004,0.153492317,NA,NA,NA,NA,0.225178385,1,1,1,NA,NA,NA,NA,1,0.023593569000000002,0.006324844,0.695220068,NA,NA,NA,NA,0.635122263,0.138572563,0.052382681,0.757239187,NA,NA,NA,NA,0.749627478,Regulatable_sites,distal,lengthening
RIF1_AATAAA_chr2_start_151482168_end_151482169,RIF1,chr2,151482168,151482169,+,-0.144611516,-0.074912647,-0.26238375,0.185973596,0.159581364,0.160964202,0.240566105,NA,0.50717225,0.507132909,0.508495671,0.412495649,0.388685791,0.364073444,0.341567803,NA,0.362560734,0.432220262,0.246111921,0.598469245,0.548267155,0.525037646,0.582133907,NA,18,18,18,96,96,96,96,108,0.160354213,0.654878984,2.35e-4,1.73e-5,0.057891968,1.33e-5,1.1e-6,1,NA,NA,0.001205753,1.19e-5,NA,1.3e-6,1.86e-8,NA,5.075953631,1.677428823,11.257814,22.73499397,11.74149333,27.61697509,36.48834553,NA,1,1,1,1,1,1,1,1,0.024259924,0.195266452,7.93e-4,1.86e-6,6.11e-4,1.48e-7,1.54e-9,1,0.141883796,0.471085224,0.001979418,8.92e-6,0.002204101,1.45e-6,3.85e-8,NA,Regulatable_sites,distal,shortening
PTEN_APA_chr10_start_87968753_end_87968754,PTEN,chr10,87968753,87968754,+,-0.070425629,-0.120183244,-0.386678401,NA,NA,NA,NA,NA,0.477374991,0.477572405,0.477874716,NA,NA,NA,NA,NA,0.406949363,0.357389161,0.091196315,NA,NA,NA,NA,NA,28,28,28,NA,NA,NA,NA,NA,0.006473802,0.002240443,9.72e-82,NA,NA,NA,NA,NA,0.759242454,0.004733534,7.58e-53,NA,NA,NA,NA,NA,5.044485431,14.04733683,237.7034078,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,0.024704444,1.78e-4,1.25e-53,NA,NA,NA,NA,NA,0.144077427,0.003538545,1.26e-51,NA,NA,NA,NA,NA,Regulatable_sites,distal,shortening
PDS5A_AATAAA_chr4_start_39824317_end_39824318,PDS5A,chr4,39824317,39824318,-,0.126996601,0.019675509,0.146270953,-0.030807368,-0.052146117,-0.078514847,-0.008347669,-0.015370634,0.41991713,0.420361605,0.421939741,0.376386675,0.426448774,0.425609917,0.4477014,0.352700407,0.546913731,0.440037113,0.568210694,0.345579307,0.374302657,0.34709507,0.43935373,0.33732977200000003,206,206,206,174,174,174,174,282,0.207647456,0.786947783,4.42e-11,0.026303547,8.47e-5,0.06943079,0.90732134,0.830327934,NA,NA,3.42e-4,0.904841892,0.231152624,NA,NA,NA,5.045280758,0.093153242,13.61068839,1.152214992,2.376059677,5.811551885,0.088148035,0.165130781,1,1,1,1,1,1,1,1,0.024693106,0.760206094,2.25e-4,0.283085954,0.123207968,0.015921238,0.766544881,0.684475998,0.144077427,0.902024986,6.22e-4,0.378051532,0.207234651,0.045073896,0.865893038,0.78968721,Regulatable_sites,proximal,shortening
TOMM20_APA_chr1_start_235111832_end_235111833,TOMM20,chr1,235111832,235111833,-,-0.099818624,-0.099924331,0.203844473,-0.050632838,-0.00714958,-8.59e-4,-0.024876991,-0.07404555,0.395235575,0.39778914,0.397474675,0.286352382,0.265708657,0.269900475,0.271514372,0.25717547,0.295416951,0.297864809,0.601319147,0.235719544,0.258559077,0.269041852,0.246637382,0.183129919,327,327,327,353,353,353,353,441,0.107163501,1.7e-25,2.74e-26,2.8e-5,0.344932454,0.750832231,0.480825641,0.426562653,NA,6.62e-9,4.11e-26,2.39e-4,NA,NA,NA,NA,5.034429933,37.3311738,112.5512879,14.37401373,0.310996943,0.004840323,2.082207914,1.747383709,1,1,1,1,1,1,1,1,0.024848263,9.97e-10,2.7100000000000004e-26,1.5e-4,0.577069065,0.94453398,0.149024482,0.186205975,0.144712799,1.23e-7,6.37e-25,5.02e-4,0.688765635,0.96722148,0.306501179,0.311373806,Regulatable_sites,proximal,shortening
RSL24D1_AATAAA_chr15_start_55181315_end_55181316,RSL24D1,chr15,55181315,55181316,-,-0.050484272,0.042872428,-0.202001237,0.04807294,0.007979531,0.028242022,0.021524666,0.115248879,0.613068629,0.613583062,0.609425265,0.776104934,0.777099696,0.770099722,0.760626547,0.661893428,0.562584357,0.65645549,0.407424029,0.824177874,0.785079227,0.798341743,0.782151213,0.777142308,448,448,448,782,782,782,782,1023,0.022341256,0.20068476,2.52e-10,0.030454608,0.015533916,0.198788989,0.21247407,4.46e-6,0.576434357,NA,1.56e-9,0.008471768,1,NA,NA,1.5e-7,5.023315268,4.851435685,39.42406969,9.033716772,0.369252291,3.721097929,2.44119794,30.51544696,1,1,1,1,1,1,1,1,0.025008244,0.027623131,3.41e-10,0.00265045,0.543412116,0.05372903,0.118185938,3.31e-8,0.145440374,0.147847463,2.21e-9,0.006657472,0.659105939,0.119931056,0.262084615,4.84e-7,Regulatable_sites,distal,shortening
HMGCR_AATAAA_chr5_start_75361727_end_75361728,HMGCR,chr5,75361727,75361728,+,0.095566126,0.097872982,-0.129051269,-0.072583768,-0.001001511,-0.012985061000000001,0.012785978,0.020142398,0.659609582,0.659613129,0.659574802,0.548325173,0.509050593,0.546424736,0.506858189,0.554723224,0.755175708,0.757486112,0.530523533,0.475741406,0.508049081,0.533439675,0.519644167,0.574865622,574,574,574,558,558,558,558,284,0.170611614,0.172978563,1.38e-11,0.035490844,0.284968629,0.900709135,0.833750052,0.228741643,NA,NA,0.002373144,0.256400335,NA,NA,NA,NA,5.007737749,7.036125094,11.28758182,3.728927276,-0.002970508,0.118584356,0.10326185,0.057707619,1,1,1,1,1,1,1,1,0.025234262,0.007988167,7.8e-4,0.053477728,1,0.73057497,0.747949853,0.81015653,0.14665206,0.06239686,0.001951944,0.092509211,1,0.821622282,0.854088074,0.881847825,Regulatable_sites,distal,shortening
GNA12_APA_chr7_start_2729823_end_2729824,GNA12,chr7,2729823,2729824,-,0.110509227,-0.081080949,0.309589103,-0.076489913,-0.125897652,-0.077935976,-0.103663348,-0.120742076,0.236858315,0.235285979,0.235383332,0.115888766,0.163390377,0.116533727,0.149288962,0.16086914,0.347367542,0.15420503,0.544972435,0.039398853,0.037492725,0.038597751,0.045625614,0.040127063,36,36,36,36,36,36,36,48,0.119604492,0.075256902,3.24e-18,2.49e-14,1.4e-11,5.13e-8,4.68e-8,2.33e-5,NA,NA,2.15e-19,1.35e-7,1.9e-10,1.79e-9,5.38e-9,6.78e-5,4.986888117,7.451085474,81.92216111,28.6957686,41.7961661,37.72223685,36.20165378,17.42874036,1,1,1,1,1,1,1,1,0.025540099,0.00633982,1.42e-19,8.47e-8,1.01e-10,8.16e-10,1.78e-9,2.98e-5,0.147868391,0.052403358,2.09e-18,5e-7,1.08e-9,1.16e-8,4.4e-8,2.21e-4,Regulatable_sites,proximal,shortening
STAT3_APA_chr17_start_42315560_end_42315561,STAT3,chr17,42315560,42315561,-,0.067024569,-0.043763021,0.272571252,-0.061528177,0.040762513,-0.039921661,0.001663155,-0.121730894,0.121131693,0.125279062,0.122847235,0.259057729,0.208579712,0.230585072,0.183766836,0.273513879,0.188156262,0.081516041,0.395418487,0.197529552,0.249342224,0.190663411,0.18542999,0.151782984,39,39,39,32,32,32,32,49,0.265164057,0.675284989,1.77e-10,0.28007565,0.509175051,0.421025364,0.982314404,0.185047568,NA,NA,2.24e-10,NA,NA,NA,NA,NA,4.978950364,1.596098283,41.06524743,1.513464272,0.678456777,1.052138936,0.001477496,2.572599544,1,1,1,1,1,1,1,1,0.025657546,0.206457018,1.47e-10,0.218611229,0.410118634,0.305014985,0.969338292,0.108728927,0.148384649,0.483094467,9.96e-10,0.306210575,0.535164424,0.454679748,0.984478765,0.210803171,Regulatable_sites,proximal,shortening
PRELID3B_AATAAA_chr20_start_59034819_end_59034820,PRELID3B,chr20,59034819,59034820,-,0.08503789,-0.073333537,0.441140989,-0.129662152,-0.071179539,-0.093697996,-0.060936585,-0.106071654,0.163294472,0.163330815,0.163752877,0.200596621,0.167792387,0.185029594,0.181222036,0.181409634,0.248332362,0.089997277,0.604893866,0.070934469,0.096612849,0.091331598,0.12028545,0.07533798,82,82,82,87,87,87,87,136,0.276861209,0.090137072,3.41e-34,1.39e-7,0.056528141,3.44e-6,0.008130509,0.051608273,NA,NA,2.0199999999999998e-32,3.71e-9,NA,1.45e-7,0.007423875,NA,4.909762379,5.562096412,141.3777082,37.03360221,7.78298074,30.52829448,10.44839131,6.62554517,1,1,1,1,1,1,1,1,0.026705315,0.018353423,1.33e-32,1.16e-9,0.005274071,3.29e-8,0.001227563,0.010052637,0.153269299,0.112190101,4.809999999999999e-31,8.78e-9,0.014792812,3.61e-7,0.007170186,0.03184416,Regulatable_sites,proximal,shortening
SPX_AATAAA_chr12_start_21531275_end_21531276,SPX,chr12,21531275,21531276,+,0.113970002,0.081762066,0.398491728,-0.170066598,-0.130270033,-0.008717613,-0.028043799,-0.167592664,0.262397939,0.262409346,0.262848139,0.244501082,0.242801248,0.185810517,0.234798649,0.263707111,0.376367941,0.344171412,0.661339866,0.074434484,0.112531215,0.177092904,0.20675485,0.096114447,186,186,186,69,69,69,69,59,0.134418567,0.20068476,6.61e-25,1.19e-4,0.003298887,0.775103162,0.890212885,0.024577245,NA,NA,0,1.23e-5,0.001440145,NA,NA,0.007044198,4.891160107,3.632493367,111.7017652,20.01243115,11.31793647,0.028175663,0.204969384,8.747254971,1,1,1,1,1,1,1,1,0.026994541,0.056661868,4.15e-26,7.69e-6,7.68e-4,0.866696505,0.650739252,0.003100684,0.154395382,0.227242775,9.67e-25,3.32e-5,0.002706276,0.917157572,0.790810522,0.012082826,Regulatable_sites,proximal,shortening
SPX_ATTAAA_chr12_start_21532522_end_21532523,SPX,chr12,21532522,21532523,+,-0.113970002,-0.081762066,-0.398491728,0.123146047,0.050352414,-0.03216715,0.0446198,0.116875649,0.737602061,0.737590654,0.737151861,0.614652274,0.625251602,0.669314628,0.602756723,0.675064576,0.623632059,0.655828588,0.338660134,0.737798321,0.675604016,0.637147478,0.647376523,0.791940226,122,122,122,101,101,101,101,85,0.134418567,0.20068476,6.61e-25,1.19e-4,0.003298887,0.775103162,0.890212885,0.024577245,NA,NA,0,0.023604958,0.561068127,NA,NA,0.183663616,4.891160107,3.632493367,111.7017652,5.943704331,1.078389585,0.260310339,0.382739409,3.047847028,1,1,1,1,1,1,1,1,0.026994541,0.056661868,4.15e-26,0.014769944,0.299058096,0.609907028,0.536140785,0.080844248,0.154395382,0.227242775,9.67e-25,0.0303821,0.419555029,0.729573127,0.706075759,0.168226844,Regulatable_sites,distal,shortening
MRPS35_APA_chr12_start_27755542_end_27755543,MRPS35,chr12,27755542,27755543,+,0.051200557,0.018156629,0.304160232,-0.081760418,-0.076858641,-0.037319687,-0.050273347,-0.129252268,0.184924886,0.184867628,0.185018226,0.153846023,0.157823351,0.151185781,0.171825828,0.250144715,0.236125443,0.203024257,0.489178458,0.072085605,0.080964709,0.113866094,0.12155248,0.120892447,282,282,282,300,300,300,300,318,0.134525366,0.667065766,7.74e-28,7.26e-15,8.91e-5,0.02929772199999999,4.66e-4,1.74e-7,NA,NA,0,0,0,0,0,0,4.887259338,0.637780654,125.5577883,65.03802777,17.83376519,6.287561867,15.7836769,31.87514522,1,1,1,1,1,1,1,1,0.027055602,0.424515599,3.84e-29,7.35e-16,2.41e-5,0.01215882,7.1e-5,1.64e-8,0.154531619,0.701246789,1.1300000000000002e-27,1.08e-14,1.19e-4,0.035757969,6.28e-4,2.56e-7,Regulatable_sites,proximal,shortening
MRPS35_AATAAA_chr12_start_27756293_end_27756294,MRPS35,chr12,27756293,27756294,+,-0.051200557,-0.018156629,-0.304160232,0.081760418,0.076858641,0.037319687,0.050273347,0.129252268,0.815075114,0.815132372,0.814981774,0.846153977,0.842176649,0.848814219,0.828174172,0.749855285,0.763874557,0.796975743,0.510821542,0.927914395,0.919035291,0.886133906,0.87844752,0.879107553,452,452,452,838,838,838,838,1337,0.134525366,0.667065766,7.74e-28,7.26e-15,8.91e-5,0.02929772199999999,4.66e-4,1.74e-7,NA,NA,0,0,0,0,0,0,4.887259338,0.637780654,125.5577883,65.03802777,17.83376519,6.287561867,15.7836769,31.87514522,1,1,1,1,1,1,1,1,0.027055602,0.424515599,3.84e-29,7.35e-16,2.41e-5,0.01215882,7.1e-5,1.64e-8,0.154531619,0.701246789,1.1300000000000002e-27,1.08e-14,1.19e-4,0.035757969,6.28e-4,2.56e-7,Regulatable_sites,distal,shortening
KIAA1143_AATAAA_chr3_start_44748745_end_44748746,KIAA1143,chr3,44748745,44748746,-,-0.119787503,-0.119092785,-0.388935801,0.30435539,0.265714921,0.318553936,0.178873391,0.308988694,0.783868274,0.78493168,0.784950443,0.459256036,0.471590263,0.366068317,0.405969225,0.556934494,0.664080772,0.665838895,0.396014641,0.763611426,0.737305184,0.684622254,0.584842616,0.865923188,72,72,72,123,123,123,123,199,0.13475883,0.075256902,5.02e-13,1.27e-8,1.89e-7,1.91e-6,0.031842334,2.95e-8,NA,NA,0,0,0,0,0,0,4.881740447,6.098511852,55.93243898,35.55026199,30.45754056,26.35882213,6.719908552,35.65081921,1,1,1,1,1,1,1,1,0.027142238,0.013529577,7.5e-14,2.49e-9,3.41e-8,2.84e-7,0.009534252,2.36e-9,0.154707027,0.090462889,7.15e-13,1.81e-8,2.65e-7,2.68e-6,0.03895649,4.27e-8,Regulatable_sites,distal,shortening
KIAA1143_APA_chr3_start_44753036_end_44753037,KIAA1143,chr3,44753036,44753037,-,0.119787503,0.119092785,0.388935801,-0.30435539,-0.265714921,-0.318553936,-0.178873391,-0.308988694,0.216131726,0.21506832,0.215049557,0.540743964,0.528409737,0.633931683,0.594030775,0.443065506,0.335919228,0.334161105,0.603985359,0.236388574,0.262694816,0.315377746,0.415157384,0.134076812,83,83,83,174,174,174,174,145,0.13475883,0.075256902,5.02e-13,1.27e-8,1.89e-7,1.91e-6,0.031842334,2.95e-8,NA,NA,0,0,0,0,0,0,4.881740447,6.098511852,55.93243898,35.55026199,30.45754056,26.35882213,6.719908552,35.65081921,1,1,1,1,1,1,1,1,0.027142238,0.013529577,7.5e-14,2.49e-9,3.41e-8,2.84e-7,0.009534252,2.36e-9,0.154707027,0.090462889,7.15e-13,1.81e-8,2.65e-7,2.68e-6,0.03895649,4.27e-8,Regulatable_sites,proximal,shortening
RBMS2_AATAAA_chr12_start_56595598_end_56595599,RBMS2,chr12,56595598,56595599,+,0.084496719,-0.04091723,-0.176807028,0.08863725,0.043204143,0.07586507,0.104447876,0.196843895,0.398925313,0.397362496,0.399913946,0.338506836,0.381061266,0.363678462,0.302759175,0.350028558,0.483422033,0.356445267,0.223106917,0.427144086,0.424265409,0.439543532,0.407207051,0.546872452,197,197,197,377,377,377,377,358,0.220221467,0.534221233,2e-10,2.43e-71,6.77e-25,4.78e-36,5.78e-13,1.23e-13,NA,NA,2.61e-6,6.58e-6,0.264785586,0.001378512,0.001870518,1.01e-4,4.86989978,0.911038958,25.55642959,23.31922797,3.943780016,13.74951421,14.73514229,19.31233022,1,1,1,1,1,1,1,1,0.027329088,0.339838903,4.3e-7,1.37e-6,0.047044954,2.09e-4,1.24e-4,1.11e-5,0.155117573,0.625977993,1.83e-6,6.71e-6,0.094607066,0.001078892,0.001015049,9.23e-5,Regulatable_sites,distal,shortening
UBE3B_ATTAAA_chr12_start_109536700_end_109536701,UBE3B,chr12,109536700,109536701,+,-0.092138359,-0.107894096,-0.292031099,0.073297313,0.126231575,0.115431326,0.015096698,0.181928257,0.888686921,0.887670339,0.887981131,0.811159646,0.79391973,0.804094628,0.778250722,0.684197679,0.796548562,0.779776243,0.595950032,0.88445696,0.920151305,0.919525953,0.79334742,0.866125936,124,124,124,232,232,232,232,203,0.091429021,0.002905947,3.87e-7,0.018976505,8.13e-4,0.005899088,0.050251383,0.030336212,NA,0.121007847,2.01e-8,0.018352951,1.26e-4,0.003051262,NA,0.045337394,4.867709703,5.574031283,32.29731969,6.388888488,15.8818103,10.2230008,0.188301182,5.415702996,1,1,1,1,1,1,1,1,0.027363794,0.018228746,1.32e-8,0.011483691,6.74e-5,0.001387,0.664334306,0.019956416,0.155117573,0.111577996,7.03e-8,0.024313542,3.06e-4,0.005621551,0.79918827,0.056098856,Regulatable_sites,distal,shortening
DARS2_APA_chr1_start_173857884_end_173857885,DARS2,chr1,173857884,173857885,+,0.178331359,-0.007798738,0.259233461,-0.157325008,0.087924452,0.020710478,-0.003328919,-0.268741052,0.29108354,0.2908707,0.289899137,0.462838505,0.414113842,0.463952759,0.49216504,0.364312329,0.469414899,0.283071962,0.54913259699999994,0.305513497,0.502038294,0.484663237,0.488836121,0.095571278,34,34,34,101,101,101,101,95,0.135844843,0.958247032,2.61e-4,0.171777685,0.453894446,0.878601238,0.979738081,0.019068683,NA,NA,0,NA,NA,NA,NA,0,4.86033625,0.013669381,15.00867741,2.357706778,0.84813628,0.045581961,0.001927711,7.254922337,1,1,1,1,1,1,1,1,0.02748098,0.906926518,1.07e-4,0.124665331,0.35708011,0.830937518,0.96497957,0.007070693,0.155569339,0.963183506,3.14e-4,0.191557701,0.48177807,0.892015502,0.982167943,0.02384007,Regulatable_sites,proximal,shortening
DARS2_APA_chr1_start_173858543_end_173858544,DARS2,chr1,173858543,173858544,+,-0.178331359,0.007798738,-0.259233461,0.157325008,-0.087924452,-0.020710478,0.003328919,0.268741052,0.70891646,0.7091293,0.710100863,0.537161495,0.585886158,0.536047241,0.50783496,0.635687671,0.530585101,0.716928038,0.450867403,0.694486503,0.497961706,0.515336763,0.511163879,0.904428722,28,28,28,36,36,36,36,31,0.135844843,0.958247032,2.61e-4,0.171777685,0.453894446,0.878601238,0.979738081,0.019068683,NA,NA,0,NA,NA,NA,NA,0,4.86033625,0.013669381,15.00867741,2.357706778,0.84813628,0.045581961,0.001927711,7.254922337,1,1,1,1,1,1,1,1,0.02748098,0.906926518,1.07e-4,0.124665331,0.35708011,0.830937518,0.96497957,0.007070693,0.155569339,0.963183506,3.14e-4,0.191557701,0.48177807,0.892015502,0.982167943,0.02384007,Regulatable_sites,distal,shortening
