gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,gene_id.x,lr,df,pvalue,adj_pvalue,gene_id.y,DMSO_96hrs_1,DMSO_96hrs_2,DMSO_96hrs_3,ADMAi_96hrs_1,ADMAi_96hrs_2,ADMAi_96hrs_3,mean_diff,chr,start,end,V5,strand,V7,V8,V9
NUMBL_ENSG00000105245.9,PAS24414_AATAAA_0.2,0.315468145,NA,NUMBL_ENSG00000105245.9,1.86780339,1,0.171726872,0.354199027,NUMBL_ENSG00000105245.9,0.747406067,0.747406067,0.747406067,0.82189936,0.82189936,0.82189936,0.074493293,chr19,40666685,40666686,100,-,ENSG00000105245.9,NUMBL,UTR3
SCD5_ENSG00000145284.12,PAS7028_AATAAA_0.15,0.315468145,NA,SCD5_ENSG00000145284.12,1.868849627,1,0.171606891,0.354199027,SCD5_ENSG00000145284.12,0.889259863,0.889259863,0.889259863,0.967103272,0.967103272,0.967103272,0.077843409,chr4,82629539,82629540,80,-,ENSG00000145284.12,SCD5,UTR3
SCD5_ENSG00000145284.12,PAS7029_APA_0.3,0.315468145,NA,SCD5_ENSG00000145284.12,1.868849627,1,0.171606891,0.354199027,SCD5_ENSG00000145284.12,0.110740137,0.110740137,0.110740137,0.032896728,0.032896728,0.032896728,-0.077843409,chr4,82631148,82631149,10,-,ENSG00000145284.12,SCD5,UTR3
CCDC14_ENSG00000175455.16,PAS5878_ATTAAA_0.15,0.607549719,NA,CCDC14_ENSG00000175455.16,1.867183996,1,0.171797949,0.354247699,CCDC14_ENSG00000175455.16,0.097856687,0.097856687,0.097856687,0.062929231,0.062929231,0.062929231,-0.034927456,chr3,123914319,123914320,20,-,ENSG00000175455.16,CCDC14,UTR3
STMP1_ENSG00000243317.8,PAS10543_APA_0.15,0.42914657,NA,STMP1_ENSG00000243317.8,1.866840943,1,0.171837329,0.354272435,STMP1_ENSG00000243317.8,0.507596327,0.507596327,0.507596327,0.440297135,0.440297135,0.440297135,-0.067299192,chr7,135674446,135674447,78,+,ENSG00000243317.8,STMP1,UTR3
ITPRIPL2_ENSG00000205730.7,PAS20340_ATTAAA_0.45,0.086562686,NA,ITPRIPL2_ENSG00000205730.7,1.865538155,1,0.171986976,0.35452446,ITPRIPL2_ENSG00000205730.7,0.269049177,0.269049177,0.269049177,0.207597009,0.207597009,0.207597009,-0.061452168,chr16,19116469,19116470,17,+,ENSG00000205730.7,ITPRIPL2,UTR3
PSIP1_ENSG00000164985.15,PAS12943_AATAAA_0.3,0.282837829,NA,PSIP1_ENSG00000164985.15,1.865225102,1,0.172022958,0.354542139,PSIP1_ENSG00000164985.15,0.246105451,0.246105451,0.246105451,0.287239397,0.287239397,0.287239397,0.041133946,chr9,15464575,15464576,141,-,ENSG00000164985.15,PSIP1,UTR3
ACOT8_ENSG00000101473.17,PAS25282_AATAAA_0.1,0.316097835,NA,ACOT8_ENSG00000101473.17,1.86412095,1,0.172149936,0.35469083,ACOT8_ENSG00000101473.17,0.95469019,0.95469019,0.95469019,0.978918034,0.978918034,0.978918034,0.024227845,chr20,45841726,45841727,151,-,ENSG00000101473.17,ACOT8,UTR3
ACOT8_ENSG00000101473.17,PAS25283_ATTAAA_0.2,0.316097835,NA,ACOT8_ENSG00000101473.17,1.86412095,1,0.172149936,0.35469083,ACOT8_ENSG00000101473.17,0.04530981,0.04530981,0.04530981,0.021081966,0.021081966,0.021081966,-0.024227845,chr20,45853419,45853420,11,-,ENSG00000101473.17,ACOT8,UTR3
ARHGAP5_ENSG00000100852.14,PAS18417_ATTAAA_0.25,0.753076977,NA,ARHGAP5_ENSG00000100852.14,1.862945062,1,0.172285282,0.354833849,ARHGAP5_ENSG00000100852.14,0.149309737,0.149309737,0.149309737,0.238218435,0.238218435,0.238218435,0.088908698,chr14,32157215,32157216,60,+,ENSG00000100852.14,ARHGAP5,UTR3
SUPT4H1_ENSG00000213246.7,PAS22462_APA_0.3,0.08329892,NA,SUPT4H1_ENSG00000213246.7,1.862803072,1,0.172301634,0.354833849,SUPT4H1_ENSG00000213246.7,0.049520743,0.049520743,0.049520743,0.063006142,0.063006142,0.063006142,0.013485399,chr17,58346143,58346144,42,-,ENSG00000213246.7,SUPT4H1,UTR3
FOXP1_ENSG00000114861.24,PAS5728_APA_0.3,0.515038165,NA,FOXP1_ENSG00000114861.24,1.862980263,1,0.172281229,0.354833849,FOXP1_ENSG00000114861.24,0.043825477,0.043825477,0.043825477,0.067121712,0.067121712,0.067121712,0.023296235,chr3,70955667,70955668,14,-,ENSG00000114861.24,FOXP1,UTR3
BCCIP_ENSG00000107949.17,PAS14071_AATAAA_0.2,1.72E-13,1,BCCIP_ENSG00000107949.17,1.857451082,1,0.17291927,0.355935816,BCCIP_ENSG00000107949.17,0.007833225,0.007833225,0.007833225,0.013646438,0.013646438,0.013646438,0.005813214,chr10,125837036,125837037,30,+,ENSG00000107949.17,BCCIP,UTR3
SAP130_ENSG00000136715.19,PAS4173_AATAAA_0.15,0.317148355,NA,SAP130_ENSG00000136715.19,1.857457242,1,0.172918558,0.355935816,SAP130_ENSG00000136715.19,0.869438709,0.869438709,0.869438709,0.923048023,0.923048023,0.923048023,0.053609314,chr2,127941222,127941223,169,-,ENSG00000136715.19,SAP130,UTR3
SAP130_ENSG00000136715.19,PAS4174_AATAAA_0.1,0.317148355,NA,SAP130_ENSG00000136715.19,1.857457242,1,0.172918558,0.355935816,SAP130_ENSG00000136715.19,0.130561291,0.130561291,0.130561291,0.076951977,0.076951977,0.076951977,-0.053609314,chr2,127941568,127941569,15,-,ENSG00000136715.19,SAP130,UTR3
RAD52_ENSG00000002016.18,PAS17011_APA_0.25,0.40365068,NA,RAD52_ENSG00000002016.18,1.856357582,1,0.173045777,0.356139551,RAD52_ENSG00000002016.18,0.189458128,0.189458128,0.189458128,0.122841888,0.122841888,0.122841888,-0.06661624,chr12,912088,912089,43,-,ENSG00000002016.18,RAD52,UTR3
NOL6_ENSG00000165271.17,PAS12995_AATAAA_0.1,0.246286139,NA,NOL6_ENSG00000165271.17,1.855214221,1,0.173178165,0.356355325,NOL6_ENSG00000165271.17,0.0224169,0.0224169,0.0224169,0.045527802,0.045527802,0.045527802,0.023110902,chr9,33460798,33460799,11,-,ENSG00000165271.17,NOL6,UTR3
DEPDC1_ENSG00000024526.17,PAS1796_AATAAA_0.2,0.005897604,0.574737059,DEPDC1_ENSG00000024526.17,1.85416734,1,0.173299485,0.356548257,DEPDC1_ENSG00000024526.17,0.398549899,0.398549899,0.398549899,0.356616297,0.356616297,0.356616297,-0.041933602,chr1,68475583,68475584,120,-,ENSG00000024526.17,DEPDC1,UTR3
PRELID3B_ENSG00000101166.16,PAS25342_AATAAA_0.25,0.324749836,NA,PRELID3B_ENSG00000101166.16,1.852742916,1,0.173464714,0.356645487,PRELID3B_ENSG00000101166.16,0.547288838,0.547288838,0.547288838,0.594948906,0.594948906,0.594948906,0.047660069,chr20,59033145,59033146,368,-,ENSG00000101166.16,PRELID3B,UTR3
SEPTIN6_ENSG00000125354.24,PAS26826_ATTAAA_0.15,0.037743631,0.575247284,SEPTIN6_ENSG00000125354.24,1.852840985,1,0.173453332,0.356645487,SEPTIN6_ENSG00000125354.24,0.282141353,0.282141353,0.282141353,0.381551923,0.381551923,0.381551923,0.09941057,chrX,119616947,119616948,60,-,ENSG00000125354.24,SEPTIN6,UTR3
RNF181_ENSG00000168894.10,PAS2997_ATTAAA_0.2,0.317996153,NA,RNF181_ENSG00000168894.10,1.852385681,1,0.17350618,0.356645487,RNF181_ENSG00000168894.10,0.981467986,0.981467986,0.981467986,0.972104035,0.972104035,0.972104035,-0.009363951,chr2,85597580,85597581,1471,+,ENSG00000168894.10,RNF181,UTR3
RNF181_ENSG00000168894.10,PAS2998_APA_0.1,0.317996153,NA,RNF181_ENSG00000168894.10,1.852385681,1,0.17350618,0.356645487,RNF181_ENSG00000168894.10,0.018532014,0.018532014,0.018532014,0.027895965,0.027895965,0.027895965,0.009363951,chr2,85598587,85598588,27,+,ENSG00000168894.10,RNF181,UTR3
PRMT6_ENSG00000198890.9,PAS618_AATAAA_0.25,0.317996153,NA,PRMT6_ENSG00000198890.9,1.852334251,1,0.173512151,0.356645487,PRMT6_ENSG00000198890.9,0.433531325,0.433531325,0.433531325,0.317605216,0.317605216,0.317605216,-0.115926109,chr1,107059040,107059041,12,+,ENSG00000198890.9,PRMT6,UTR3
PRMT6_ENSG00000198890.9,PAS619_ATTAAA_0.25,0.317996153,NA,PRMT6_ENSG00000198890.9,1.852334251,1,0.173512151,0.356645487,PRMT6_ENSG00000198890.9,0.566468675,0.566468675,0.566468675,0.682394784,0.682394784,0.682394784,0.115926109,chr1,107059291,107059292,59,+,ENSG00000198890.9,PRMT6,UTR3
SMC1A_ENSG00000072501.19,PAS26691_AATAAA_0.1,0.563635243,NA,SMC1A_ENSG00000072501.19,1.849399221,1,0.173853285,0.357289904,SMC1A_ENSG00000072501.19,0.049856515,0.049856515,0.049856515,0.085112914,0.085112914,0.085112914,0.035256399,chrX,53374150,53374151,20,-,ENSG00000072501.19,SMC1A,UTR3
SMIM13_ENSG00000224531.6,PAS8734_AATAAA_0.35,0.566407012,NA,SMIM13_ENSG00000224531.6,1.847268193,1,0.174101454,0.357743093,SMIM13_ENSG00000224531.6,0.136391875,0.136391875,0.136391875,0.094785185,0.094785185,0.094785185,-0.04160669,chr6,11135809,11135810,20,+,ENSG00000224531.6,SMIM13,UTR3
TMX1_ENSG00000139921.13,PAS18475_AATAAA_0.4,0.634293262,NA,TMX1_ENSG00000139921.13,1.846632532,1,0.174175559,0.357838528,TMX1_ENSG00000139921.13,0.650791897,0.650791897,0.650791897,0.694507704,0.694507704,0.694507704,0.043715807,chr14,51256037,51256038,466,+,ENSG00000139921.13,TMX1,UTR3
RNF41_ENSG00000181852.18,PAS17329_APA_0.1,0.514717038,NA,RNF41_ENSG00000181852.18,1.844573077,1,0.174415899,0.358275403,RNF41_ENSG00000181852.18,0.064298739,0.064298739,0.064298739,0.027645311,0.027645311,0.027645311,-0.036653429,chr12,56206185,56206186,12,-,ENSG00000181852.18,RNF41,UTR3
MAVS_ENSG00000088888.18,PAS24724_AATAAA_0.1,0.651761632,NA,MAVS_ENSG00000088888.18,1.843796554,1,0.174506619,0.358370843,MAVS_ENSG00000088888.18,0.171645895,0.171645895,0.171645895,0.20315292,0.20315292,0.20315292,0.031507024,chr20,3875450,3875451,151,+,ENSG00000088888.18,MAVS,UTR3
RFC1_ENSG00000035928.17,PAS6900_AATAAA_0.15,0.319527086,NA,RFC1_ENSG00000035928.17,1.843464191,1,0.174545465,0.358370843,RFC1_ENSG00000035928.17,0.692203454,0.692203454,0.692203454,0.744632362,0.744632362,0.744632362,0.052428909,chr4,39287455,39287456,213,-,ENSG00000035928.17,RFC1,UTR3
RFC1_ENSG00000035928.17,PAS6901_AATAAA_0.3,0.319527086,NA,RFC1_ENSG00000035928.17,1.843464191,1,0.174545465,0.358370843,RFC1_ENSG00000035928.17,0.307796546,0.307796546,0.307796546,0.255367638,0.255367638,0.255367638,-0.052428909,chr4,39288216,39288217,59,-,ENSG00000035928.17,RFC1,UTR3
UBE2R2_ENSG00000107341.5,PAS12473_AATAAA_0.25,0.003228921,1,UBE2R2_ENSG00000107341.5,1.842646211,1,0.174641112,0.358510324,UBE2R2_ENSG00000107341.5,0.340435302,0.340435302,0.340435302,0.313155197,0.313155197,0.313155197,-0.027280105,chr9,33917985,33917986,582,+,ENSG00000107341.5,UBE2R2,UTR3
HSDL2_ENSG00000119471.15,PAS12695_AATAAA_0.15,0.008289801,0.579412682,HSDL2_ENSG00000119471.15,1.84206322,1,0.174709318,0.358593438,HSDL2_ENSG00000119471.15,0.228404646,0.228404646,0.228404646,0.283951102,0.283951102,0.283951102,0.055546456,chr9,112471690,112471691,89,+,ENSG00000119471.15,HSDL2,UTR3
CSPP1_ENSG00000104218.16,PAS11442_AATAAA_0.4,0.319879512,NA,CSPP1_ENSG00000104218.16,1.840603711,1,0.174880205,0.358830327,CSPP1_ENSG00000104218.16,0.747925362,0.747925362,0.747925362,0.618014212,0.618014212,0.618014212,-0.12991115,chr8,67196258,67196259,72,+,ENSG00000104218.16,CSPP1,UTR3
CSPP1_ENSG00000104218.16,PAS11443_ATTAAA_0.25,0.319879512,NA,CSPP1_ENSG00000104218.16,1.840603711,1,0.174880205,0.358830327,CSPP1_ENSG00000104218.16,0.252074638,0.252074638,0.252074638,0.381985788,0.381985788,0.381985788,0.12991115,chr8,67196612,67196613,28,+,ENSG00000104218.16,CSPP1,UTR3
IRGQ_ENSG00000167378.10,PAS24449_AATAAA_0.2,0.319879512,NA,IRGQ_ENSG00000167378.10,1.840126062,1,0.174936173,0.358831341,IRGQ_ENSG00000167378.10,0.039013401,0.039013401,0.039013401,0.087817272,0.087817272,0.087817272,0.048803872,chr19,43584368,43584369,12,-,ENSG00000167378.10,IRGQ,UTR3
IRGQ_ENSG00000167378.10,PAS24450_AATAAA_0.05,0.319879512,NA,IRGQ_ENSG00000167378.10,1.840126062,1,0.174936173,0.358831341,IRGQ_ENSG00000167378.10,0.960986599,0.960986599,0.960986599,0.912182728,0.912182728,0.912182728,-0.048803872,chr19,43585936,43585937,226,-,ENSG00000167378.10,IRGQ,UTR3
PSMD7_ENSG00000103035.11,PAS20620_ATTAAA_0.15,2.83E-04,0.580462847,PSMD7_ENSG00000103035.11,1.839360049,1,0.175025972,0.358958624,PSMD7_ENSG00000103035.11,0.219916583,0.219916583,0.219916583,0.241934984,0.241934984,0.241934984,0.022018401,chr16,74306285,74306286,939,+,ENSG00000103035.11,PSMD7,UTR3
MTMR6_ENSG00000139505.13,PAS18134_AATAAA_0.35,0.320112524,NA,MTMR6_ENSG00000139505.13,1.838475659,1,0.175129714,0.359057546,MTMR6_ENSG00000139505.13,0.088850675,0.088850675,0.088850675,0.048182524,0.048182524,0.048182524,-0.040668151,chr13,25246222,25246223,18,-,ENSG00000139505.13,MTMR6,UTR3
MTMR6_ENSG00000139505.13,PAS18135_APA_0.15,0.320112524,NA,MTMR6_ENSG00000139505.13,1.838475659,1,0.175129714,0.359057546,MTMR6_ENSG00000139505.13,0.911149325,0.911149325,0.911149325,0.951817476,0.951817476,0.951817476,0.040668151,chr13,25247233,25247234,208,-,ENSG00000139505.13,MTMR6,UTR3
YBX3_ENSG00000060138.13,PAS17072_ATTAAA_0.05,0.098929667,NA,YBX3_ENSG00000060138.13,1.838069657,1,0.175177364,0.359098329,YBX3_ENSG00000060138.13,0.002884177,0.002884177,0.002884177,0.00505236,0.00505236,0.00505236,0.002168184,chr12,10710351,10710352,54,-,ENSG00000060138.13,YBX3,UTR3
NMT2_ENSG00000152465.18,PAS14212_AATAAA_0.45,0.514320963,NA,NMT2_ENSG00000152465.18,1.83737473,1,0.175258957,0.35920867,NMT2_ENSG00000152465.18,0.050428756,0.050428756,0.050428756,0.026174461,0.026174461,0.026174461,-0.024254294,chr10,15109093,15109094,11,-,ENSG00000152465.18,NMT2,UTR3
CLASP1_ENSG00000074054.21,PAS4152_AATAAA_0.2,0.3202826,NA,CLASP1_ENSG00000074054.21,1.836486992,1,0.175363252,0.359308583,CLASP1_ENSG00000074054.21,0.779669097,0.779669097,0.779669097,0.862703608,0.862703608,0.862703608,0.083034511,chr2,121337777,121337778,159,-,ENSG00000074054.21,CLASP1,UTR3
CLASP1_ENSG00000074054.21,PAS4153_AATAAA_0.35,0.3202826,NA,CLASP1_ENSG00000074054.21,1.836486992,1,0.175363252,0.359308583,CLASP1_ENSG00000074054.21,0.220330903,0.220330903,0.220330903,0.137296392,0.137296392,0.137296392,-0.083034511,chr2,121338039,121338040,10,-,ENSG00000074054.21,CLASP1,UTR3
MLLT1_ENSG00000130382.9,PAS24097_AATAAA_0.2,0.3202826,NA,MLLT1_ENSG00000130382.9,1.835994005,1,0.175421201,0.359313502,MLLT1_ENSG00000130382.9,0.961790917,0.961790917,0.961790917,0.936869282,0.936869282,0.936869282,-0.024921634,chr19,6210381,6210382,451,-,ENSG00000130382.9,MLLT1,UTR3
MLLT1_ENSG00000130382.9,PAS24098_APA_0.25,0.3202826,NA,MLLT1_ENSG00000130382.9,1.835994005,1,0.175421201,0.359313502,MLLT1_ENSG00000130382.9,0.038209083,0.038209083,0.038209083,0.063130718,0.063130718,0.063130718,0.024921634,chr19,6212466,6212467,30,-,ENSG00000130382.9,MLLT1,UTR3
FGFR1OP2_ENSG00000111790.14,PAS16271_ATTAAA_0.35,0.003318459,1,FGFR1OP2_ENSG00000111790.14,1.835640409,1,0.175462779,0.359341771,FGFR1OP2_ENSG00000111790.14,0.167416521,0.167416521,0.167416521,0.204800448,0.204800448,0.204800448,0.037383927,chr12,26966015,26966016,135,+,ENSG00000111790.14,FGFR1OP2,UTR3
VPS13A_ENSG00000197969.14,PAS12548_AATAAA_0.05,0.567880475,NA,VPS13A_ENSG00000197969.14,1.835396301,1,0.175491489,0.359343683,VPS13A_ENSG00000197969.14,0.186752486,0.186752486,0.186752486,0.107195088,0.107195088,0.107195088,-0.079557398,chr9,77421536,77421537,38,+,ENSG00000197969.14,VPS13A,UTR3
CHPT1_ENSG00000111666.11,PAS16705_AATAAA_0.25,0.320532772,NA,CHPT1_ENSG00000111666.11,1.834266647,1,0.175624421,0.359388347,CHPT1_ENSG00000111666.11,0.033616927,0.033616927,0.033616927,0.054152754,0.054152754,0.054152754,0.020535827,chr12,101727013,101727014,10,+,ENSG00000111666.11,CHPT1,UTR3
CHPT1_ENSG00000111666.11,PAS16706_AATAAA_0.25,0.320532772,NA,CHPT1_ENSG00000111666.11,1.834266647,1,0.175624421,0.359388347,CHPT1_ENSG00000111666.11,0.966383073,0.966383073,0.966383073,0.945847246,0.945847246,0.945847246,-0.020535827,chr12,101729071,101729072,304,+,ENSG00000111666.11,CHPT1,UTR3
NFYB_ENSG00000120837.8,PAS17563_AATAAA_0.25,0.56357337,NA,NFYB_ENSG00000120837.8,1.83477805,1,0.175564227,0.359388347,NFYB_ENSG00000120837.8,0.595837512,0.595837512,0.595837512,0.508086004,0.508086004,0.508086004,-0.087751508,chr12,104119323,104119324,164,-,ENSG00000120837.8,NFYB,UTR3
WDHD1_ENSG00000198554.12,PAS18992_AATAAA_0.45,0.345510478,NA,WDHD1_ENSG00000198554.12,1.834527986,1,0.175593657,0.359388347,WDHD1_ENSG00000198554.12,0.0821127,0.0821127,0.0821127,0.147776475,0.147776475,0.147776475,0.065663775,chr14,54938950,54938951,17,-,ENSG00000198554.12,WDHD1,UTR3
FXR1_ENSG00000114416.19,PAS5238_ATTAAA_0.3,0.36288124,NA,FXR1_ENSG00000114416.19,1.833287634,1,0.17573972,0.359567413,FXR1_ENSG00000114416.19,0.632684003,0.632684003,0.632684003,0.602990814,0.602990814,0.602990814,-0.029693188,chr3,180976544,180976545,351,+,ENSG00000114416.19,FXR1,UTR3
VTA1_ENSG00000009844.16,PAS9281_AATAAA_0.4,0.337504644,NA,VTA1_ENSG00000009844.16,1.832802118,1,0.175796932,0.359627594,VTA1_ENSG00000009844.16,0.20691845,0.20691845,0.20691845,0.173233247,0.173233247,0.173233247,-0.033685203,chr6,142219070,142219071,120,+,ENSG00000009844.16,VTA1,UTR3
ANXA7_ENSG00000138279.16,PAS14434_AATAAA_0.3,0.340815364,NA,ANXA7_ENSG00000138279.16,1.831928962,1,0.175899876,0.359781296,ANXA7_ENSG00000138279.16,0.576861838,0.576861838,0.576861838,0.537072786,0.537072786,0.537072786,-0.039789052,chr10,73375781,73375782,629,-,ENSG00000138279.16,ANXA7,UTR3
DDX18_ENSG00000088205.13,PAS3149_AATAAA_0.25,0.21338162,NA,DDX18_ENSG00000088205.13,1.831578123,1,0.175941259,0.359809053,DDX18_ENSG00000088205.13,0.061063566,0.061063566,0.061063566,0.086118037,0.086118037,0.086118037,0.025054471,chr2,117831389,117831390,22,+,ENSG00000088205.13,DDX18,UTR3
PIGK_ENSG00000142892.15,PAS1817_ATTAAA_0.4,0.365631254,NA,PIGK_ENSG00000142892.15,1.830635454,1,0.176052507,0.359979656,PIGK_ENSG00000142892.15,0.470653194,0.470653194,0.470653194,0.534952764,0.534952764,0.534952764,0.06429957,chr1,77088991,77088992,160,-,ENSG00000142892.15,PIGK,UTR3
SMC5_ENSG00000198887.9,PAS12529_AATAAA_0.15,0.06467731,NA,SMC5_ENSG00000198887.9,1.828579549,1,0.176295414,0.360211084,SMC5_ENSG00000198887.9,0.022423815,0.022423815,0.022423815,0.05423051,0.05423051,0.05423051,0.031806694,chr9,70353575,70353576,24,+,ENSG00000198887.9,SMC5,UTR3
P4HA1_ENSG00000122884.13,PAS14418_ATTAAA_0.25,0.568940738,NA,P4HA1_ENSG00000122884.13,1.828098701,1,0.176352283,0.360211084,P4HA1_ENSG00000122884.13,0.027073019,0.027073019,0.027073019,0.056552497,0.056552497,0.056552497,0.029479479,chr10,73006247,73006248,11,-,ENSG00000122884.13,P4HA1,UTR3
ANKRD13C_ENSG00000118454.13,PAS1806_AATAAA_0.3,0.337695324,NA,ANKRD13C_ENSG00000118454.13,1.828353653,1,0.176322128,0.360211084,ANKRD13C_ENSG00000118454.13,0.300275603,0.300275603,0.300275603,0.406147342,0.406147342,0.406147342,0.10587174,chr1,70261235,70261236,31,-,ENSG00000118454.13,ANKRD13C,UTR3
ZNF592_ENSG00000166716.10,PAS19635_APA_0.3,0.074207346,NA,ZNF592_ENSG00000166716.10,1.828563439,1,0.176297319,0.360211084,ZNF592_ENSG00000166716.10,0.263459748,0.263459748,0.263459748,0.339994828,0.339994828,0.339994828,0.07653508,chr15,84805970,84805971,40,+,ENSG00000166716.10,ZNF592,UTR3
EMP2_ENSG00000213853.10,PAS20812_AATAAA_0.3,0.321755085,NA,EMP2_ENSG00000213853.10,1.82802844,1,0.176360594,0.360211084,EMP2_ENSG00000213853.10,0.490000099,0.490000099,0.490000099,0.617746175,0.617746175,0.617746175,0.127746076,chr16,10528577,10528578,25,-,ENSG00000213853.10,EMP2,UTR3
EMP2_ENSG00000213853.10,PAS20813_ATTAAA_0.35,0.321755085,NA,EMP2_ENSG00000213853.10,1.82802844,1,0.176360594,0.360211084,EMP2_ENSG00000213853.10,0.509999901,0.509999901,0.509999901,0.382253825,0.382253825,0.382253825,-0.127746076,chr16,10529076,10529077,48,-,ENSG00000213853.10,EMP2,UTR3
TGOLN2_ENSG00000152291.15,PAS4009_APA_0.3,0.4017606,NA,TGOLN2_ENSG00000152291.15,1.82860078,1,0.176292904,0.360211084,TGOLN2_ENSG00000152291.15,0.074011006,0.074011006,0.074011006,0.096920209,0.096920209,0.096920209,0.022909203,chr2,85322582,85322583,15,-,ENSG00000152291.15,TGOLN2,UTR3
PTK2_ENSG00000169398.20,PAS12303_ATTAAA_0.3,0.515258097,NA,PTK2_ENSG00000169398.20,1.827578891,1,0.176413783,0.360262842,PTK2_ENSG00000169398.20,0.979376885,0.979376885,0.979376885,0.969878369,0.969878369,0.969878369,-0.009498516,chr8,140658404,140658405,1806,-,ENSG00000169398.20,PTK2,UTR3
AGGF1_ENSG00000164252.13,PAS7534_AATAAA_0.45,0.572300241,NA,AGGF1_ENSG00000164252.13,1.825975266,1,0.176603668,0.360593695,AGGF1_ENSG00000164252.13,0.316668226,0.316668226,0.316668226,0.241802723,0.241802723,0.241802723,-0.074865503,chr5,77063439,77063440,31,+,ENSG00000164252.13,AGGF1,UTR3
CHMP1A_ENSG00000131165.16,PAS21177_AATAAA_0.25,0.322145631,NA,CHMP1A_ENSG00000131165.16,1.824536311,1,0.176774255,0.360828106,CHMP1A_ENSG00000131165.16,0.962807126,0.962807126,0.962807126,0.943144114,0.943144114,0.943144114,-0.019663012,chr16,89644437,89644438,1000,-,ENSG00000131165.16,CHMP1A,UTR3
CHMP1A_ENSG00000131165.16,PAS21178_None_0.1,0.322145631,NA,CHMP1A_ENSG00000131165.16,1.824536311,1,0.176774255,0.360828106,CHMP1A_ENSG00000131165.16,0.037192874,0.037192874,0.037192874,0.056855886,0.056855886,0.056855886,0.019663012,chr16,89644918,89644919,49,-,ENSG00000131165.16,CHMP1A,UTR3
MAP9_ENSG00000164114.19,PAS7212_APA_0.2,0.011292832,0.586496784,MAP9_ENSG00000164114.19,1.823936866,1,0.176845375,0.360916329,MAP9_ENSG00000164114.19,0.136662175,0.136662175,0.136662175,0.083916685,0.083916685,0.083916685,-0.052745489,chr4,155345631,155345632,12,-,ENSG00000164114.19,MAP9,UTR3
TMED4_ENSG00000158604.15,PAS10870_AATAAA_0.3,0.337504644,NA,TMED4_ENSG00000158604.15,1.82196463,1,0.177079599,0.361321767,TMED4_ENSG00000158604.15,0.514908389,0.514908389,0.514908389,0.582221952,0.582221952,0.582221952,0.067313564,chr7,44578310,44578311,267,-,ENSG00000158604.15,TMED4,UTR3
KICS2_ENSG00000174206.13,PAS17389_ATTAAA_0.15,0.519725793,NA,KICS2_ENSG00000174206.13,1.821793889,1,0.177099894,0.361321767,KICS2_ENSG00000174206.13,0.34705434,0.34705434,0.34705434,0.205319112,0.205319112,0.205319112,-0.141735227,chr12,64191083,64191084,10,-,ENSG00000174206.13,KICS2,UTR3
ENSG00000285816_ENSG00000285816.1,PAS15129_None_0.2,0.429191099,NA,ENSG00000285816_ENSG00000285816.1,1.819385716,1,0.177386414,0.361849265,ENSG00000285816_ENSG00000285816.1,0.042571465,0.042571465,0.042571465,0.022361462,0.022361462,0.022361462,-0.020210004,chr11,65323542,65323543,12,+,ENSG00000285816.1,ENSG00000285816,UTR3
ANAPC16_ENSG00000166295.9,PAS13755_ATTAAA_0.25,0.390335767,NA,ANAPC16_ENSG00000166295.9,1.818848231,1,0.177450436,0.361865746,ANAPC16_ENSG00000166295.9,0.029098333,0.029098333,0.029098333,0.041366532,0.041366532,0.041366532,0.012268199,chr10,72235857,72235858,54,+,ENSG00000166295.9,ANAPC16,UTR3
SRPK1_ENSG00000096063.16,PAS9585_AATAAA_0.35,0.563459958,NA,SRPK1_ENSG00000096063.16,1.818938157,1,0.177439723,0.361865746,SRPK1_ENSG00000096063.16,0.080221607,0.080221607,0.080221607,0.109406957,0.109406957,0.109406957,0.029185351,chr6,35886596,35886597,28,-,ENSG00000096063.16,SRPK1,UTR3
PLEKHM1_ENSG00000225190.12,PAS22364_APA_0.3,0.511723652,NA,PLEKHM1_ENSG00000225190.12,1.816540815,1,0.177725585,0.362298927,PLEKHM1_ENSG00000225190.12,0.013808411,0.013808411,0.013808411,0.044631285,0.044631285,0.044631285,0.030822875,chr17,45452934,45452935,11,-,ENSG00000225190.12,PLEKHM1,UTR3
ZHX3_ENSG00000174306.22,PAS25252_APA_0.3,4.52E-07,1,ZHX3_ENSG00000174306.22,1.81650464,1,0.177729903,0.362298927,ZHX3_ENSG00000174306.22,0.115465275,0.115465275,0.115465275,0.061812279,0.061812279,0.061812279,-0.053652995,chr20,41182114,41182115,12,-,ENSG00000174306.22,ZHX3,UTR3
NDUFS1_ENSG00000023228.14,PAS4373_AATAAA_0.35,0.379186869,NA,NDUFS1_ENSG00000023228.14,1.816362471,1,0.177746873,0.362298927,NDUFS1_ENSG00000023228.14,0.090306423,0.090306423,0.090306423,0.063010622,0.063010622,0.063010622,-0.027295801,chr2,206114817,206114818,51,-,ENSG00000023228.14,NDUFS1,UTR3
LCOR_ENSG00000196233.14,PAS13900_ATTAAA_0.2,0.552483498,NA,LCOR_ENSG00000196233.14,1.815585402,1,0.177839658,0.362430948,LCOR_ENSG00000196233.14,0.572841142,0.572841142,0.572841142,0.645502312,0.645502312,0.645502312,0.072661171,chr10,96995953,96995954,346,+,ENSG00000196233.14,LCOR,UTR3
